unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58864236,2023-09-19T16:51:48.000,2023-11-16T11:52:58.000,TLC,Taxi and Limousine Commission,Taxi Compliment,Driver Compliment,N/A,10018,PORT AUTHORITY BUS TERMINAL,PORT AUTHORITY BUS TERMINAL,WEST   40 STREET,WEST   41 STREET,WEST   40 STREET,WEST   41 STREET,UNRECOGNIZED,NEW YORK,PORT AUTHORITY BUS TERMINAL,Closed,See notes for more information,2023-11-16T11:53:01.000,04 MANHATTAN,1010320029,MANHATTAN,986806,214960,ONLINE,Unspecified,MANHATTAN,40.756691672884806,-73.99077406322886,"{'latitude': '40.756691672884806', 'longitude': '-73.99077406322886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"PORT AUTHORITY BUS TERMINAL, MANHATTAN (NEW YORK) ,NY, 10018",,,,,
58858654,2023-09-19T16:51:41.000,2023-09-26T13:30:10.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10303,SANDERS STREET,SANDERS STREET,FOREST AVENUE,WILCOX STREET,FOREST AVENUE,WILCOX STREET,BLOCKFACE,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-26T13:30:15.000,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,
58869777,2023-09-19T16:51:14.000,2023-10-14T15:32:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10031,363 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-14T00:00:00.000,09 MANHATTAN,1020540012,MANHATTAN,1000580,240793,PHONE,Unspecified,MANHATTAN,40.82758156074915,-73.94099371325152,"{'latitude': '40.82758156074915', 'longitude': '-73.94099371325152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863888,2023-09-19T16:51:14.000,2023-10-06T18:06:02.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10031,363 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020540012,MANHATTAN,1000580,240793,PHONE,Unspecified,MANHATTAN,40.82758156074915,-73.94099371325152,"{'latitude': '40.82758156074915', 'longitude': '-73.94099371325152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861370,2023-09-19T16:51:03.000,2023-09-19T16:55:52.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Store/Commercial,10019,709 9 AVENUE,9 AVENUE,WEST   48 STREET,WEST   49 STREET,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T16:55:57.000,04 MANHATTAN,1010580033,MANHATTAN,987122,217102,ONLINE,Unspecified,MANHATTAN,40.762570817166825,-73.98963253940428,"{'latitude': '40.762570817166825', 'longitude': '-73.98963253940428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860133,2023-09-19T16:51:01.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11237,1390 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3033000028,BROOKLYN,1007088,194301,PHONE,Unspecified,BROOKLYN,40.69995866007375,-73.91763588789948,"{'latitude': '40.69995866007375', 'longitude': '-73.91763588789948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862027,2023-09-19T16:51:01.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11237,1390 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3033000028,BROOKLYN,1007088,194301,PHONE,Unspecified,BROOKLYN,40.69995866007375,-73.91763588789948,"{'latitude': '40.69995866007375', 'longitude': '-73.91763588789948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861975,2023-09-19T16:51:01.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11237,1390 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3033000028,BROOKLYN,1007088,194301,PHONE,Unspecified,BROOKLYN,40.69995866007375,-73.91763588789948,"{'latitude': '40.69995866007375', 'longitude': '-73.91763588789948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867897,2023-09-19T16:51:01.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11237,1390 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3033000028,BROOKLYN,1007088,194301,PHONE,Unspecified,BROOKLYN,40.69995866007375,-73.91763588789948,"{'latitude': '40.69995866007375', 'longitude': '-73.91763588789948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869692,2023-09-19T16:51:01.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11237,1390 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3033000028,BROOKLYN,1007088,194301,PHONE,Unspecified,BROOKLYN,40.69995866007375,-73.91763588789948,"{'latitude': '40.69995866007375', 'longitude': '-73.91763588789948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858632,2023-09-19T16:50:54.000,2023-09-29T11:20:45.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11367,150-23 77 ROAD,77 ROAD,150 STREET,153 STREET,150 STREET,153 STREET,ADDRESS,FLUSHING,77 ROAD,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-29T11:20:40.000,08 QUEENS,4067080024,QUEENS,1035783,202397,PHONE,Unspecified,QUEENS,40.722059626736836,-73.81408705229744,"{'latitude': '40.722059626736836', 'longitude': '-73.81408705229744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868322,2023-09-19T16:50:51.000,2023-09-26T11:12:59.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10009,531 EAST   13 STREET,EAST   13 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   13 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T11:13:04.000,03 MANHATTAN,1004070045,MANHATTAN,989854,204974,PHONE,Unspecified,MANHATTAN,40.72928118967623,-73.97978056213353,"{'latitude': '40.72928118967623', 'longitude': '-73.97978056213353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856935,2023-09-19T16:50:47.000,2023-09-20T08:46:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11229,3710 BEDFORD AVENUE,BEDFORD AVENUE,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,AVENUE P,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T08:46:30.000,15 BROOKLYN,3067710044,BROOKLYN,998438,162188,MOBILE,Unspecified,BROOKLYN,40.61183362625817,-73.94889923507453,"{'latitude': '40.61183362625817', 'longitude': '-73.94889923507453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864110,2023-09-19T16:50:43.000,2023-10-08T11:37:20.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10034,11 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,12 MANHATTAN,1022370012,MANHATTAN,1004292,254996,PHONE,Unspecified,MANHATTAN,40.86655695619762,-73.92753844657459,"{'latitude': '40.86655695619762', 'longitude': '-73.92753844657459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869706,2023-09-19T16:50:33.000,2023-09-23T16:31:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11230,1256 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,14 BROOKLYN,3067320028,BROOKLYN,994764,164805,PHONE,Unspecified,BROOKLYN,40.61902187034261,-73.96212776376363,"{'latitude': '40.61902187034261', 'longitude': '-73.96212776376363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869843,2023-09-19T16:50:28.000,2023-09-22T13:10:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10474,611 BARRETTO STREET,BARRETTO STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,02 BRONX,2027650166,BRONX,1015035,235235,ONLINE,Unspecified,BRONX,40.81228787615677,-73.88878803015037,"{'latitude': '40.81228787615677', 'longitude': '-73.88878803015037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864670,2023-09-19T16:50:24.000,2023-09-21T09:02:34.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,10038,60 R F WAGNER SR PLACE,R F WAGNER SR PLACE,FDR DRIVE EXIT    2 SOUTHBOUND,SOUTH STREET,FDR DRIVE EXIT    2 SOUTHBOUND,SOUTH STREET,ADDRESS,NEW YORK,R F WAGNER SR PLACE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T09:02:36.000,03 MANHATTAN,,MANHATTAN,984416,197539,ONLINE,Unspecified,MANHATTAN,40.708875676867045,-73.99940124925254,"{'latitude': '40.708875676867045', 'longitude': '-73.99940124925254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868461,2023-09-19T16:50:24.000,2023-09-19T17:03:46.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10038,60 R F WAGNER SR PLACE,R F WAGNER SR PLACE,FDR DRIVE EXIT    2 SOUTHBOUND,SOUTH STREET,FDR DRIVE EXIT    2 SOUTHBOUND,SOUTH STREET,ADDRESS,NEW YORK,R F WAGNER SR PLACE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T17:03:50.000,03 MANHATTAN,,MANHATTAN,984416,197539,ONLINE,Unspecified,MANHATTAN,40.708875676867045,-73.99940124925254,"{'latitude': '40.708875676867045', 'longitude': '-73.99940124925254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866363,2023-09-19T16:50:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,10009,440 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:29.000,03 MANHATTAN,1004410029,MANHATTAN,989460,205525,PHONE,Unspecified,MANHATTAN,40.73079379069769,-73.98120170193275,"{'latitude': '40.73079379069769', 'longitude': '-73.98120170193275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870316,2023-09-19T16:50:14.000,2023-09-27T11:25:01.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11367,150-15 77 ROAD,77 ROAD,150 STREET,153 STREET,150 STREET,153 STREET,ADDRESS,FLUSHING,77 ROAD,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-27T11:25:00.000,08 QUEENS,4067080028,QUEENS,1035781,202397,PHONE,Unspecified,QUEENS,40.722059638387336,-73.81409426757268,"{'latitude': '40.722059638387336', 'longitude': '-73.81409426757268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867548,2023-09-19T16:50:11.000,2023-09-19T17:03:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,31-20 54 STREET,54 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,WOODSIDE,54 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:03:45.000,01 QUEENS,4011310017,QUEENS,1009942,214847,ONLINE,Unspecified,QUEENS,40.756344558976046,-73.90726464156208,"{'latitude': '40.756344558976046', 'longitude': '-73.90726464156208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870523,2023-09-19T16:50:11.000,2023-09-21T12:51:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10305,80 LANDIS AVENUE,LANDIS AVENUE,PICKERSGILL AVENUE,HASTINGS STREET,PICKERSGILL AVENUE,HASTINGS STREET,ADDRESS,STATEN ISLAND,LANDIS AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-20T10:47:11.000,02 STATEN ISLAND,5030950165,STATEN ISLAND,965430,157773,ONLINE,Unspecified,STATEN ISLAND,40.599706728930414,-74.06777148048741,"{'latitude': '40.599706728930414', 'longitude': '-74.06777148048741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867983,2023-09-19T16:50:00.000,2023-09-19T16:50:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,10025,315 WEST  104 STREET,WEST  104 STREET,WEST END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T16:50:00.000,07 MANHATTAN,1018910010,MANHATTAN,992590,230921,PHONE,Unspecified,MANHATTAN,40.80049683787043,-73.96987678070802,"{'latitude': '40.80049683787043', 'longitude': '-73.96987678070802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864935,2023-09-19T16:50:00.000,2023-09-19T16:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10456,1305 COLLEGE AVENUE,COLLEGE AVENUE,E 169 ST,E 170 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T16:50:00.000,04 BRONX,2027850071,BRONX,1008725,243829,PHONE,Unspecified,BRONX,40.83589568974381,-73.91155177714217,"{'latitude': '40.83589568974381', 'longitude': '-73.91155177714217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864939,2023-09-19T16:50:00.000,2023-09-20T13:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11357,147-01 12 AVENUE,12 AVENUE,147 ST,148 ST,,,ADDRESS,WHITESTONE,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-20T13:20:00.000,07 QUEENS,4044810031,QUEENS,1034288,227020,PHONE,Unspecified,QUEENS,40.78965192670804,-73.81929722331735,"{'latitude': '40.78965192670804', 'longitude': '-73.81929722331735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
