unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58867065,2023-09-19T23:30:12.000,2023-09-20T00:46:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11691,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   40 STREET,BEACH   41 STREET,BEACH   40 STREET,BEACH   41 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:46:41.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
58867579,2023-09-19T23:30:07.000,2023-09-20T00:14:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:14:52.000,16 BROOKLYN,3035900011,BROOKLYN,1010017,180240,PHONE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866318,2023-09-19T23:29:44.000,2023-09-25T10:30:34.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-25T10:30:35.000,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,
58864437,2023-09-19T23:29:30.000,2023-09-20T05:13:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2049 71 STREET,71 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T05:13:12.000,11 BROOKLYN,3061740058,BROOKLYN,987497,162417,MOBILE,Unspecified,BROOKLYN,40.61247294811184,-73.9883052041266,"{'latitude': '40.61247294811184', 'longitude': '-73.9883052041266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855609,2023-09-19T23:29:24.000,2023-09-20T00:51:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,104 TERRACE VIEW AVENUE,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,ADDRESS,BRONX,TERRACE VIEW AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T00:51:46.000,08 BRONX,1022150237,BRONX,1008426,258732,PHONE,Unspecified,BRONX,40.87680077226638,-73.91257855968743,"{'latitude': '40.87680077226638', 'longitude': '-73.91257855968743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862377,2023-09-19T23:29:22.000,2023-09-20T13:56:47.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11231,165 CONOVER STREET,CONOVER STREET,SULLIVAN STREET,WOLCOTT STREET,SULLIVAN STREET,WOLCOTT STREET,ADDRESS,BROOKLYN,CONOVER STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T23:29:22.000,06 BROOKLYN,3005650001,BROOKLYN,980368,186393,MOBILE,Unspecified,BROOKLYN,40.67828163707107,-74.01399568739492,"{'latitude': '40.67828163707107', 'longitude': '-74.01399568739492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869646,2023-09-19T23:29:14.000,2023-09-20T00:18:41.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11230,AVENUE I,AVENUE I,AVENUE I,EAST    8 STREET,AVENUE I,EAST    8 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:18:45.000,12 BROOKLYN,,BROOKLYN,993000,167653,ONLINE,Unspecified,BROOKLYN,40.62684095230408,-73.96847813516422,"{'latitude': '40.62684095230408', 'longitude': '-73.96847813516422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859767,2023-09-19T23:29:09.000,2023-09-20T00:10:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,1557 BROADWAY,BROADWAY,WEST   46 STREET,WEST   47 STREET BIKE PATH,WEST   46 STREET,WEST   47 STREET BIKE PATH,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:10:40.000,05 MANHATTAN,1010180028,MANHATTAN,988334,215790,ONLINE,Unspecified,MANHATTAN,40.75896923709595,-73.98525821038857,"{'latitude': '40.75896923709595', 'longitude': '-73.98525821038857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866169,2023-09-19T23:29:03.000,2023-09-20T05:23:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,133-23 39 AVENUE,39 AVENUE,COLLEGE POINT BOULEVARD,PRINCE STREET,COLLEGE POINT BOULEVARD,PRINCE STREET,ADDRESS,FLUSHING,39 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T05:23:17.000,07 QUEENS,,QUEENS,1030189,215885,ONLINE,Unspecified,QUEENS,40.75911158433069,-73.83417607210428,"{'latitude': '40.75911158433069', 'longitude': '-73.83417607210428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863762,2023-09-19T23:29:03.000,2023-09-20T00:18:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,1802 STORY AVENUE,STORY AVENUE,ROSEDALE AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE,TAYLOR AVENUE,ADDRESS,BRONX,STORY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:18:25.000,09 BRONX,2036370001,BRONX,1021738,239302,MOBILE,Unspecified,BRONX,40.823424734628986,-73.86455050763222,"{'latitude': '40.823424734628986', 'longitude': '-73.86455050763222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859097,2023-09-19T23:29:00.000,2023-09-20T10:39:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10314,590 WESTWOOD AVENUE,WESTWOOD AVENUE,GRAVES ST,WELLBROOK AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-20T10:39:00.000,02 STATEN ISLAND,5007690028,STATEN ISLAND,947959,159961,ONLINE,Unspecified,STATEN ISLAND,40.60565801566271,-74.13069684945975,"{'latitude': '40.60565801566271', 'longitude': '-74.13069684945975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855307,2023-09-19T23:29:00.000,2023-09-20T18:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10026,231 WEST  112 STREET,WEST  112 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:03:00.000,10 MANHATTAN,1018280015,MANHATTAN,996473,231209,ONLINE,Unspecified,MANHATTAN,40.80128280079335,-73.95585126316988,"{'latitude': '40.80128280079335', 'longitude': '-73.95585126316988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58859103,2023-09-19T23:29:00.000,2023-10-20T12:49:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11373,87-01 51 AVENUE,51 AVENUE,87 ST,90 ST,,,ADDRESS,ELMHURST,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-10-20T12:49:00.000,04 QUEENS,4018350095,QUEENS,1018578,208538,ONLINE,Unspecified,QUEENS,40.73899864597547,-73.87612521080872,"{'latitude': '40.73899864597547', 'longitude': '-73.87612521080872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58857897,2023-09-19T23:28:41.000,2023-09-20T01:10:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11354,33-23 147 STREET,147 STREET,33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,ADDRESS,FLUSHING,147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:10:21.000,07 QUEENS,4049860032,QUEENS,1034048,219240,ONLINE,Unspecified,QUEENS,40.76829928200921,-73.82022159767595,"{'latitude': '40.76829928200921', 'longitude': '-73.82022159767595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859729,2023-09-19T23:28:02.000,2023-09-19T23:47:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2675 VALENTINE AVENUE,VALENTINE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:48:01.000,07 BRONX,2033040065,BRONX,1013873,254822,ONLINE,Unspecified,BRONX,40.866052426749675,-73.8928992814297,"{'latitude': '40.866052426749675', 'longitude': '-73.8928992814297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866997,2023-09-19T23:27:35.000,2023-09-20T00:23:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1904 MULINER AVENUE,MULINER AVENUE,BRONXDALE AVENUE,NEILL AVENUE,BRONXDALE AVENUE,NEILL AVENUE,ADDRESS,BRONX,MULINER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T00:23:51.000,11 BRONX,2042640009,BRONX,1022493,248686,MOBILE,Unspecified,BRONX,40.849177829940686,-73.86176908523863,"{'latitude': '40.849177829940686', 'longitude': '-73.86176908523863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866654,2023-09-19T23:27:27.000,2023-09-23T13:54:38.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11249,74 PENN STREET,PENN STREET,WYTHE AVENUE,BEDFORD AVENUE,WYTHE AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PENN STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T10:24:21.000,01 BROOKLYN,3022170018,BROOKLYN,995368,194731,ONLINE,Unspecified,BROOKLYN,40.7011613952243,-73.95990276661644,"{'latitude': '40.7011613952243', 'longitude': '-73.95990276661644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869335,2023-09-19T23:27:22.000,2023-09-20T00:06:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,44 WILSON AVENUE,WILSON AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:06:06.000,04 BROOKLYN,3031570031,BROOKLYN,1003829,195325,ONLINE,Unspecified,BROOKLYN,40.70277711007218,-73.92938632693719,"{'latitude': '40.70277711007218', 'longitude': '-73.92938632693719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861085,2023-09-19T23:27:08.000,2023-09-20T00:47:00.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11691,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   39 STREET,BEACH   40 STREET,BEACH   39 STREET,BEACH   40 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:47:03.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
58855897,2023-09-19T23:26:18.000,2023-09-19T23:47:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,875 MELROSE AVENUE,MELROSE AVENUE,EAST  161 STREET,EAST  162 STREET,EAST  161 STREET,EAST  162 STREET,ADDRESS,BRONX,MELROSE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-19T23:47:02.000,03 BRONX,2024080001,BRONX,1008107,239598,ONLINE,Unspecified,BRONX,40.824284503815676,-73.91380016204445,"{'latitude': '40.824284503815676', 'longitude': '-73.91380016204445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863222,2023-09-19T23:26:13.000,2023-09-20T00:29:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,2925 MATTHEWS AVENUE,MATTHEWS AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T00:29:26.000,11 BRONX,2045500012,BRONX,1022279,255636,ONLINE,Unspecified,BRONX,40.868254395183136,-73.86250316466833,"{'latitude': '40.868254395183136', 'longitude': '-73.86250316466833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859843,2023-09-19T23:26:03.000,2023-09-20T00:26:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,778 FRANKLIN AVENUE,FRANKLIN AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:26:22.000,08 BROOKLYN,3011780049,BROOKLYN,996032,184080,ONLINE,Unspecified,BROOKLYN,40.67192598398303,-73.95752666637821,"{'latitude': '40.67192598398303', 'longitude': '-73.95752666637821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866868,2023-09-19T23:26:00.000,2023-09-20T18:20:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10021,226 EAST   74 STREET,EAST   74 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-20T18:20:00.000,08 MANHATTAN,1014280036,MANHATTAN,995635,220081,PHONE,Unspecified,MANHATTAN,40.77074053567437,-73.95889692802227,"{'latitude': '40.77074053567437', 'longitude': '-73.95889692802227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58857744,2023-09-19T23:25:58.000,2023-09-19T23:45:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,158 LUDLOW STREET,LUDLOW STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,LUDLOW STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:45:51.000,03 MANHATTAN,1004110050,MANHATTAN,987610,201957,MOBILE,Unspecified,MANHATTAN,40.721001394303194,-73.98787850273274,"{'latitude': '40.721001394303194', 'longitude': '-73.98787850273274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869410,2023-09-19T23:25:51.000,2023-09-20T00:12:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11103,30-70 34 STREET,34 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,34 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:12:52.000,01 QUEENS,4006250073,QUEENS,1006343,217720,ONLINE,Unspecified,QUEENS,40.764239929296565,-73.92024579451515,"{'latitude': '40.764239929296565', 'longitude': '-73.92024579451515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859696,2023-09-19T23:25:37.000,2023-09-19T23:41:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,22 ORCHARD STREET,ORCHARD STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,ORCHARD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T23:41:11.000,03 MANHATTAN,1002980005,MANHATTAN,986577,199927,MOBILE,Unspecified,MANHATTAN,40.71542986402135,-73.9916058433748,"{'latitude': '40.71542986402135', 'longitude': '-73.9916058433748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
