unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58869036,2023-09-15T11:34:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:13:35.000,0 Unspecified,,Unspecified,997808,222040,PHONE,Unspecified,Unspecified,40.77611441131113,-73.9510478321949,"{'latitude': '40.77611441131113', 'longitude': '-73.9510478321949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:13:32.000,,,,,,,,,,,,
58857525,2023-09-15T11:34:30.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,,,,,,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",2023-09-15T12:23:40.000,0 Unspecified,,Unspecified,927614,130562,ONLINE,Unspecified,Unspecified,40.5248570094186,-74.20372001188885,"{'latitude': '40.5248570094186', 'longitude': '-74.20372001188885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:23:27.000,,,,,,,,,,,,
58822652,2023-09-15T11:34:30.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10029,1567 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,11 MANHATTAN,1016280022,MANHATTAN,998377,226560,PHONE,Unspecified,MANHATTAN,40.78851971812777,-73.94898391126459,"{'latitude': '40.78851971812777', 'longitude': '-73.94898391126459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-20T16:40:42.000,,,,,,,,,,,,
58864376,2023-09-15T11:34:20.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11429,221-15 HEMPSTEAD AVENUE,HEMPSTEAD AVENUE,ADDRESS,QUEENS VILLAGE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T15:58:03.000,13 QUEENS,4107770058,QUEENS,1058343,198975,ONLINE,Unspecified,QUEENS,40.71250691480946,-73.73273659768074,"{'latitude': '40.71250691480946', 'longitude': '-73.73273659768074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T15:58:00.000,221 STREET,222 STREET,,221 STREET,222 STREET,HEMPSTEAD AVENUE,,,,,,
58860490,2023-09-15T11:34:16.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:15.000,0 Unspecified,,Unspecified,1004500,209506,PHONE,Unspecified,Unspecified,40.741699003029765,-73.92692363071615,"{'latitude': '40.741699003029765', 'longitude': '-73.92692363071615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58824451,2023-09-15T11:34:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11373,81-01 45 AVENUE,45 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,04 QUEENS,4015270001,QUEENS,1016467,209457,ONLINE,Unspecified,QUEENS,40.74152901218958,-73.88373847898704,"{'latitude': '40.74152901218958', 'longitude': '-73.88373847898704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T13:54:35.000,,,,,,,,,,,,
58820908,2023-09-15T11:34:07.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11373,81-01 45 AVENUE,45 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,04 QUEENS,4015270001,QUEENS,1016467,209457,ONLINE,Unspecified,QUEENS,40.74152901218958,-73.88373847898704,"{'latitude': '40.74152901218958', 'longitude': '-73.88373847898704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T13:54:36.000,,,,,,,,,,,,
58825174,2023-09-15T11:34:07.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11373,81-01 45 AVENUE,45 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,04 QUEENS,4015270001,QUEENS,1016467,209457,ONLINE,Unspecified,QUEENS,40.74152901218958,-73.88373847898704,"{'latitude': '40.74152901218958', 'longitude': '-73.88373847898704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T13:54:35.000,,,,,,,,,,,,
58826092,2023-09-15T11:34:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11373,81-01 45 AVENUE,45 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-09T00:00:00.000,04 QUEENS,4015270001,QUEENS,1016467,209457,ONLINE,Unspecified,QUEENS,40.74152901218958,-73.88373847898704,"{'latitude': '40.74152901218958', 'longitude': '-73.88373847898704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T13:54:35.000,,,,,,,,,,,,
58821819,2023-09-15T11:34:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11373,81-01 45 AVENUE,45 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,04 QUEENS,4015270001,QUEENS,1016467,209457,ONLINE,Unspecified,QUEENS,40.74152901218958,-73.88373847898704,"{'latitude': '40.74152901218958', 'longitude': '-73.88373847898704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T13:54:35.000,,,,,,,,,,,,
58821760,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:25.000,,,,,,,,,,,,
58822753,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:24.000,,,,,,,,,,,,
58826095,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:24.000,,,,,,,,,,,,
58821813,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:25.000,,,,,,,,,,,,
58823556,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:24.000,,,,,,,,,,,,
58823521,2023-09-15T11:34:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,210 EAST  201 STREET,EAST  201 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 BRONX,2033060018,BRONX,1015596,257182,ONLINE,Unspecified,BRONX,40.872523950771345,-73.88665881360713,"{'latitude': '40.872523950771345', 'longitude': '-73.88665881360713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:25.000,,,,,,,,,,,,
58820979,2023-09-15T11:34:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11436,131-07 VAN WYCK EXPRESSWAY SR EAST,VAN WYCK EXPRESSWAY SR EAST,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,12 QUEENS,4120740005,QUEENS,1039557,183595,PHONE,Unspecified,QUEENS,40.670429850966656,-73.80062621751816,"{'latitude': '40.670429850966656', 'longitude': '-73.80062621751816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:11:11.000,,,,,,,,,,,,
58870618,2023-09-15T11:33:58.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T13:01:51.000,0 Unspecified,,Unspecified,984885,213496,ONLINE,Unspecified,Unspecified,40.75267371164249,-73.99770809214527,"{'latitude': '40.75267371164249', 'longitude': '-73.99770809214527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:01:51.000,,,,,,,,,,,,
58868633,2023-09-15T11:33:54.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Refrigerator or Freezer Door Attached,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T13:12:58.000,0 Unspecified,,Unspecified,999411,170223,PHONE,Unspecified,Unspecified,40.633886406231845,-73.94537674653232,"{'latitude': '40.633886406231845', 'longitude': '-73.94537674653232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:05:49.000,,,,,,,,,,,,
58833184,2023-09-15T11:33:51.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,,,,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-16T10:33:33.000,0 Unspecified,,Unspecified,996685,153389,PHONE,Unspecified,Unspecified,40.58768479042183,-73.9552291922396,"{'latitude': '40.58768479042183', 'longitude': '-73.9552291922396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:33:29.000,,,,,,,,,,,,
58857258,2023-09-15T11:33:38.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:48:59.000,0 Unspecified,,Unspecified,1010523,168307,MOBILE,Unspecified,Unspecified,40.628601405544,-73.90534903501585,"{'latitude': '40.628601405544', 'longitude': '-73.90534903501585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:48:53.000,,,,,,,,,,,,
58821461,2023-09-15T11:33:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:26:23.000,0 Unspecified,,Unspecified,,205587,PHONE,Unspecified,Unspecified,,,,2023-09-15T18:26:20.000,,,,,,,,,,,,
58848612,2023-09-15T11:33:05.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,,,,,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T12:23:19.000,0 Unspecified,,Unspecified,1015714,247237,PHONE,Unspecified,Unspecified,40.845227514126414,-73.88627883173528,"{'latitude': '40.845227514126414', 'longitude': '-73.88627883173528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58859743,2023-09-15T11:32:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T12:06:59.000,0 Unspecified,,Unspecified,1000418,232746,PHONE,Unspecified,Unspecified,40.80549510497584,-73.94159846419777,"{'latitude': '40.80549510497584', 'longitude': '-73.94159846419777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:06:54.000,,,,,,,,,,,,
58834253,2023-09-15T11:32:51.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-16T06:42:46.000,0 Unspecified,,Unspecified,1003585,214359,ONLINE,Unspecified,Unspecified,40.755021310183814,-73.93021164597867,"{'latitude': '40.755021310183814', 'longitude': '-73.93021164597867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T06:42:47.000,,,,,,,,,,,,
58869124,2023-09-15T11:32:33.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,,,,,,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",2023-09-15T12:49:39.000,0 Unspecified,,Unspecified,926915,129239,ONLINE,Unspecified,Unspecified,40.52122113886856,-74.20622310627338,"{'latitude': '40.52122113886856', 'longitude': '-74.20622310627338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:49:37.000,,,,,,,,,,,,
