unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58933880,2023-09-26T10:52:51.000,2023-09-28T16:26:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10469,2760 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,11 BRONX,2045170031,BRONX,1023089,254932,PHONE,Unspecified,BRONX,40.86631860504831,-73.85957863134412,"{'latitude': '40.86631860504831', 'longitude': '-73.85957863134412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58927499,2023-09-26T10:52:51.000,2023-09-28T16:26:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10469,2760 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,11 BRONX,2045170031,BRONX,1023089,254932,PHONE,Unspecified,BRONX,40.86631860504831,-73.85957863134412,"{'latitude': '40.86631860504831', 'longitude': '-73.85957863134412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58933976,2023-09-26T10:52:42.000,2023-09-26T16:39:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,114-28 149 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T16:39:22.000,10 QUEENS,4118150033,QUEENS,1032550,183249,PHONE,Unspecified,QUEENS,40.66952116126807,-73.82588785278264,"{'latitude': '40.66952116126807', 'longitude': '-73.82588785278264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",114 PLACE,115 STREET,114 PLACE,115 STREET,149 AVENUE,,,,,,,
58934321,2023-09-26T10:52:39.000,2023-10-02T12:10:44.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10465,201 BUTTRICK AVENUE,BUTTRICK AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation collected the requested items.,2023-09-27T07:39:52.000,10 BRONX,2056067503,BRONX,1033097,235750,ONLINE,Unspecified,BRONX,40.81362000117739,-73.82353477211002,"{'latitude': '40.81362000117739', 'longitude': '-73.82353477211002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHURZ AVENUE,HARDING AVENUE,SCHURZ AVENUE,HARDING AVENUE,BUTTRICK AVENUE,,,,,,,
58930115,2023-09-26T10:52:10.000,2023-09-26T11:05:13.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473,925 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-26T11:05:19.000,09 BRONX,2036610001,BRONX,1020670,239341,PHONE,Unspecified,BRONX,40.82353624657075,-73.8684091264295,"{'latitude': '40.82353624657075', 'longitude': '-73.8684091264295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOBLE AVENUE,BANYER PLACE,NOBLE AVENUE,BANYER PLACE,SOUNDVIEW AVENUE,,,,,,,
58930773,2023-09-26T10:52:04.000,2023-09-26T11:11:38.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11377,50-18 72 STREET,72 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:11:40.000,02 QUEENS,4024410035,QUEENS,1014102,207716,MOBILE,Unspecified,QUEENS,40.73675870199686,-73.89228077392978,"{'latitude': '40.73675870199686', 'longitude': '-73.89228077392978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,51 AVENUE,DEAD END,51 AVENUE,72 STREET,,,,,,,
58935239,2023-09-26T10:51:35.000,2023-09-26T13:41:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11361,43-24 223 STREET,223 STREET,ADDRESS,BAYSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:41:40.000,11 QUEENS,4063280035,QUEENS,1051064,217372,ONLINE,Unspecified,QUEENS,40.7630598950853,-73.75881007230238,"{'latitude': '40.7630598950853', 'longitude': '-73.75881007230238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43 AVENUE,NORTHERN BOULEVARD,43 AVENUE,NORTHERN BOULEVARD,223 STREET,,,,,,,
58931468,2023-09-26T10:51:09.000,2023-10-02T08:48:50.000,DOT,Department of Transportation,Highway Condition,Cave-in,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-10-02T08:48:53.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,Cross Island Pkwy,North/Bronx Bound,Roadway,Belmont Racetrack (Exit 26A) Hempstead Ave Belmont Racetrack (NY 24) (Exit 26 B),
58935504,2023-09-26T10:51:00.000,2023-11-16T13:04:18.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,,,,,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-16T13:04:20.000,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,
58931477,2023-09-26T10:50:57.000,2023-10-05T12:09:34.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11691,11-04 WATERVIEW STREET,WATERVIEW STREET,ADDRESS,FAR ROCKAWAY,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-05T12:09:37.000,14 QUEENS,4157250045,QUEENS,1048801,159402,PHONE,Unspecified,QUEENS,40.603962886437856,-73.76753451547518,"{'latitude': '40.603962886437856', 'longitude': '-73.76753451547518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HEALY AVENUE,COLD SPRING ROAD,HEALY AVENUE,COLD SPRING ROAD,WATERVIEW STREET,,,,,,,
58935574,2023-09-26T10:50:54.000,2023-09-27T14:01:44.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11234,915 EAST   54 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-27T04:50:18.000,18 BROOKLYN,3079720012,BROOKLYN,1005130,170928,ONLINE,Unspecified,BROOKLYN,40.63580984601382,-73.92476970697942,"{'latitude': '40.63580984601382', 'longitude': '-73.92476970697942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,GLENWOOD ROAD,FOSTER AVENUE,GLENWOOD ROAD,EAST   54 STREET,,,,,,,
58932121,2023-09-26T10:50:43.000,2023-09-26T11:03:42.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10034,210 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:03:44.000,12 MANHATTAN,1022260029,MANHATTAN,1006135,254606,PHONE,Unspecified,MANHATTAN,40.86548214822022,-73.92087638455081,"{'latitude': '40.86548214822022', 'longitude': '-73.92087638455081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,SHERMAN AVENUE,,,,,,,
58934612,2023-09-26T10:50:25.000,2023-09-26T11:28:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11224,4211 SEAGATE AVENUE,SEAGATE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:28:48.000,13 BROOKLYN,3069740005,BROOKLYN,982628,149913,PHONE,Unspecified,BROOKLYN,40.57815243313921,-74.0058389934036,"{'latitude': '40.57815243313921', 'longitude': '-74.0058389934036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAUREL AVENUE,CYPRESS AVENUE,LAUREL AVENUE,CYPRESS AVENUE,SEA GATE AVENUE,,,,,,,
58955663,2023-09-26T10:50:14.000,2023-09-28T05:45:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11233,315 MCDONOUGH STREET,MCDONOUGH STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T05:45:14.000,03 BROOKLYN,3016700071,BROOKLYN,1002652,187819,PHONE,Unspecified,BROOKLYN,40.68217740628674,-73.93365180089486,"{'latitude': '40.68217740628674', 'longitude': '-73.93365180089486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,MAC DONOUGH STREET,,,,,,,
58935035,2023-09-26T10:50:13.000,2023-10-10T12:33:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10466,4254 CARPENTER AVENUE,CARPENTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,12 BRONX,2049960041,BRONX,1023140,265736,PHONE,Unspecified,BRONX,40.89597196034699,-73.85933151533574,"{'latitude': '40.89597196034699', 'longitude': '-73.85933151533574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58926191,2023-09-26T10:50:13.000,2023-10-10T12:33:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10466,4254 CARPENTER AVENUE,CARPENTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,12 BRONX,2049960041,BRONX,1023140,265736,PHONE,Unspecified,BRONX,40.89597196034699,-73.85933151533574,"{'latitude': '40.89597196034699', 'longitude': '-73.85933151533574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928759,2023-09-26T10:50:13.000,2023-10-10T12:33:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10466,4254 CARPENTER AVENUE,CARPENTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,12 BRONX,2049960041,BRONX,1023140,265736,PHONE,Unspecified,BRONX,40.89597196034699,-73.85933151533574,"{'latitude': '40.89597196034699', 'longitude': '-73.85933151533574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58934171,2023-09-26T10:50:10.000,2023-10-03T12:52:56.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11216,21 VERONA PLACE,VERONA PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T12:53:00.000,03 BROOKLYN,3018500003,BROOKLYN,998760,187259,ONLINE,Unspecified,BROOKLYN,40.68064756947674,-73.94768556411731,"{'latitude': '40.68064756947674', 'longitude': '-73.94768556411731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MACON STREET,FULTON STREET,MACON STREET,FULTON STREET,VERONA PLACE,,,,,,,
58931949,2023-09-26T10:50:00.000,2023-09-26T11:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11220,4608 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-26T11:55:00.000,07 BROOKLYN,3007560040,BROOKLYN,981997,175082,ONLINE,Unspecified,BROOKLYN,40.647236008344855,-74.0081189107236,"{'latitude': '40.647236008344855', 'longitude': '-74.0081189107236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 ST,47 ST,,,,,,,,,,
58930680,2023-09-26T10:50:00.000,2023-09-28T09:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10312,204 ROLLING HILL GREEN,ROLLING HILL GREEN,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-28T09:50:00.000,03 STATEN ISLAND,5060177501,STATEN ISLAND,930493,140060,PHONE,Unspecified,STATEN ISLAND,40.55094508530991,-74.19343971172728,"{'latitude': '40.55094508530991', 'longitude': '-74.19343971172728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,BEND,,,,,,,,,,
58927293,2023-09-26T10:49:59.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10039,216 WEST  149 STREET,WEST  149 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,10 MANHATTAN,1020340045,MANHATTAN,1001397,239679,PHONE,Unspecified,MANHATTAN,40.82452240034362,-73.93804444018939,"{'latitude': '40.82452240034362', 'longitude': '-73.93804444018939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58932598,2023-09-26T10:49:59.000,,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10039,216 WEST  149 STREET,WEST  149 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,10 MANHATTAN,1020340045,MANHATTAN,1001397,239679,PHONE,Unspecified,MANHATTAN,40.82452240034362,-73.93804444018939,"{'latitude': '40.82452240034362', 'longitude': '-73.93804444018939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58931143,2023-09-26T10:49:59.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10039,216 WEST  149 STREET,WEST  149 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,10 MANHATTAN,1020340045,MANHATTAN,1001397,239679,PHONE,Unspecified,MANHATTAN,40.82452240034362,-73.93804444018939,"{'latitude': '40.82452240034362', 'longitude': '-73.93804444018939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58933678,2023-09-26T10:49:59.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10039,216 WEST  149 STREET,WEST  149 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,10 MANHATTAN,1020340045,MANHATTAN,1001397,239679,PHONE,Unspecified,MANHATTAN,40.82452240034362,-73.93804444018939,"{'latitude': '40.82452240034362', 'longitude': '-73.93804444018939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58926890,2023-09-26T10:49:55.000,2023-09-26T11:15:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10075,509 EAST   77 STREET,EAST   77 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:15:20.000,08 MANHATTAN,1014890008,MANHATTAN,997797,219796,ONLINE,Unspecified,MANHATTAN,40.7699552361995,-73.95109207214469,"{'latitude': '40.7699552361995', 'longitude': '-73.95109207214469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",YORK AVENUE,CHEROKEE PLACE,YORK AVENUE,CHEROKEE PLACE,EAST   77 STREET,,,,,,,
58929392,2023-09-26T10:49:48.000,2023-09-26T12:54:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10306,23 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T12:54:53.000,02 STATEN ISLAND,5035640001,STATEN ISLAND,954121,151431,MOBILE,Unspecified,STATEN ISLAND,40.582267991261475,-74.10846727370448,"{'latitude': '40.582267991261475', 'longitude': '-74.10846727370448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND ROAD,JUNIPER PLACE,RICHMOND ROAD,JUNIPER PLACE,BEDFORD AVENUE,,,,,,,
58932213,2023-09-26T10:49:47.000,2023-09-26T12:08:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1599 WEST   10 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:08:06.000,11 BROOKLYN,3065970052,BROOKLYN,988821,160805,MOBILE,Unspecified,BROOKLYN,40.60804775524316,-73.98353761357693,"{'latitude': '40.60804775524316', 'longitude': '-73.98353761357693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST   10 STREET,,,,,,,
