unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58812255,2023-09-14T07:57:56.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,22 VAN SICKLEN STREET,VAN SICKLEN STREET,KINGS HIGHWAY,LLOYD COURT,KINGS HIGHWAY,LLOYD COURT,ADDRESS,In Progress,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.",2023-10-25T10:48:42.000,11 BROOKLYN,BROOKLYN,991451,159248,MOBILE,Unspecified,BROOKLYN,40.60377236147662,-73.97406736941912,"{'latitude': '40.60377236147662', 'longitude': '-73.97406736941912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,VAN SICKLEN STREET,3066780125,,,,,,,
58818125,2023-09-14T07:57:26.000,2023-09-21T16:45:33.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11233,172 DECATUR STREET,DECATUR STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-21T16:45:39.000,03 BROOKLYN,BROOKLYN,1001910,187428,ONLINE,Unspecified,BROOKLYN,40.681105711947936,-73.93632809709234,"{'latitude': '40.681105711947936', 'longitude': '-73.93632809709234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,DECATUR STREET,3016790016,,,,,,,
58819017,2023-09-14T07:57:05.000,2023-09-15T10:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10021,YORK AVENUE,YORK AVENUE,EAST   72 STREET,EAST   73 STREET,,,BLOCKFACE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T10:15:00.000,08 MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,MANHATTAN,,,N/A,,,,,,
58812431,2023-09-14T07:57:05.000,,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,11370,31-39 81 STREET,81 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-21T08:20:34.000,03 QUEENS,QUEENS,1015601,215633,ONLINE,Unspecified,QUEENS,40.75848367199688,-73.88683481798486,"{'latitude': '40.75848367199688', 'longitude': '-73.88683481798486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST ELMHURST,81 STREET,4011520037,,,,,,,
58817600,2023-09-14T07:57:00.000,2023-09-14T09:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,8 AVE,32 ST W,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T09:00:00.000,Unspecified MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,N/A,,,,,,
58819145,2023-09-14T07:56:28.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11228,1400 84 STREET,84 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,In Progress,,,11 BROOKLYN,BROOKLYN,981345,162923,MOBILE,Unspecified,BROOKLYN,40.61386193247138,-74.01046322417245,"{'latitude': '40.61386193247138', 'longitude': '-74.01046322417245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,84 STREET,,,,,,,,
58811523,2023-09-14T07:56:23.000,2023-09-18T10:59:06.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11205,509 MYRTLE AVENUE,MYRTLE AVENUE,RYERSON STREET,GRAND AVENUE,RYERSON STREET,GRAND AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:18:56.000,02 BROOKLYN,BROOKLYN,994088,191968,MOBILE,Unspecified,BROOKLYN,40.69357911955882,-73.96452314097621,"{'latitude': '40.69357911955882', 'longitude': '-73.96452314097621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MYRTLE AVENUE,3018920074,,,,,,,
58816710,2023-09-14T07:56:22.000,2023-09-14T20:53:13.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11355,132-30 SANFORD AVENUE,SANFORD AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,07 QUEENS,QUEENS,1030709,214393,PHONE,Unspecified,QUEENS,40.75501371533276,-73.83230936606445,"{'latitude': '40.75501371533276', 'longitude': '-73.83230936606445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4051017505,,,,,,,
58818925,2023-09-14T07:56:19.000,2023-09-23T10:32:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11213,1044 PARK PLACE,PARK PLACE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,08 BROOKLYN,BROOKLYN,1000055,184482,PHONE,Unspecified,BROOKLYN,40.673023115448885,-73.94302307743497,"{'latitude': '40.673023115448885', 'longitude': '-73.94302307743497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3012430024,,,,,,,
58810883,2023-09-14T07:56:19.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11213,1044 PARK PLACE,PARK PLACE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,08 BROOKLYN,BROOKLYN,1000055,184482,PHONE,Unspecified,BROOKLYN,40.673023115448885,-73.94302307743497,"{'latitude': '40.673023115448885', 'longitude': '-73.94302307743497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3012430024,,,,,,,
58811404,2023-09-14T07:56:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T22:28:10.000,Unspecified MANHATTAN,MANHATTAN,982510,202631,MOBILE,Unspecified,MANHATTAN,40.72285182843143,-74.0062773782181,"{'latitude': '40.72285182843143', 'longitude': '-74.0062773782181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,1,1 Downtown,Platform,,
58816173,2023-09-14T07:56:00.000,2023-09-17T13:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11423,201-05 JAMAICA AVENUE,JAMAICA AVENUE,201 ST,202 ST,,,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-17T13:50:00.000,12 QUEENS,QUEENS,1051324,199318,PHONE,Unspecified,QUEENS,40.71350436015381,-73.75805152055035,"{'latitude': '40.71350436015381', 'longitude': '-73.75805152055035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLIS,,4104750350,,,,,,,
58818411,2023-09-14T07:56:00.000,2023-09-14T08:55:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11218,231 EAST    5 STREET,EAST    5 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T08:55:00.000,12 BROOKLYN,BROOKLYN,990866,174944,ONLINE,Unspecified,BROOKLYN,40.646855043531765,-73.97615871849374,"{'latitude': '40.646855043531765', 'longitude': '-73.97615871849374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3053280075,N/A,,,,,,
58812770,2023-09-14T07:56:00.000,2023-09-14T12:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10034,,,,,9 AVENUE,WEST 205 STREET,INTERSECTION,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-14T12:30:00.000,12 MANHATTAN,MANHATTAN,1006928,253482,PHONE,Unspecified,MANHATTAN,40.86239510808603,-73.91801315621218,"{'latitude': '40.86239510808603', 'longitude': '-73.91801315621218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,
58817629,2023-09-14T07:55:58.000,2023-09-14T08:40:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10011,418 WEST   17 STREET,WEST   17 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T08:40:26.000,04 MANHATTAN,MANHATTAN,982932,210039,MOBILE,Unspecified,MANHATTAN,40.74318504069805,-74.00475638478369,"{'latitude': '40.74318504069805', 'longitude': '-74.00475638478369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   17 STREET,1007140031,,,,,,,
58818489,2023-09-14T07:55:07.000,2023-09-14T08:37:36.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11213,249 BROOKLYN AVENUE,BROOKLYN AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T08:37:39.000,08 BROOKLYN,BROOKLYN,999562,183801,MOBILE,Unspecified,BROOKLYN,40.671154789912585,-73.94480188574421,"{'latitude': '40.671154789912585', 'longitude': '-73.94480188574421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BROOKLYN AVENUE,3012570009,,,,,,,
58818796,2023-09-14T07:54:38.000,2023-09-14T08:26:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T08:26:49.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,7 AVENUE,1020260029,,,,,,,
58811228,2023-09-14T07:54:15.000,2023-09-22T11:07:19.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Dirty/Graffiti,Bus Stop Shelter,10019,625 WEST   57 STREET,WEST   57 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T11:07:25.000,04 MANHATTAN,MANHATTAN,985995,220278,ONLINE,Unspecified,MANHATTAN,40.771288408486654,-73.99370000455865,"{'latitude': '40.771288408486654', 'longitude': '-73.99370000455865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   57 STREET,1011057501,,,,,,,
58816280,2023-09-14T07:54:10.000,2023-09-14T08:30:57.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10019,333 WEST   57 STREET,WEST   57 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T08:31:01.000,04 MANHATTAN,MANHATTAN,988697,218780,PHONE,Unspecified,MANHATTAN,40.76717584178072,-73.9839459313135,"{'latitude': '40.76717584178072', 'longitude': '-73.9839459313135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   57 STREET,1010487504,,,,,,,
58816977,2023-09-14T07:53:54.000,2023-09-22T10:18:12.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10002,466 GRAND STREET,GRAND STREET,PITT STREET,BIALYSTOKER PLACE,PITT STREET,BIALYSTOKER PLACE,ADDRESS,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-22T10:18:16.000,03 MANHATTAN,MANHATTAN,988673,199827,MOBILE,Unspecified,MANHATTAN,40.71515458836506,-73.98404503585512,"{'latitude': '40.71515458836506', 'longitude': '-73.98404503585512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,GRAND STREET,1003360028,,,,,,,
58816241,2023-09-14T07:53:41.000,2023-09-14T09:29:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,802 AVENUE L,AVENUE L,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T09:29:20.000,12 BROOKLYN,BROOKLYN,993421,165044,MOBILE,Unspecified,BROOKLYN,40.6196793675355,-73.96696502784681,"{'latitude': '40.6196793675355', 'longitude': '-73.96696502784681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE L,3065440001,,,,,,,
58813651,2023-09-14T07:53:34.000,2023-09-29T02:50:07.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10460,HONEYWELL AVENUE,HONEYWELL AVENUE,EAST TREMONT AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,EAST  178 STREET,BLOCKFACE,Closed,The Department of Sanitation cleaned the location.,2023-09-14T14:11:30.000,Unspecified BRONX,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,
58810929,2023-09-14T07:53:24.000,2023-09-15T08:21:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,440 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,10 MANHATTAN,MANHATTAN,998358,236202,ONLINE,Unspecified,MANHATTAN,40.81498439360821,-73.94903226542075,"{'latitude': '40.81498439360821', 'longitude': '-73.94903226542075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1019580049,,,,,,,
58816635,2023-09-14T07:53:20.000,2023-09-18T08:47:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11433,111-16 179 STREET,179 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,12 QUEENS,QUEENS,1046861,193689,PHONE,Unspecified,QUEENS,40.69808684261733,-73.77420266274021,"{'latitude': '40.69808684261733', 'longitude': '-73.77420266274021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102960011,,,,,,,
58811774,2023-09-14T07:53:00.000,2023-09-14T15:45:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11218,231 EAST    5 STREET,EAST    5 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T15:45:00.000,12 BROOKLYN,BROOKLYN,990866,174944,ONLINE,Unspecified,BROOKLYN,40.646855043531765,-73.97615871849374,"{'latitude': '40.646855043531765', 'longitude': '-73.97615871849374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3053280075,N/A,,,,,,
58813518,2023-09-14T07:52:50.000,2023-09-15T12:41:11.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11203,EAST   45 STREET,EAST   45 STREET,EAST   45 STREET,RUTLAND ROAD,EAST   45 STREET,RUTLAND ROAD,INTERSECTION,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T12:41:14.000,09 BROOKLYN,BROOKLYN,1001969,179846,ONLINE,Unspecified,BROOKLYN,40.66029470587066,-73.93613530695028,"{'latitude': '40.66029470587066', 'longitude': '-73.93613530695028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58814696,2023-09-14T07:52:27.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10011,350 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-14T13:30:34.000,04 MANHATTAN,MANHATTAN,984126,211365,PHONE,Unspecified,MANHATTAN,40.74682467606051,-74.00044751436617,"{'latitude': '40.74682467606051', 'longitude': '-74.00044751436617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   24 STREET,1007470001,,,,,,,
