unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58864150,2023-09-19T11:47:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,88-48 81 ROAD,81 ROAD,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T12:29:00.000,05 QUEENS,4038630098,QUEENS,1023618,195787,ONLINE,Unspecified,QUEENS,40.70397927730354,-73.85801266006851,"{'latitude': '40.70397927730354', 'longitude': '-73.85801266006851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:29:00.000,,,88 ST,WOODHAVEN BLVD,,,,,,,
58865057,2023-09-19T11:47:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1714 EAST   36 STREET,EAST   36 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:11:43.000,18 BROOKLYN,3077180056,BROOKLYN,1001915,163070,MOBILE,Unspecified,BROOKLYN,40.61424828417421,-73.93637385866671,"{'latitude': '40.61424828417421', 'longitude': '-73.93637385866671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:11:40.000,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,EAST   36 STREET,,,,,,
58860222,2023-09-19T11:47:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,88-48 81 ROAD,81 ROAD,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T12:30:00.000,05 QUEENS,4038630098,QUEENS,1023618,195787,PHONE,Unspecified,QUEENS,40.70397927730354,-73.85801266006851,"{'latitude': '40.70397927730354', 'longitude': '-73.85801266006851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:30:00.000,,,88 ST,WOODHAVEN BLVD,,,,,,,
58862872,2023-09-19T11:46:54.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11368,103 STREET,103 STREET,INTERSECTION,,,Closed,N/A,2023-09-19T13:01:58.000,03 QUEENS,,QUEENS,1022285,212504,PHONE,Unspecified,QUEENS,40.74986914506844,-73.86272585671628,"{'latitude': '40.74986914506844', 'longitude': '-73.86272585671628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:01:50.000,103 STREET,ROOSEVELT AVENUE,103 STREET,ROOSEVELT AVENUE,,,,,,,
58870013,2023-09-19T11:46:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11214,2249 85 STREET,85 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:31:44.000,11 BROOKLYN,3063360057,BROOKLYN,986445,158556,PHONE,Unspecified,BROOKLYN,40.60187561608433,-73.99209547197714,"{'latitude': '40.60187561608433', 'longitude': '-73.99209547197714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T16:31:39.000,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,85 STREET,,,,,,
58858642,2023-09-19T11:46:13.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11201,105 GOLD STREET,GOLD STREET,ADDRESS,BROOKLYN,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-21T12:35:39.000,02 BROOKLYN,3000560003,BROOKLYN,989014,194962,PHONE,Unspecified,BROOKLYN,40.701801138085145,-73.98281839831802,"{'latitude': '40.701801138085145', 'longitude': '-73.98281839831802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:35:33.000,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,GOLD STREET,,,,,,
58859287,2023-09-19T11:45:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,290 WEST END AVENUE,WEST END AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T18:04:13.000,15 BROOKLYN,3087240186,BROOKLYN,997437,148783,PHONE,Unspecified,BROOKLYN,40.5750411463259,-73.95253068861159,"{'latitude': '40.5750411463259', 'longitude': '-73.95253068861159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T18:04:10.000,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,WEST END AVENUE,,,,,,
58862496,2023-09-19T11:45:52.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11691,15-01 REDFERN AVENUE,REDFERN AVENUE,ADDRESS,FAR ROCKAWAY,,In Progress,,,14 QUEENS,,QUEENS,1053322,161327,MOBILE,Redfern Playground,QUEENS,40.60921251187535,-73.75123357782971,"{'latitude': '40.60921251187535', 'longitude': '-73.75123357782971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BEACH   12 STREET,HASSOCK STREET,BEACH   12 STREET,HASSOCK STREET,REDFERN AVENUE,,,,,,
58868135,2023-09-19T11:45:42.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11208,100 FORBELL STREET,FORBELL STREET,ADDRESS,BROOKLYN,,In Progress,,,05 BROOKLYN,3041780046,BROOKLYN,1021767,187429,PHONE,Unspecified,BROOKLYN,40.68104656754891,-73.86473514146333,"{'latitude': '40.68104656754891', 'longitude': '-73.86473514146333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,95 AVENUE,MC KINLEY AVENUE,95 AVENUE,MC KINLEY AVENUE,FORBELL STREET,,,,,,
58856497,2023-09-19T11:45:42.000,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,1-3 Family Mixed Use Building,11357,POWELL COVE,POWELL COVE,UNRECOGNIZED,WHITESTONE,,Closed,The Department of Health and Mental Hygiene has investigated the Service Request. No Health Code violations or health hazards were noted. No further action is needed.,2023-09-20T11:48:04.000,07 QUEENS,,QUEENS,1030917,228794,PHONE,Unspecified,QUEENS,40.79453951320969,-73.83145859501822,"{'latitude': '40.79453951320969', 'longitude': '-73.83145859501822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:47:58.000,BEND,MALBA DRIVE,BEND,MALBA DRIVE,POWELLS COVE,,,,,,
58856384,2023-09-19T11:45:33.000,DOT,Department of Transportation,Street Condition,Pothole,,11224,,,INTERSECTION,BROOKLYN,N/A,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-19T11:45:33.000,13 BROOKLYN,,BROOKLYN,984062,148717,UNKNOWN,Unspecified,BROOKLYN,40.574869794588416,-74.00067674279293,"{'latitude': '40.574869794588416', 'longitude': '-74.00067674279293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MERMAID AVENUE,WEST 35 STREET,,,,,,,,,
58863261,2023-09-19T11:45:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,48-01 90 STREET,90 STREET,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:40:17.000,04 QUEENS,4018490001,QUEENS,1018966,209312,PHONE,Unspecified,QUEENS,40.74112156698627,-73.87472109532551,"{'latitude': '40.74112156698627', 'longitude': '-73.87472109532551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:40:12.000,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,90 STREET,,,,,,
58904789,2023-09-19T11:45:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10026,1400 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Sanitation cleaned the location.,2023-09-25T05:45:32.000,10 MANHATTAN,1015997501,MANHATTAN,998968,230801,PHONE,Unspecified,MANHATTAN,40.80015914885864,-73.94684037039517,"{'latitude': '40.80015914885864', 'longitude': '-73.94684037039517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T05:45:24.000,EAST  115 STREET,EAST  116 STREET,EAST  115 STREET,EAST  116 STREET,5 AVENUE,,,,,,
58860981,2023-09-19T11:45:05.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11101,29-03 HUNTERS POINT AVENUE,HUNTERS POINT AVENUE,ADDRESS,LONG ISLAND CITY,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T11:52:32.000,02 QUEENS,4001150221,QUEENS,1000935,209148,ONLINE,Unspecified,QUEENS,40.74072382680687,-73.9397895639414,"{'latitude': '40.74072382680687', 'longitude': '-73.9397895639414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:52:28.000,DUTCH KILLS SHORELINE,29 STREET,DUTCH KILLS SHORELINE,29 STREET,HUNTERS POINT AVENUE,,,,,,
58861581,2023-09-19T11:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,INTERSECTION,,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T13:20:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,2023-09-19T13:20:00.000,CROSS BAY BLVD,6 RD,,,,,,,,,
58868349,2023-09-19T11:45:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10303,372 WILCOX STREET,WILCOX STREET,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-20T10:54:00.000,01 STATEN ISLAND,,STATEN ISLAND,939955,166909,PHONE,Unspecified,STATEN ISLAND,40.62469241376637,-74.15956763405694,"{'latitude': '40.62469241376637', 'longitude': '-74.15956763405694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:54:00.000,,,BRUCKNER AVENUE,CAROL PLACE,,,,,,,
58861753,2023-09-19T11:44:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11694,150 BEACH  115 STREET,BEACH  115 STREET,ADDRESS,FAR ROCKAWAY,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T12:34:32.000,14 QUEENS,4161870057,QUEENS,1029889,150310,PHONE,Unspecified,QUEENS,40.579124790193184,-73.83570292500706,"{'latitude': '40.579124790193184', 'longitude': '-73.83570292500706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:34:29.000,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,BEACH  115 STREET,,,,,,
58856269,2023-09-19T11:44:50.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10453,1669 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,05 BRONX,2028760184,BRONX,1007434,248250,PHONE,Unspecified,BRONX,40.84803352142331,-73.91620193092773,"{'latitude': '40.84803352142331', 'longitude': '-73.91620193092773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T08:01:56.000,,,,,,,,,,,
58864623,2023-09-19T11:44:48.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11106,23-11 33 AVENUE,33 AVENUE,ADDRESS,ASTORIA,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T16:14:41.000,01 QUEENS,4005660020,QUEENS,1003484,217527,MOBILE,Unspecified,QUEENS,40.7637168765713,-73.93056713483105,"{'latitude': '40.7637168765713', 'longitude': '-73.93056713483105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T16:14:37.000,23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,33 AVENUE,,,,,,
58866040,2023-09-19T11:44:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,528 WEST  153 STREET,WEST  153 STREET,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,09 MANHATTAN,1020840049,MANHATTAN,999502,241917,PHONE,Unspecified,MANHATTAN,40.83066854585972,-73.9448863667233,"{'latitude': '40.83066854585972', 'longitude': '-73.9448863667233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T18:29:03.000,,,,,,,,,,,
58860233,2023-09-19T11:44:35.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11221,671 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-13T00:00:00.000,03 BROOKLYN,3018110019,BROOKLYN,1000873,189734,UNKNOWN,Unspecified,BROOKLYN,40.68743716232103,-73.94006123836236,"{'latitude': '40.68743716232103', 'longitude': '-73.94006123836236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,,,,,,,,,,
58862842,2023-09-19T11:44:23.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10468,66 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-19T12:49:32.000,07 BRONX,2031770036,BRONX,1013041,255102,ONLINE,Unspecified,BRONX,40.86682369395125,-73.89590613681504,"{'latitude': '40.86682369395125', 'longitude': '-73.89590613681504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:49:27.000,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,,,,,,
58870073,2023-09-19T11:44:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11210,3071 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-04T14:53:23.000,14 BROOKLYN,3075890027,BROOKLYN,997614,167923,PHONE,Unspecified,BROOKLYN,40.62757628655339,-73.95185567370157,"{'latitude': '40.62757628655339', 'longitude': '-73.95185567370157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE I,AVENUE J,AVENUE I,AVENUE J,BEDFORD AVENUE,,,,,,
58862667,2023-09-19T11:44:18.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10002,88 EAST BROADWAY,EAST BROADWAY,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T12:16:49.000,03 MANHATTAN,1002820044,MANHATTAN,985888,199313,PHONE,Unspecified,MANHATTAN,40.71374473510081,-73.99409141343955,"{'latitude': '40.71374473510081', 'longitude': '-73.99409141343955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:16:47.000,MANHATTAN BRIDGE,6 AVENUE LINE,MANHATTAN BRIDGE,6 AVENUE LINE,EAST BROADWAY,,,,,,
58866548,2023-09-19T11:44:18.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,10002,88 EAST BROADWAY,EAST BROADWAY,ADDRESS,NEW YORK,,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-21T09:05:25.000,03 MANHATTAN,1002820044,MANHATTAN,985888,199313,PHONE,Unspecified,MANHATTAN,40.71374473510081,-73.99409141343955,"{'latitude': '40.71374473510081', 'longitude': '-73.99409141343955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:05:19.000,MANHATTAN BRIDGE,6 AVENUE LINE,MANHATTAN BRIDGE,6 AVENUE LINE,EAST BROADWAY,,,,,,
58867901,2023-09-19T11:44:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10453,1669 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,05 BRONX,2028760184,BRONX,1007434,248250,PHONE,Unspecified,BRONX,40.84803352142331,-73.91620193092773,"{'latitude': '40.84803352142331', 'longitude': '-73.91620193092773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:58.000,,,,,,,,,,,
58867853,2023-09-19T11:44:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10453,1669 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,05 BRONX,2028760184,BRONX,1007434,248250,PHONE,Unspecified,BRONX,40.84803352142331,-73.91620193092773,"{'latitude': '40.84803352142331', 'longitude': '-73.91620193092773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:58.000,,,,,,,,,,,
