unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58853608,2023-09-18T18:07:14.000,2023-09-18T21:18:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,88-47 76 STREET,76 STREET,88 AVENUE,90 AVENUE,88 AVENUE,90 AVENUE,ADDRESS,WOODHAVEN,76 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T21:18:55.000,09 QUEENS,4089020049,QUEENS,1021675,190374,PHONE,Unspecified,QUEENS,40.68913029943278,-73.8650504826328,"{'latitude': '40.68913029943278', 'longitude': '-73.8650504826328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849399,2023-09-18T18:07:00.000,2023-09-18T21:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11207,,,,,ATLANTIC AVENUE,MILLER AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T21:00:00.000,05 BROOKLYN,,BROOKLYN,1014162,185682,UNKNOWN,Unspecified,BROOKLYN,40.676280417639255,-73.89216214755515,"{'latitude': '40.676280417639255', 'longitude': '-73.89216214755515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58854661,2023-09-18T18:07:00.000,2023-09-21T13:11:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11434,137-08 156 STREET,156 STREET,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,12 QUEENS,4123030010,QUEENS,1045471,183274,PHONE,Unspecified,QUEENS,40.66950985934628,-73.7793100990455,"{'latitude': '40.66950985934628', 'longitude': '-73.7793100990455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851698,2023-09-18T18:06:40.000,2023-09-18T19:14:47.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,97-15 METROPOLITAN AVENUE,METROPOLITAN AVENUE,69 AVENUE,69 ROAD,69 AVENUE,69 ROAD,ADDRESS,FOREST HILLS,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:14:51.000,06 QUEENS,4032060017,QUEENS,1024342,198413,MOBILE,Unspecified,QUEENS,40.71118376607609,-73.85538580067248,"{'latitude': '40.71118376607609', 'longitude': '-73.85538580067248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849021,2023-09-18T18:06:26.000,2023-09-18T18:38:15.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10005,60 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T18:38:19.000,01 MANHATTAN,1000237501,MANHATTAN,980808,196807,MOBILE,Unspecified,MANHATTAN,40.70686584204944,-74.0124146864045,"{'latitude': '40.70686584204944', 'longitude': '-74.0124146864045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852630,2023-09-18T18:05:52.000,2023-09-20T11:34:22.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11418,114-20 JAMAICA AVENUE,JAMAICA AVENUE,114 STREET,115 STREET,114 STREET,115 STREET,ADDRESS,RICHMOND HILL,JAMAICA AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-18T23:24:10.000,09 QUEENS,4093040008,QUEENS,1030111,193761,ONLINE,Unspecified,QUEENS,40.698387121782254,-73.83460840731748,"{'latitude': '40.698387121782254', 'longitude': '-73.83460840731748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851342,2023-09-18T18:05:52.000,2023-09-18T19:50:28.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11418,114-20 JAMAICA AVENUE,JAMAICA AVENUE,114 STREET,115 STREET,114 STREET,115 STREET,ADDRESS,RICHMOND HILL,JAMAICA AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-18T19:50:31.000,09 QUEENS,4093040008,QUEENS,1030111,193761,ONLINE,Unspecified,QUEENS,40.698387121782254,-73.83460840731748,"{'latitude': '40.698387121782254', 'longitude': '-73.83460840731748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852694,2023-09-18T18:05:40.000,2023-09-20T10:10:37.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11203,1415 ALBANY AVENUE,ALBANY AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T10:10:42.000,17 BROOKLYN,3049880061,BROOKLYN,1001545,171951,ONLINE,Unspecified,BROOKLYN,40.638625487552375,-73.93768377549928,"{'latitude': '40.638625487552375', 'longitude': '-73.93768377549928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850606,2023-09-18T18:05:31.000,2023-09-18T19:11:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,556A OVINGTON AVENUE,OVINGTON AVENUE,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,OVINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:11:29.000,10 BROOKLYN,3058930134,BROOKLYN,978741,169484,PHONE,Unspecified,BROOKLYN,40.6318692693804,-74.01984766117015,"{'latitude': '40.6318692693804', 'longitude': '-74.01984766117015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851907,2023-09-18T18:05:20.000,2023-09-18T18:38:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,57 PITT STREET,PITT STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,PITT STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T18:38:04.000,03 MANHATTAN,1003430065,MANHATTAN,989016,200763,ONLINE,Unspecified,MANHATTAN,40.71772350595003,-73.98280707888735,"{'latitude': '40.71772350595003', 'longitude': '-73.98280707888735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848153,2023-09-18T18:05:06.000,2023-09-18T18:12:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T18:12:51.000,06 QUEENS,4031737501,QUEENS,1025568,203636,PHONE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849889,2023-09-18T18:05:03.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11435,83-40 DANIELS STREET,DANIELS STREET,COOLIDGE AVENUE,HOOVER AVENUE,COOLIDGE AVENUE,HOOVER AVENUE,ADDRESS,JAMAICA,DANIELS STREET,In Progress,,,08 QUEENS,4097210248,QUEENS,1035473,199667,UNKNOWN,Unspecified,QUEENS,40.71456824975651,-73.8152261947608,"{'latitude': '40.71456824975651', 'longitude': '-73.8152261947608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849442,2023-09-18T18:05:01.000,2023-09-18T19:00:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:00:15.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849034,2023-09-18T18:05:00.000,2023-09-19T16:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10025,2527 BROADWAY,BROADWAY,W 94 ST,W 95 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,2023-09-19T16:29:00.000,07 MANHATTAN,1012429055,MANHATTAN,991845,228406,ONLINE,Unspecified,MANHATTAN,40.793594518490394,-73.97257048810543,"{'latitude': '40.793594518490394', 'longitude': '-73.97257048810543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58846867,2023-09-18T18:05:00.000,2023-09-18T19:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10029,,,,,5 AVENUE,EAST 108 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T19:10:00.000,11 MANHATTAN,,MANHATTAN,998050,229135,UNKNOWN,Unspecified,MANHATTAN,40.795587914373385,-73.95015949796851,"{'latitude': '40.795587914373385', 'longitude': '-73.95015949796851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58847773,2023-09-18T18:05:00.000,2023-09-19T10:20:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,11226,2147 BEDFORD AVENUE,BEDFORD AVENUE,CATON AVE,MARTENSE ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T10:20:00.000,17 BROOKLYN,3050870007,BROOKLYN,996474,176755,PHONE,Unspecified,BROOKLYN,40.651819880091125,-73.95594656565298,"{'latitude': '40.651819880091125', 'longitude': '-73.95594656565298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847765,2023-09-18T18:05:00.000,2023-09-19T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11205,102 WASHINGTON AVENUE,WASHINGTON AVENUE,PARK AVE,MYRTLE AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T09:30:00.000,02 BROOKLYN,3018890054,BROOKLYN,993324,192579,ONLINE,Unspecified,BROOKLYN,40.69525698917028,-73.96727738170559,"{'latitude': '40.69525698917028', 'longitude': '-73.96727738170559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852863,2023-09-18T18:05:00.000,2023-09-19T10:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,10001,,,,,WEST 28 STREET,BROADWAY,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T10:05:00.000,05 MANHATTAN,,MANHATTAN,987373,210805,PHONE,Unspecified,MANHATTAN,40.74528706591887,-73.98872939424496,"{'latitude': '40.74528706591887', 'longitude': '-73.98872939424496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846815,2023-09-18T18:04:48.000,2023-09-18T20:24:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11211,585 UNION AVENUE,UNION AVENUE,FROST STREET,RICHARDSON STREET,FROST STREET,RICHARDSON STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T20:24:12.000,01 BROOKLYN,3023007502,BROOKLYN,997485,200804,PHONE,Unspecified,BROOKLYN,40.71782742503772,-73.95225583811988,"{'latitude': '40.71782742503772', 'longitude': '-73.95225583811988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853214,2023-09-18T18:04:42.000,2023-09-18T18:10:37.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10459,981 EAST  167 STREET,EAST  167 STREET,HOE AVENUE,VYSE AVENUE,HOE AVENUE,VYSE AVENUE,ADDRESS,BRONX,EAST  167 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T18:10:39.000,03 BRONX,2027520002,BRONX,1014480,240521,ONLINE,Unspecified,BRONX,40.82679836218634,-73.89076917451284,"{'latitude': '40.82679836218634', 'longitude': '-73.89076917451284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852431,2023-09-18T18:04:38.000,2023-09-18T18:04:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11417,90-16 149 AVENUE,149 AVENUE,149 AVENUE,CROSS BAY BOULEVARD,149 AVENUE,CROSS BAY BOULEVARD,ADDRESS,OZONE PARK,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-18T18:04:38.000,10 QUEENS,,QUEENS,1027179,183505,PHONE,Unspecified,QUEENS,40.67025149598192,-73.84524759463761,"{'latitude': '40.67025149598192', 'longitude': '-73.84524759463761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854176,2023-09-18T18:04:24.000,2023-09-18T18:55:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11691,23-04 CORNAGA AVENUE,CORNAGA AVENUE,GRASSMERE TERRACE,MCBRIDE STREET,GRASSMERE TERRACE,MCBRIDE STREET,ADDRESS,FAR ROCKAWAY,CORNAGA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T18:55:54.000,14 QUEENS,4157070003,QUEENS,1051423,158783,MOBILE,Unspecified,QUEENS,40.602244376979435,-73.7580981924057,"{'latitude': '40.602244376979435', 'longitude': '-73.7580981924057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850692,2023-09-18T18:04:23.000,2023-09-18T18:51:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,640 WEST  171 STREET,WEST  171 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  171 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T18:51:50.000,12 MANHATTAN,1021420034,MANHATTAN,1000891,246592,ONLINE,Unspecified,MANHATTAN,40.843497555215194,-73.93985556939695,"{'latitude': '40.843497555215194', 'longitude': '-73.93985556939695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851848,2023-09-18T18:04:15.000,2023-09-18T20:07:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11412,191-65 115 ROAD,115 ROAD,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,115 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T20:07:08.000,12 QUEENS,4110320036,QUEENS,1050431,192674,PHONE,Unspecified,QUEENS,40.69527493570232,-73.76133801926677,"{'latitude': '40.69527493570232', 'longitude': '-73.76133801926677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853424,2023-09-18T18:03:58.000,2023-09-24T11:49:26.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10466,3961 CARPENTER AVENUE,CARPENTER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,12 BRONX,2048200020,BRONX,1021980,262965,PHONE,Unspecified,BRONX,40.88837148880593,-73.86354294201914,"{'latitude': '40.88837148880593', 'longitude': '-73.86354294201914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849901,2023-09-18T18:03:51.000,2023-09-29T11:29:52.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11434,146-11 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,146 ROAD,146 DRIVE,146 ROAD,146 DRIVE,ADDRESS,JAMAICA,GUY R BREWER BOULEVARD,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T07:28:05.000,13 QUEENS,4133510032,QUEENS,1048529,180762,PHONE,Unspecified,QUEENS,40.66259332710767,-73.7683105994565,"{'latitude': '40.66259332710767', 'longitude': '-73.7683105994565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848702,2023-09-18T18:03:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Restaurant/Bar/Deli/Bakery,10002,166 ALLEN STREET,ALLEN STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,ALLEN STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-20T07:55:10.000,03 MANHATTAN,1004160059,MANHATTAN,987197,202012,MOBILE,Unspecified,MANHATTAN,40.72115250325408,-73.98936841267447,"{'latitude': '40.72115250325408', 'longitude': '-73.98936841267447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
