unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58840682,2023-09-17T10:57:08.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,KEW GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,09 QUEENS,4092300074,QUEENS,1030987,196557,PHONE,Unspecified,QUEENS,40.70605688891972,-73.8314298333822,"{'latitude': '40.70605688891972', 'longitude': '-73.8314298333822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839221,2023-09-17T10:57:00.000,2023-10-03T07:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11215,232 17 STREET,17 STREET,4 AVE,5 AVE,17 STREET,4 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T07:53:00.000,07 BROOKLYN,3006310038,BROOKLYN,986095,181537,UNKNOWN,Unspecified,BROOKLYN,40.66495366388236,-73.99334959205616,"{'latitude': '40.66495366388236', 'longitude': '-73.99334959205616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841286,2023-09-17T10:56:53.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11223,1990 MC DONALD AVENUE,MC DONALD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,11 BROOKLYN,3066800005,BROOKLYN,991964,159343,UNKNOWN,Unspecified,BROOKLYN,40.60403268541187,-73.97221981770124,"{'latitude': '40.60403268541187', 'longitude': '-73.97221981770124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-17T10:56:53.000,,,,
58838106,2023-09-17T10:56:24.000,2023-09-17T12:00:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,2686 BAILEY AVENUE,BAILEY AVENUE,WEST  193 STREET,WEST KINGSBRIDGE ROAD,WEST  193 STREET,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,BAILEY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T12:00:22.000,07 BRONX,2032390031,BRONX,1010101,256775,PHONE,Unspecified,BRONX,40.87142466527741,-73.90652924425673,"{'latitude': '40.87142466527741', 'longitude': '-73.90652924425673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844298,2023-09-17T10:56:20.000,2023-09-17T11:06:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11229,2130 EAST   14 STREET,EAST   14 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,EAST   14 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:06:58.000,15 BROOKLYN,3073460019,BROOKLYN,996137,157131,MOBILE,Unspecified,BROOKLYN,40.5979565799341,-73.95719562038505,"{'latitude': '40.5979565799341', 'longitude': '-73.95719562038505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842161,2023-09-17T10:56:00.000,2023-09-17T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11432,89-14 PARSONS BOULEVARD,PARSONS BOULEVARD,89 AVE,90 AVE,,,ADDRESS,JAMAICA,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-17T13:30:00.000,12 QUEENS,4097557501,QUEENS,1039277,196383,PHONE,Unspecified,QUEENS,40.70553163031763,-73.80153112778484,"{'latitude': '40.70553163031763', 'longitude': '-73.80153112778484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840067,2023-09-17T10:56:00.000,2023-09-18T09:16:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10465,719 REVERE AVENUE,REVERE AVENUE,RANDALL AVE,DILL PL,,,ADDRESS,BRONX,,Closed,,2023-09-18T09:16:00.000,10 BRONX,2055440106,BRONX,1033093,240272,ONLINE,Unspecified,BRONX,40.826031613544096,-73.82351630967192,"{'latitude': '40.826031613544096', 'longitude': '-73.82351630967192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58844553,2023-09-17T10:55:56.000,2023-09-17T11:14:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,43 BROOKLYN AVENUE,BROOKLYN AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:14:38.000,03 BROOKLYN,3018690001,BROOKLYN,999755,186502,ONLINE,Unspecified,BROOKLYN,40.67856808953683,-73.94409992813941,"{'latitude': '40.67856808953683', 'longitude': '-73.94409992813941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843919,2023-09-17T10:55:43.000,2023-09-18T11:52:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,226 SAINT JAMES PLACE,SAINT JAMES PLACE,GATES AVENUE,FULTON STREET,GATES AVENUE,FULTON STREET,ADDRESS,BROOKLYN,ST JAMES PLACE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T10:55:43.000,02 BROOKLYN,3019797501,BROOKLYN,994282,188324,PHONE,Unspecified,BROOKLYN,40.68357695968236,-73.96382898281426,"{'latitude': '40.68357695968236', 'longitude': '-73.96382898281426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837221,2023-09-17T10:55:34.000,2023-09-17T11:37:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:37:22.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845158,2023-09-17T10:55:33.000,2023-09-18T12:18:14.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11429,223-14 112 ROAD,112 ROAD,223 STREET,225 STREET,223 STREET,225 STREET,ADDRESS,QUEENS VILLAGE,112 ROAD,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T12:18:19.000,13 QUEENS,4112220031,QUEENS,1058037,196118,ONLINE,Unspecified,QUEENS,40.70466771960879,-73.73387168316941,"{'latitude': '40.70466771960879', 'longitude': '-73.73387168316941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844467,2023-09-17T10:55:33.000,2023-09-17T11:11:42.000,NYPD,New York City Police Department,Drinking,In Public,Park/Playground,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,ADDRESS,NEW YORK,WASHINGTON SQUARE NORTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:11:51.000,02 MANHATTAN,1005500001,MANHATTAN,985377,205566,ONLINE,Unspecified,MANHATTAN,40.73090778826059,-73.99593364337622,"{'latitude': '40.73090778826059', 'longitude': '-73.99593364337622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843959,2023-09-17T10:55:29.000,2023-09-26T09:38:10.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11205,319 CARLTON AVENUE,CARLTON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:38:15.000,02 BROOKLYN,3021030004,BROOKLYN,992055,190018,ONLINE,Unspecified,BROOKLYN,40.68822884575745,-73.97185661068693,"{'latitude': '40.68822884575745', 'longitude': '-73.97185661068693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844943,2023-09-17T10:55:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11216,855 LINCOLN PLACE,LINCOLN PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,In Progress,,,08 BROOKLYN,,BROOKLYN,998566,183615,MOBILE,Unspecified,BROOKLYN,40.67064592825899,-73.94839275285962,"{'latitude': '40.67064592825899', 'longitude': '-73.94839275285962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842257,2023-09-17T10:55:11.000,2023-09-17T12:09:24.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11362,253 STREET,253 STREET,253 STREET,HORACE HARDING EXPRESSWAY,253 STREET,HORACE HARDING EXPRESSWAY,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:09:28.000,11 QUEENS,,QUEENS,1059683,217538,PHONE,Unspecified,QUEENS,40.76344618198837,-73.7276949194881,"{'latitude': '40.76344618198837', 'longitude': '-73.7276949194881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839108,2023-09-17T10:55:09.000,2023-09-17T13:15:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11105,23-77 36 STREET,36 STREET,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,ADDRESS,ASTORIA,36 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T13:15:54.000,01 QUEENS,4008190006,QUEENS,1008567,220209,ONLINE,Unspecified,QUEENS,40.77106574772026,-73.912208308049,"{'latitude': '40.77106574772026', 'longitude': '-73.912208308049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844293,2023-09-17T10:55:07.000,2023-09-17T13:17:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,154 SCHAEFER STREET,SCHAEFER STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T13:17:29.000,04 BROOKLYN,3034290006,BROOKLYN,1009621,190297,MOBILE,Unspecified,BROOKLYN,40.68896171427347,-73.90851583655972,"{'latitude': '40.68896171427347', 'longitude': '-73.90851583655972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837112,2023-09-17T10:54:56.000,2023-09-17T12:08:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,2512 BOSTON ROAD,BOSTON ROAD,HOLLAND AVENUE,WALLACE AVENUE,HOLLAND AVENUE,WALLACE AVENUE,ADDRESS,BRONX,BOSTON ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T12:08:17.000,11 BRONX,2044350001,BRONX,1021595,253936,PHONE,Unspecified,BRONX,40.86359133712594,-73.86498569003595,"{'latitude': '40.86359133712594', 'longitude': '-73.86498569003595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838631,2023-09-17T10:54:32.000,2023-09-17T11:23:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11236,580 EAST   85 STREET,EAST   85 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:23:38.000,18 BROOKLYN,3079630085,BROOKLYN,1008231,172974,MOBILE,Unspecified,BROOKLYN,40.64141782346417,-73.91358959046478,"{'latitude': '40.64141782346417', 'longitude': '-73.91358959046478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844833,2023-09-17T10:54:12.000,2023-09-17T16:44:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2825 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-17T00:00:00.000,08 BRONX,2032500046,BRONX,1011682,257279,PHONE,Unspecified,BRONX,40.872803217936394,-73.9008106846054,"{'latitude': '40.872803217936394', 'longitude': '-73.9008106846054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842788,2023-09-17T10:53:55.000,2023-09-29T09:42:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11219,1011 45 STREET,45 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,12 BROOKLYN,3056080051,BROOKLYN,985365,172816,PHONE,Unspecified,BROOKLYN,40.6410165426091,-73.99598236055091,"{'latitude': '40.6410165426091', 'longitude': '-73.99598236055091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838852,2023-09-17T10:53:47.000,2023-09-20T14:09:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11214,2000 84 STREET,84 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,84 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:16:20.000,11 BROOKLYN,3063340006,BROOKLYN,985161,159899,ONLINE,Unspecified,BROOKLYN,40.60556210261443,-73.99671916963824,"{'latitude': '40.60556210261443', 'longitude': '-73.99671916963824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840239,2023-09-17T10:53:33.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11228,1465 71 STREET,71 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,11 BROOKLYN,3061680052,BROOKLYN,983830,165324,UNKNOWN,Unspecified,BROOKLYN,40.62045264585591,-74.00151290466857,"{'latitude': '40.62045264585591', 'longitude': '-74.00151290466857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841835,2023-09-17T10:53:26.000,2023-09-20T11:31:51.000,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,1-3 Family Mixed Use Building,11385,60-96 71 AVENUE,71 AVENUE,60 LANE,FRESH POND ROAD,60 LANE,FRESH POND ROAD,ADDRESS,RIDGEWOOD,71 AVENUE,Closed,The Department of Health and Mental Hygiene has investigated the Service Request. No Health Code violations or health hazards were noted. No further action is needed.,2023-09-20T11:31:47.000,05 QUEENS,4035380020,QUEENS,1013291,194979,PHONE,Unspecified,QUEENS,40.70180142741255,-73.89526217206046,"{'latitude': '40.70180142741255', 'longitude': '-73.89526217206046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839816,2023-09-17T10:53:22.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016,208 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,In Progress,,,06 MANHATTAN,1009080047,MANHATTAN,989655,209538,ONLINE,Unspecified,MANHATTAN,40.74180836717385,-73.98049489472714,"{'latitude': '40.74180836717385', 'longitude': '-73.98049489472714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843042,2023-09-17T10:53:15.000,2023-09-18T06:51:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10456,1244 GRAND CONCOURSE,GRAND CONCOURSE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T06:52:02.000,04 BRONX,2024570013,BRONX,1007281,243666,MOBILE,Unspecified,BRONX,40.835452185885146,-73.91677068838624,"{'latitude': '40.835452185885146', 'longitude': '-73.91677068838624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840806,2023-09-17T10:53:12.000,2023-09-18T09:12:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,500 WEST  123 STREET,WEST  123 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  123 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T10:53:12.000,09 MANHATTAN,1019770036,MANHATTAN,995907,234854,MOBILE,Unspecified,MANHATTAN,40.81128808414208,-73.95788929154563,"{'latitude': '40.81128808414208', 'longitude': '-73.95788929154563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
