unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58847859,2023-09-18T14:05:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,2859 STILLWELL AVENUE,STILLWELL AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,STILLWELL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T15:49:14.000,13 BROOKLYN,3072660001,BROOKLYN,989329,149839,ONLINE,Unspecified,BROOKLYN,40.57794801119331,-73.98171630276,"{'latitude': '40.57794801119331', 'longitude': '-73.98171630276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:49:10.000,,,,,,,
58849847,2023-09-18T14:05:22.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-20T09:14:21.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,ONLINE,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:14:17.000,,,,,,,
58849835,2023-09-18T14:05:14.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10465,3188 RAWLINS AVENUE,RAWLINS AVENUE,ELLIS PLACE,LOHENGRIN PLACE,ELLIS PLACE,LOHENGRIN PLACE,ADDRESS,BRONX,RAWLINS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T22:32:29.000,10 BRONX,2054060114,BRONX,1033411,244998,ONLINE,Unspecified,BRONX,40.8390013331645,-73.82233265331614,"{'latitude': '40.8390013331645', 'longitude': '-73.82233265331614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T22:32:25.000,,,,,,,
58852302,2023-09-18T14:05:02.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11370,31-12 85 STREET,85 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:22:21.000,03 QUEENS,4013960006,QUEENS,1016615,215847,ONLINE,Unspecified,QUEENS,40.759067393062054,-73.88317363784019,"{'latitude': '40.759067393062054', 'longitude': '-73.88317363784019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:22:19.000,,,,,,,
58850026,2023-09-18T14:05:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10309,51 BROOKSIDE LOOP,BROOKSIDE LOOP,WOODROW ROAD,BEND,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-20T10:55:00.000,03 STATEN ISLAND,5070220041,STATEN ISLAND,924598,135822,PHONE,Unspecified,STATEN ISLAND,40.53927492110299,-74.21461489349913,"{'latitude': '40.53927492110299', 'longitude': '-74.21461489349913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:55:00.000,,,,,,,
58851898,2023-09-18T14:05:00.000,DOT,Department of Transportation,Street Light Condition,Traffic Signal Light,,,,,,,CLARKSON AVE,KINGS CO HOSPITAL EX,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T00:00:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-22T00:00:00.000,,,,,,,
58847203,2023-09-18T14:05:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11433,174-15 111 AVENUE,111 AVENUE,174 ST,175 ST,,,ADDRESS,JAMAICA,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T20:05:00.000,12 QUEENS,4102730067,QUEENS,1045659,192826,PHONE,Unspecified,QUEENS,40.695726538565964,-73.77854534795787,"{'latitude': '40.695726538565964', 'longitude': '-73.77854534795787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T20:05:00.000,,,,,,,
58851567,2023-09-18T14:05:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10452,972 WOODYCREST AVENUE,WOODYCREST AVENUE,W 162 ST,W 163 ST,,,ADDRESS,BRONX,,Closed,,2023-09-28T08:32:00.000,04 BRONX,2025070007,BRONX,1004041,242400,PHONE,Unspecified,BRONX,40.83198523702502,-73.92848311362471,"{'latitude': '40.83198523702502', 'longitude': '-73.92848311362471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T08:32:00.000,N/A,,,,,,
58850233,2023-09-18T14:04:56.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11201,120 NASSAU STREET,NASSAU STREET,JAY STREET,BRIDGE PLAZA COURT,JAY STREET,BRIDGE PLAZA COURT,ADDRESS,BROOKLYN,NASSAU STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-23T05:48:06.000,02 BROOKLYN,3001077501,BROOKLYN,987949,193754,MOBILE,Unspecified,BROOKLYN,40.69848596973355,-73.98666003690991,"{'latitude': '40.69848596973355', 'longitude': '-73.98666003690991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T05:48:03.000,,,,,,,
58854819,2023-09-18T14:04:46.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10474,860 BRYANT AVENUE,BRYANT AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T15:30:18.000,02 BRONX,2027620153,BRONX,1015647,237508,ONLINE,Unspecified,BRONX,40.81852446599086,-73.88656652642787,"{'latitude': '40.81852446599086', 'longitude': '-73.88656652642787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:30:13.000,,,,,,,
58850539,2023-09-18T14:04:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11213,1378 UNION STREET,UNION STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:28:26.000,09 BROOKLYN,3012780011,BROOKLYN,999686,182859,PHONE,Unspecified,BROOKLYN,40.66856899557613,-73.94435703625567,"{'latitude': '40.66856899557613', 'longitude': '-73.94435703625567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:28:22.000,,,,,,,
58846776,2023-09-18T14:04:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2545 EAST   18 STREET,EAST   18 STREET,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T17:52:58.000,15 BROOKLYN,3074390061,BROOKLYN,997666,154020,PHONE,Unspecified,BROOKLYN,40.589415328717116,-73.95169596087358,"{'latitude': '40.589415328717116', 'longitude': '-73.95169596087358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:52:54.000,,,,,,,
58849743,2023-09-18T14:04:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11216,586 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,08 BROOKLYN,3012590014,BROOKLYN,996170,183887,ONLINE,Unspecified,BROOKLYN,40.67139605754957,-73.95702952684958,"{'latitude': '40.67139605754957', 'longitude': '-73.95702952684958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T08:47:08.000,,,,,,,
58850940,2023-09-18T14:04:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,783 GROTE STREET,GROTE STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,06 BRONX,2031130001,BRONX,1016706,249075,PHONE,Unspecified,BRONX,40.85026868728702,-73.88268452721553,"{'latitude': '40.85026868728702', 'longitude': '-73.88268452721553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T08:44:37.000,,,,,,,
58853347,2023-09-18T14:04:27.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10460,783 GROTE STREET,GROTE STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,06 BRONX,2031130001,BRONX,1016706,249075,PHONE,Unspecified,BRONX,40.85026868728702,-73.88268452721553,"{'latitude': '40.85026868728702', 'longitude': '-73.88268452721553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:41:10.000,,,,,,,
58848749,2023-09-18T14:04:23.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10451,910 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T13:04:52.000,04 BRONX,2024540011,BRONX,1006242,240760,ONLINE,Unspecified,BRONX,40.82747870213443,-73.92053494598669,"{'latitude': '40.82747870213443', 'longitude': '-73.92053494598669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T13:04:49.000,,,,,,,
58852128,2023-09-18T14:04:22.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10452,1027 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,04 BRONX,2024770021,BRONX,1005828,241946,ONLINE,Unspecified,BRONX,40.83073495266584,-73.92202706239397,"{'latitude': '40.83073495266584', 'longitude': '-73.92202706239397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855185,2023-09-18T14:04:20.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10002,125 STANTON STREET,STANTON STREET,ESSEX STREET,NORFOLK STREET,ESSEX STREET,NORFOLK STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T13:24:38.000,03 MANHATTAN,1003540014,MANHATTAN,987957,201912,ONLINE,Unspecified,MANHATTAN,40.720877741559214,-73.98662669433573,"{'latitude': '40.720877741559214', 'longitude': '-73.98662669433573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:24:34.000,,,,,,,
58847466,2023-09-18T14:04:15.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10022,401 EAST   60 STREET,EAST   60 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   60 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T14:42:47.000,08 MANHATTAN,1014557501,MANHATTAN,994958,216228,MOBILE,Unspecified,MANHATTAN,40.76016589373202,-73.96134722733846,"{'latitude': '40.76016589373202', 'longitude': '-73.96134722733846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:42:43.000,,,,,,,
58853191,2023-09-18T14:04:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11377,,,,,31 AVENUE,50 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T15:40:00.000,01 QUEENS,,QUEENS,1009443,215291,UNKNOWN,Unspecified,QUEENS,40.75756466094803,-73.90906411869467,"{'latitude': '40.75756466094803', 'longitude': '-73.90906411869467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:40:00.000,N/A,,,,,,
58847592,2023-09-18T14:03:57.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10460,1530 BEACH AVENUE,BEACH AVENUE,MANSION STREET,GUERLAIN STREET,MANSION STREET,GUERLAIN STREET,ADDRESS,BRONX,BEACH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:14:29.000,09 BRONX,2039200044,BRONX,1020963,244764,ONLINE,Unspecified,BRONX,40.83841959539516,-73.86732079728795,"{'latitude': '40.83841959539516', 'longitude': '-73.86732079728795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:55:05.000,,,,,,,
58849904,2023-09-18T14:03:50.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11378,55-20 69 STREET,69 STREET,55 AVENUE,CLINTON AVENUE,55 AVENUE,CLINTON AVENUE,ADDRESS,MASPETH,69 STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-19T05:00:46.000,05 QUEENS,4023980077,QUEENS,1013218,204338,PHONE,Unspecified,QUEENS,40.72748986715959,-73.89548517746907,"{'latitude': '40.72748986715959', 'longitude': '-73.89548517746907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:00:43.000,,,,,,,
58846186,2023-09-18T14:03:22.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,82-06 149 AVENUE,149 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,HOWARD BEACH,149 AVENUE,Closed,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,2023-10-05T13:13:36.000,10 QUEENS,4114140003,QUEENS,1025084,183104,ONLINE,Unspecified,QUEENS,40.669160752927965,-73.85280216011067,"{'latitude': '40.669160752927965', 'longitude': '-73.85280216011067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T13:13:32.000,,,,,,,
58851056,2023-09-18T14:03:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11356,6-03 119 STREET,119 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,COLLEGE POINT,119 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:33:54.000,07 QUEENS,4039370012,QUEENS,1025693,227613,ONLINE,Unspecified,QUEENS,40.79132403559692,-73.85033271521054,"{'latitude': '40.79132403559692', 'longitude': '-73.85033271521054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T20:33:50.000,,,,,,,
58852705,2023-09-18T14:02:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11208,1013 HEMLOCK STREET,HEMLOCK STREET,WORTMAN AVENUE,AUTUMN LANE,WORTMAN AVENUE,AUTUMN LANE,ADDRESS,BROOKLYN,HEMLOCK STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T15:45:01.000,05 BROOKLYN,3045490054,BROOKLYN,1021381,181144,ONLINE,Unspecified,BROOKLYN,40.66379729994149,-73.86616145670064,"{'latitude': '40.66379729994149', 'longitude': '-73.86616145670064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:44:59.000,,,,,,,
58848498,2023-09-18T14:02:37.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11229,1770 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,15 BROOKLYN,3067960036,BROOKLYN,995682,160278,UNKNOWN,Unspecified,BROOKLYN,40.60659505296861,-73.95882872187264,"{'latitude': '40.60659505296861', 'longitude': '-73.95882872187264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-18T00:00:00.000,,,,,,,
58852734,2023-09-18T14:02:29.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10002,60 COLUMBIA STREET,COLUMBIA STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,COLUMBIA STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-20T13:11:23.000,03 MANHATTAN,1003230001,MANHATTAN,989682,200410,ONLINE,Unspecified,MANHATTAN,40.71675422179036,-73.98040482805493,"{'latitude': '40.71675422179036', 'longitude': '-73.98040482805493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-14T13:15:28.000,,,,,,,
