unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment
58844039,2023-09-17T15:52:14.000,2023-09-21T09:20:16.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10016,3 PARK AVENUE,PARK AVENUE,EAST   33 STREET,EAST   34 STREET,EAST   33 STREET,EAST   34 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T09:20:21.000,05 MANHATTAN,1008897501,MANHATTAN,989355,211336,MOBILE,Unspecified,MANHATTAN,40.746743605682106,-73.98157614454799,"{'latitude': '40.746743605682106', 'longitude': '-73.98157614454799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845080,2023-09-17T15:51:38.000,2023-09-17T16:45:10.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11106,23 STREET,23 STREET,23 STREET,BROADWAY,23 STREET,BROADWAY,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T16:45:15.000,01 QUEENS,,QUEENS,1003540,217809,ONLINE,Unspecified,QUEENS,40.76449077157255,-73.93036417111693,"{'latitude': '40.76449077157255', 'longitude': '-73.93036417111693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844038,2023-09-17T15:51:38.000,2023-09-18T15:08:33.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11106,23 STREET,23 STREET,23 STREET,BROADWAY,23 STREET,BROADWAY,INTERSECTION,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-18T15:08:37.000,01 QUEENS,,QUEENS,1003540,217809,ONLINE,Unspecified,QUEENS,40.76449077157255,-73.93036417111693,"{'latitude': '40.76449077157255', 'longitude': '-73.93036417111693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839454,2023-09-17T15:51:26.000,2023-09-17T16:11:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,390 BLEECKER STREET,BLEECKER STREET,PERRY STREET,WEST   11 STREET,PERRY STREET,WEST   11 STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:11:57.000,02 MANHATTAN,1006220021,MANHATTAN,982861,207251,ONLINE,Unspecified,MANHATTAN,40.735532661766385,-74.00501203317393,"{'latitude': '40.735532661766385', 'longitude': '-74.00501203317393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837443,2023-09-17T15:51:24.000,2023-09-17T16:34:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,8 AVENUE,8 AVENUE,8 AVENUE,WEST   50 STREET,8 AVENUE,WEST   50 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:34:24.000,04 MANHATTAN,,MANHATTAN,988099,217000,ONLINE,Unspecified,MANHATTAN,40.7622904820507,-73.98610578413911,"{'latitude': '40.7622904820507', 'longitude': '-73.98610578413911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844034,2023-09-17T15:50:56.000,2023-09-17T18:51:30.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T18:51:32.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,ONLINE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838794,2023-09-17T15:50:56.000,2023-09-18T15:06:08.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-18T15:06:11.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,ONLINE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842769,2023-09-17T15:50:51.000,2023-09-18T17:19:56.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843634,2023-09-17T15:50:37.000,2023-09-17T15:58:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,40-35 DENMAN STREET,DENMAN STREET,DEAD END,ELMHURST AVENUE,DEAD END,ELMHURST AVENUE,ADDRESS,ELMHURST,DENMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:59:02.000,04 QUEENS,4015100020,QUEENS,1018322,211685,MOBILE,Unspecified,QUEENS,40.747637356577805,-73.87703306051736,"{'latitude': '40.747637356577805', 'longitude': '-73.87703306051736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841801,2023-09-17T15:50:34.000,2023-09-17T16:24:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11236,731 EAST   85 STREET,EAST   85 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:24:49.000,18 BROOKLYN,3080060024,BROOKLYN,1008990,172090,PHONE,Unspecified,BROOKLYN,40.63898934640178,-73.91085793947656,"{'latitude': '40.63898934640178', 'longitude': '-73.91085793947656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837944,2023-09-17T15:50:33.000,2023-09-17T16:33:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,20 AVENUE,20 AVENUE,20 AVENUE,53 STREET,20 AVENUE,53 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:33:18.000,12 BROOKLYN,,BROOKLYN,990140,166370,PHONE,Unspecified,BROOKLYN,40.62332174955768,-73.9787824008727,"{'latitude': '40.62332174955768', 'longitude': '-73.9787824008727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843869,2023-09-17T15:50:28.000,2023-09-17T16:52:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11212,196 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T16:52:54.000,17 BROOKLYN,3046320018,BROOKLYN,1006110,180500,PHONE,Unspecified,BROOKLYN,40.66208053580311,-73.92120776397668,"{'latitude': '40.66208053580311', 'longitude': '-73.92120776397668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838293,2023-09-17T15:50:04.000,2023-09-17T16:28:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,72 NASSAU AVENUE,NASSAU AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,NASSAU AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:28:23.000,01 BROOKLYN,3026790004,BROOKLYN,997761,202910,MOBILE,Unspecified,BROOKLYN,40.72360746908403,-73.9512559637545,"{'latitude': '40.72360746908403', 'longitude': '-73.9512559637545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836924,2023-09-17T15:50:00.000,2023-09-18T01:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,11230,1500 OCEAN PARKWAY,OCEAN PARKWAY,RYDER AVE,AVENUE O,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and installed caps and chains.,2023-09-18T01:25:00.000,12 BROOKLYN,3065870051,BROOKLYN,993060,162411,ONLINE,Unspecified,BROOKLYN,40.61245269450461,-73.96826882589085,"{'latitude': '40.61245269450461', 'longitude': '-73.96826882589085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837153,2023-09-17T15:49:42.000,2023-09-17T16:57:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10306,62 CORONA AVENUE,CORONA AVENUE,BOYCE AVENUE,ATMORE PLACE,BOYCE AVENUE,ATMORE PLACE,ADDRESS,STATEN ISLAND,CORONA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T16:57:38.000,03 STATEN ISLAND,5044780029,STATEN ISLAND,945961,144863,PHONE,Unspecified,STATEN ISLAND,40.56420864971995,-74.13780681004545,"{'latitude': '40.56420864971995', 'longitude': '-74.13780681004545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843730,2023-09-17T15:49:40.000,2023-09-17T15:55:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,6 STANHOPE STREET,STANHOPE STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:55:14.000,04 BROOKLYN,3032640012,BROOKLYN,1004636,192317,MOBILE,Unspecified,BROOKLYN,40.69451903207093,-73.92648490457492,"{'latitude': '40.69451903207093', 'longitude': '-73.92648490457492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843518,2023-09-17T15:49:40.000,2023-09-17T16:23:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,21 DOUGLASS STREET,DOUGLASS STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,DOUGLASS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:23:08.000,06 BROOKLYN,3004087501,BROOKLYN,985908,188512,ONLINE,Unspecified,BROOKLYN,40.68409850656398,-73.99402192844045,"{'latitude': '40.68409850656398', 'longitude': '-73.99402192844045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840502,2023-09-17T15:49:16.000,2023-09-17T16:12:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,BLEECKER STREET,BLEECKER STREET,BLEECKER STREET,WEST   11 STREET,BLEECKER STREET,WEST   11 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:12:12.000,02 MANHATTAN,,MANHATTAN,982829,207407,ONLINE,Unspecified,MANHATTAN,40.735960838182784,-74.0051275341305,"{'latitude': '40.735960838182784', 'longitude': '-74.0051275341305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841234,2023-09-17T15:48:59.000,2023-09-17T16:36:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11106,34 STREET,34 STREET,34 STREET,36 AVENUE,34 STREET,36 AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:37:00.000,01 QUEENS,,QUEENS,1004377,214520,MOBILE,Unspecified,QUEENS,40.755461446715316,-73.92735249573865,"{'latitude': '40.755461446715316', 'longitude': '-73.92735249573865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841867,2023-09-17T15:48:56.000,2023-09-17T15:48:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10003,131 1 AVENUE,1 AVENUE,1 AVENUE,ST MARKS PLACE,1 AVENUE,ST MARKS PLACE,ADDRESS,NEW YORK,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T15:48:56.000,03 MANHATTAN,1004490030,MANHATTAN,988305,204326,PHONE,Unspecified,MANHATTAN,40.727503433558596,-73.98536980139953,"{'latitude': '40.727503433558596', 'longitude': '-73.98536980139953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840300,2023-09-17T15:48:16.000,2023-09-17T16:10:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2116 EAST   15 STREET,EAST   15 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:10:07.000,15 BROOKLYN,3073470013,BROOKLYN,996384,157247,MOBILE,Unspecified,BROOKLYN,40.59827464171922,-73.95630597987407,"{'latitude': '40.59827464171922', 'longitude': '-73.95630597987407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843731,2023-09-17T15:48:15.000,2023-09-17T15:55:10.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,6 STANHOPE STREET,STANHOPE STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:55:14.000,04 BROOKLYN,3032640012,BROOKLYN,1004636,192317,MOBILE,Unspecified,BROOKLYN,40.69451903207093,-73.92648490457492,"{'latitude': '40.69451903207093', 'longitude': '-73.92648490457492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843352,2023-09-17T15:48:11.000,2023-09-17T21:52:29.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10456,1362 GRAND CONCOURSE,GRAND CONCOURSE,MARCY PLACE,ELLIOT PLACE,MARCY PLACE,ELLIOT PLACE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T21:52:35.000,04 BRONX,2028310040,BRONX,1007912,244529,ONLINE,Unspecified,BRONX,40.837819201762,-73.91448734071129,"{'latitude': '40.837819201762', 'longitude': '-73.91448734071129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841445,2023-09-17T15:47:50.000,2023-09-17T16:24:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,182 SHERIDAN AVENUE,SHERIDAN AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T16:24:58.000,05 BROOKLYN,3042020026,BROOKLYN,1021175,186372,PHONE,Unspecified,BROOKLYN,40.67814783481044,-73.86687534339765,"{'latitude': '40.67814783481044', 'longitude': '-73.86687534339765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839919,2023-09-17T15:47:45.000,2023-09-18T07:16:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10025,330 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  105 STREET,WEST  106 STREET,WEST  105 STREET,WEST  106 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-18T07:16:32.000,07 MANHATTAN,1018910039,MANHATTAN,992428,231354,MOBILE,Unspecified,MANHATTAN,40.80168545578552,-73.9704613805652,"{'latitude': '40.80168545578552', 'longitude': '-73.9704613805652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841019,2023-09-17T15:47:40.000,2023-09-18T14:21:41.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11434,178 PLACE,178 PLACE,178 PLACE,LESLIE ROAD,178 PLACE,LESLIE ROAD,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-18T14:21:46.000,12 QUEENS,,QUEENS,1049522,188593,PHONE,Unspecified,QUEENS,40.68408032113407,-73.76465557928596,"{'latitude': '40.68408032113407', 'longitude': '-73.76465557928596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843718,2023-09-17T15:47:31.000,2023-09-17T16:33:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T16:33:33.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
