unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58940304,2023-09-27T06:34:07.000,2023-09-27T09:54:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,88-23 85 STREET,85 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:54:31.000,09 QUEENS,4089200037,QUEENS,1023582,190728,MOBILE,Unspecified,QUEENS,40.69009367751666,-73.85817204206707,"{'latitude': '40.69009367751666', 'longitude': '-73.85817204206707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939608,2023-09-27T06:33:52.000,2023-09-27T06:50:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1514 EAST   21 STREET,EAST   21 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T06:50:36.000,14 BROOKLYN,3076560001,BROOKLYN,997123,163938,MOBILE,Unspecified,BROOKLYN,40.61663902215288,-73.9536321189627,"{'latitude': '40.61663902215288', 'longitude': '-73.9536321189627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937109,2023-09-27T06:33:46.000,2023-09-27T06:59:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,1 SOUTH    1 STREET,SOUTH    1 STREET,GRAND STREET,KENT AVENUE,GRAND STREET,KENT AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T06:59:12.000,01 BROOKLYN,3024147501,BROOKLYN,993601,200090,MOBILE,Unspecified,BROOKLYN,40.71587262425871,-73.96626803530393,"{'latitude': '40.71587262425871', 'longitude': '-73.96626803530393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939348,2023-09-27T06:33:46.000,2023-10-12T09:40:25.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,10466,EAST  233 STREET,EAST  233 STREET,EAST  233 STREET,WHITE PLAINS ROAD,EAST  233 STREET,WHITE PLAINS ROAD,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-28T03:49:29.000,12 BRONX,,BRONX,1023686,264804,PHONE,Unspecified,BRONX,40.89341149673067,-73.85736207903054,"{'latitude': '40.89341149673067', 'longitude': '-73.85736207903054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939609,2023-09-27T06:33:24.000,2023-09-27T10:37:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,3217 TENBROECK AVENUE,TENBROECK AVENUE,BURKE AVENUE,EAST GUN HILL ROAD,BURKE AVENUE,EAST GUN HILL ROAD,ADDRESS,BRONX,TENBROECK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T10:37:42.000,11 BRONX,2046160067,BRONX,1024987,256880,MOBILE,Unspecified,BRONX,40.87165670823678,-73.85270463285075,"{'latitude': '40.87165670823678', 'longitude': '-73.85270463285075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940307,2023-09-27T06:32:55.000,2023-09-27T09:54:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,88-23 85 STREET,85 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:54:30.000,09 QUEENS,4089200037,QUEENS,1023582,190728,MOBILE,Unspecified,QUEENS,40.69009367751666,-73.85817204206707,"{'latitude': '40.69009367751666', 'longitude': '-73.85817204206707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945113,2023-09-27T06:32:45.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11221,47 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,04 BROOKLYN,3033050075,BROOKLYN,1006035,192027,PHONE,Unspecified,BROOKLYN,40.6937197163593,-73.92144083288694,"{'latitude': '40.6937197163593', 'longitude': '-73.92144083288694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944108,2023-09-27T06:31:16.000,2023-09-27T09:54:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,88-23 85 STREET,85 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:54:26.000,09 QUEENS,4089200037,QUEENS,1023582,190728,MOBILE,Unspecified,QUEENS,40.69009367751666,-73.85817204206707,"{'latitude': '40.69009367751666', 'longitude': '-73.85817204206707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941050,2023-09-27T06:31:03.000,2023-09-27T07:11:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,106-21 156 STREET,156 STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,156 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T07:11:56.000,12 QUEENS,4101240047,QUEENS,1040201,193292,PHONE,Unspecified,QUEENS,40.69704178709718,-73.79822417836121,"{'latitude': '40.69704178709718', 'longitude': '-73.79822417836121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940655,2023-09-27T06:31:00.000,2023-09-27T20:26:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10472,EAST  172 STREET,EAST  172 STREET,EAST  172 STREET,ELDER AVENUE,EAST  172 STREET,ELDER AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:26:06.000,09 BRONX,,BRONX,1017522,242107,PHONE,Unspecified,BRONX,40.83114053916582,-73.87976958631721,"{'latitude': '40.83114053916582', 'longitude': '-73.87976958631721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942459,2023-09-27T06:30:49.000,2023-09-27T06:50:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,875 MELROSE AVENUE,MELROSE AVENUE,EAST  161 STREET,EAST  162 STREET,EAST  161 STREET,EAST  162 STREET,ADDRESS,BRONX,MELROSE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T06:50:22.000,03 BRONX,2024080001,BRONX,1008107,239598,ONLINE,Unspecified,BRONX,40.824284503815676,-73.91380016204445,"{'latitude': '40.824284503815676', 'longitude': '-73.91380016204445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943221,2023-09-27T06:30:46.000,2023-09-27T07:58:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10312,757 HUGUENOT AVENUE,HUGUENOT AVENUE,DARLINGTON AVENUE,DRUMGOOLE ROAD WEST,DARLINGTON AVENUE,DRUMGOOLE ROAD WEST,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T07:58:46.000,03 STATEN ISLAND,5063330156,STATEN ISLAND,930364,134632,ONLINE,Unspecified,STATEN ISLAND,40.536045503595965,-74.19386067866508,"{'latitude': '40.536045503595965', 'longitude': '-74.19386067866508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939951,2023-09-27T06:30:44.000,2023-09-27T06:34:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11234,7320 BERGEN COVE,BERGEN COVE,EAST   73 STREET,ROYCE STREET,EAST   73 STREET,ROYCE STREET,ADDRESS,BROOKLYN,BERGEN COVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T06:34:25.000,18 BROOKLYN,3083930073,BROOKLYN,1009663,166486,ONLINE,Unspecified,BROOKLYN,40.62360565440357,-73.90845412002535,"{'latitude': '40.62360565440357', 'longitude': '-73.90845412002535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935859,2023-09-27T06:30:32.000,2023-09-27T06:53:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,1902 AVENUE T,AVENUE T,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,AVENUE T,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T06:53:49.000,15 BROOKLYN,3073240001,BROOKLYN,997346,158430,MOBILE,Unspecified,BROOKLYN,40.601520367271426,-73.95283956580492,"{'latitude': '40.601520367271426', 'longitude': '-73.95283956580492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939685,2023-09-27T06:30:31.000,2023-09-27T08:02:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,92 13 STREET,13 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,13 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:02:24.000,06 BROOKLYN,3010320008,BROOKLYN,985625,183382,MOBILE,Unspecified,BROOKLYN,40.67001786352561,-73.9950433576032,"{'latitude': '40.67001786352561', 'longitude': '-73.9950433576032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939165,2023-09-27T06:30:13.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11231,79 1 PLACE,1 PLACE,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,1 PLACE,In Progress,,,06 BROOKLYN,3003567502,BROOKLYN,984800,187252,ONLINE,Unspecified,BROOKLYN,40.680640231530134,-73.99801702723215,"{'latitude': '40.680640231530134', 'longitude': '-73.99801702723215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938545,2023-09-27T06:30:08.000,2023-09-27T06:45:42.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11228,691 92 STREET,92 STREET,POLY PREP DRIVE,7 AVENUE,POLY PREP DRIVE,7 AVENUE,ADDRESS,BROOKLYN,92 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T06:45:46.000,10 BROOKLYN,3060940005,BROOKLYN,977705,163331,ONLINE,Unspecified,BROOKLYN,40.61497986707012,-74.02357416514738,"{'latitude': '40.61497986707012', 'longitude': '-74.02357416514738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938793,2023-09-27T06:29:49.000,2023-09-27T20:14:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,1417 ROWLAND STREET,ROWLAND STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,10 BRONX,2039730034,BRONX,1026884,244604,PHONE,Unspecified,BRONX,40.837953842355674,-73.8459236161263,"{'latitude': '40.837953842355674', 'longitude': '-73.8459236161263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941591,2023-09-27T06:29:47.000,2023-09-27T06:50:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10301,162 CORSON AVENUE,CORSON AVENUE,WESTERVELT AVENUE,JERSEY STREET,WESTERVELT AVENUE,JERSEY STREET,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T06:50:43.000,01 STATEN ISLAND,5000350037,STATEN ISLAND,960917,171550,PHONE,Unspecified,STATEN ISLAND,40.63751098065134,-74.08407055694526,"{'latitude': '40.63751098065134', 'longitude': '-74.08407055694526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944031,2023-09-27T06:29:43.000,2023-09-27T20:45:08.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10472,1134 STRATFORD AVENUE,STRATFORD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,09 BRONX,2037440057,BRONX,1018805,240859,ONLINE,Unspecified,BRONX,40.82771021333198,-73.87513982136143,"{'latitude': '40.82771021333198', 'longitude': '-73.87513982136143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941298,2023-09-27T06:29:36.000,2023-09-27T06:30:19.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-15 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T06:30:25.000,06 QUEENS,4031680067,QUEENS,1024636,203133,ONLINE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939618,2023-09-27T06:29:14.000,2023-09-27T16:06:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1453 71 STREET,71 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T16:06:22.000,11 BROOKLYN,3061680057,BROOKLYN,983778,165366,ONLINE,Unspecified,BROOKLYN,40.62056792448903,-74.00170021961156,"{'latitude': '40.62056792448903', 'longitude': '-74.00170021961156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935807,2023-09-27T06:28:09.000,2023-09-27T06:37:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,100-10 67 ROAD,67 ROAD,BOOTH STREET,QUEENS BOULEVARD,BOOTH STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T06:37:57.000,06 QUEENS,4031717501,QUEENS,1024894,203660,MOBILE,Unspecified,QUEENS,40.72558298157718,-73.85336302561606,"{'latitude': '40.72558298157718', 'longitude': '-73.85336302561606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942849,2023-09-27T06:28:03.000,2023-09-27T20:24:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,111-15 121 STREET,121 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,121 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T20:24:20.000,10 QUEENS,4116260061,QUEENS,1034335,187339,ONLINE,Unspecified,QUEENS,40.68073734819889,-73.81942289809481,"{'latitude': '40.68073734819889', 'longitude': '-73.81942289809481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944391,2023-09-27T06:27:52.000,2023-09-27T09:54:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,60-43 67 AVENUE,67 AVENUE,60 PLACE,60 LANE,60 PLACE,60 LANE,ADDRESS,RIDGEWOOD,67 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-27T09:54:21.000,05 QUEENS,4035110055,QUEENS,1012305,196189,MOBILE,Unspecified,QUEENS,40.70512577194018,-73.89881318652989,"{'latitude': '40.70512577194018', 'longitude': '-73.89881318652989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945752,2023-09-27T06:27:47.000,2023-09-27T06:36:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11412,118-97 RIVERTON STREET,RIVERTON STREET,118 ROAD,119 ROAD,118 ROAD,119 ROAD,ADDRESS,SAINT ALBANS,RIVERTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T06:36:42.000,12 QUEENS,4124500004,QUEENS,1050051,189944,ONLINE,Unspecified,QUEENS,40.68778457662473,-73.76273503468796,"{'latitude': '40.68778457662473', 'longitude': '-73.76273503468796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940573,2023-09-27T06:27:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-13T10:41:30.000,Unspecified MANHATTAN,,MANHATTAN,988037,214869,MOBILE,Unspecified,MANHATTAN,40.756441459531736,-73.98633079366674,"{'latitude': '40.756441459531736', 'longitude': '-73.98633079366674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Entrance,W 43 St & Broadway,,
58944788,2023-09-27T06:27:17.000,2023-09-27T06:49:57.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10025,845 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  100 STREET,WEST  103 STREET,WEST  100 STREET,WEST  103 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T06:50:01.000,07 MANHATTAN,1018360001,MANHATTAN,993959,229428,MOBILE,Unspecified,MANHATTAN,40.79639756165641,-73.96493425316099,"{'latitude': '40.79639756165641', 'longitude': '-73.96493425316099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
