unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58823528,2023-09-15T19:47:21.000,2023-09-26T14:25:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10009,542 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004070029,MANHATTAN,990134,205145,ONLINE,Unspecified,MANHATTAN,40.72975036103893,-73.97877016235788,"{'latitude': '40.72975036103893', 'longitude': '-73.97877016235788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824425,2023-09-15T19:47:20.000,2023-09-22T13:43:48.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11377,47-26 49 STREET,49 STREET,,,,,ADDRESS,WOODSIDE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 QUEENS,4022860011,QUEENS,1007403,208973,PHONE,Unspecified,QUEENS,40.7402289276749,-73.91644938730634,"{'latitude': '40.7402289276749', 'longitude': '-73.91644938730634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823166,2023-09-15T19:47:20.000,2023-09-15T22:16:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11226,247 EAST   19 STREET,EAST   19 STREET,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:16:11.000,14 BROOKLYN,3051500043,BROOKLYN,995064,173839,PHONE,Unspecified,BROOKLYN,40.64381792608271,-73.9610326650161,"{'latitude': '40.64381792608271', 'longitude': '-73.9610326650161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823295,2023-09-15T19:47:17.000,2023-09-15T20:47:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,148-21 LINDEN BOULEVARD,LINDEN BOULEVARD,148 STREET,149 STREET,148 STREET,149 STREET,ADDRESS,JAMAICA,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:47:54.000,12 QUEENS,4119660023,QUEENS,1041167,189293,ONLINE,Unspecified,QUEENS,40.6860593247231,-73.79477429714062,"{'latitude': '40.6860593247231', 'longitude': '-73.79477429714062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820384,2023-09-15T19:47:09.000,2023-09-15T22:21:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,64-02 68 AVENUE,68 AVENUE,64 STREET,64 PLACE,64 STREET,64 PLACE,ADDRESS,RIDGEWOOD,68 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:21:16.000,05 QUEENS,4036270024,QUEENS,1013556,196426,MOBILE,Unspecified,QUEENS,40.70577222580242,-73.89430013999366,"{'latitude': '40.70577222580242', 'longitude': '-73.89430013999366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826287,2023-09-15T19:47:01.000,2023-09-15T21:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11354,147-25 NORTHERN BOULEVARD,NORTHERN BOULEVARD,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,NORTHERN BOULEVARD,Closed,N/A,2023-09-15T21:01:35.000,07 QUEENS,4050050059,QUEENS,1034364,218105,ONLINE,Unspecified,QUEENS,40.76518222194227,-73.81908925496658,"{'latitude': '40.76518222194227', 'longitude': '-73.81908925496658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823684,2023-09-15T19:46:55.000,2023-09-15T19:46:55.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,130 WEST  228 STREET,WEST  228 STREET,MARBLE HILL LANE,MARBLE HILL AVENUE,MARBLE HILL LANE,MARBLE HILL AVENUE,ADDRESS,BRONX,WEST  228 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-15T19:46:55.000,08 BRONX,1022150586,BRONX,1009554,258607,MOBILE,Unspecified,BRONX,40.876454524183956,-73.90850013893893,"{'latitude': '40.876454524183956', 'longitude': '-73.90850013893893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819910,2023-09-15T19:46:45.000,2023-09-15T20:01:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,68-19 SELFRIDGE STREET,SELFRIDGE STREET,NANSEN STREET,OLCOTT STREET,NANSEN STREET,OLCOTT STREET,ADDRESS,FOREST HILLS,SELFRIDGE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:01:28.000,06 QUEENS,,QUEENS,1023985,199173,ONLINE,Unspecified,QUEENS,40.713271392853635,-73.85666903278297,"{'latitude': '40.713271392853635', 'longitude': '-73.85666903278297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821134,2023-09-15T19:46:36.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,In Progress,,,10 QUEENS,4114220004,QUEENS,1027349,183059,ONLINE,Unspecified,QUEENS,40.6690265015627,-73.84463762373403,"{'latitude': '40.6690265015627', 'longitude': '-73.84463762373403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825544,2023-09-15T19:46:14.000,2023-09-15T20:19:32.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11362,63-05 MARATHON PARKWAY,MARATHON PARKWAY,63 AVENUE,COMMONWEALTH BOULEVARD,63 AVENUE,COMMONWEALTH BOULEVARD,ADDRESS,LITTLE NECK,MARATHON PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T20:19:35.000,11 QUEENS,4083730002,QUEENS,1059444,214647,MOBILE,Unspecified,QUEENS,40.75551320143747,-73.72859001372493,"{'latitude': '40.75551320143747', 'longitude': '-73.72859001372493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824642,2023-09-15T19:45:52.000,2023-09-16T15:09:42.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10031,813 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  150 STREET,WEST  151 STREET,WEST  150 STREET,WEST  151 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T15:09:45.000,09 MANHATTAN,1020650040,MANHATTAN,1000130,240863,PHONE,Unspecified,MANHATTAN,40.82777451125349,-73.94261956234492,"{'latitude': '40.82777451125349', 'longitude': '-73.94261956234492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825878,2023-09-15T19:45:47.000,2023-09-15T21:10:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,186 SCHAEFER STREET,SCHAEFER STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:10:31.000,04 BROOKLYN,3034290024,BROOKLYN,1009801,190537,ONLINE,Unspecified,BROOKLYN,40.689619940909864,-73.90786587279482,"{'latitude': '40.689619940909864', 'longitude': '-73.90786587279482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820723,2023-09-15T19:45:45.000,2023-09-15T20:23:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,232 MAPLE STREET,MAPLE STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:23:59.000,09 BROOKLYN,3050330012,BROOKLYN,997354,179986,MOBILE,Unspecified,BROOKLYN,40.660687007542414,-73.95276890198161,"{'latitude': '40.660687007542414', 'longitude': '-73.95276890198161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821201,2023-09-15T19:45:08.000,2023-09-18T09:29:37.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,Other (Explain Below),10453,1910 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MORTON PLACE,WEST BURNSIDE AVENUE,MORTON PLACE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-18T09:29:37.000,05 BRONX,2028680098,BRONX,1008371,250069,ONLINE,Unspecified,BRONX,40.85302362533024,-73.91280862251332,"{'latitude': '40.85302362533024', 'longitude': '-73.91280862251332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824282,2023-09-15T19:45:04.000,2023-09-15T19:59:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  147 STREET,ST NICHOLAS AVENUE,WEST  147 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T19:59:43.000,09 MANHATTAN,,MANHATTAN,999800,239973,ONLINE,Unspecified,MANHATTAN,40.82533230247855,-73.943814039373,"{'latitude': '40.82533230247855', 'longitude': '-73.943814039373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826227,2023-09-15T19:44:49.000,2023-10-13T15:19:15.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,10003,19 1 AVENUE,1 AVENUE,EAST    1 STREET,EAST    2 STREET,EAST    1 STREET,EAST    2 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Department of Transportation inspected the condition and determined that it is in compliance with its standards.,2023-10-13T15:19:21.000,03 MANHATTAN,1004430036,MANHATTAN,987495,202858,PHONE,Unspecified,MANHATTAN,40.72347446443277,-73.98829294099265,"{'latitude': '40.72347446443277', 'longitude': '-73.98829294099265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823786,2023-09-15T19:44:43.000,2023-09-15T22:20:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,64-20 68 AVENUE,68 AVENUE,64 STREET,64 PLACE,64 STREET,64 PLACE,ADDRESS,RIDGEWOOD,68 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:20:56.000,05 QUEENS,4036270033,QUEENS,1013686,196468,MOBILE,Unspecified,QUEENS,40.705887074303085,-73.89383107737946,"{'latitude': '40.705887074303085', 'longitude': '-73.89383107737946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822953,2023-09-15T19:44:39.000,2023-09-20T08:09:41.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,Street,11354,146-03 28 AVENUE,28 AVENUE,146 STREET,147 STREET,146 STREET,147 STREET,ADDRESS,FLUSHING,28 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-17T03:30:12.000,07 QUEENS,4047940001,QUEENS,1033690,220978,PHONE,Unspecified,QUEENS,40.77307163850668,-73.82150124332708,"{'latitude': '40.77307163850668', 'longitude': '-73.82150124332708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820088,2023-09-15T19:44:06.000,2023-09-20T12:34:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10031,1681 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,09 MANHATTAN,1020590001,MANHATTAN,998510,239498,ONLINE,Unspecified,MANHATTAN,40.82403073946979,-73.94847613387837,"{'latitude': '40.82403073946979', 'longitude': '-73.94847613387837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819649,2023-09-15T19:44:00.000,2023-09-20T09:17:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11221,1282 PUTNAM AVENUE,PUTNAM AVENUE,CENTRAL AVE,WILSON AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-20T09:17:00.000,04 BROOKLYN,3033760018,BROOKLYN,1008063,191690,PHONE,Unspecified,BROOKLYN,40.69278950533371,-73.91412883194971,"{'latitude': '40.69278950533371', 'longitude': '-73.91412883194971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58825807,2023-09-15T19:43:41.000,2023-09-15T21:03:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,258 SCHAEFER STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:03:56.000,04 BROOKLYN,3034310010,BROOKLYN,1010427,191377,MOBILE,Unspecified,BROOKLYN,40.691923716631486,-73.90560532261145,"{'latitude': '40.691923716631486', 'longitude': '-73.90560532261145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823632,2023-09-15T19:43:35.000,2023-09-15T21:00:03.000,DOHMH,Department of Health and Mental Hygiene,Mosquitoes,Large Number of Mosquitoes,Residential Property,10308,75 BALTIMORE STREET,BALTIMORE STREET,HARDY PLACE,LINDENWOOD ROAD,HARDY PLACE,LINDENWOOD ROAD,ADDRESS,STATEN ISLAND,BALTIMORE STREET,Closed,Thank you for your report. The Department of Health and Mental Hygiene will use the information that you provided to help track and control mosquito populations throughout the City. No further information will be available from 311 on your report.,2023-09-15T21:00:06.000,03 STATEN ISLAND,5054340046,STATEN ISLAND,941671,140163,ONLINE,Unspecified,STATEN ISLAND,40.551288509528746,-74.15321742888267,"{'latitude': '40.551288509528746', 'longitude': '-74.15321742888267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824530,2023-09-15T19:43:27.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11423,88-17 184 STREET,184 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,HOLLIS,184 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T12:00:55.000,12 QUEENS,4099310022,QUEENS,1045851,199279,PHONE,Unspecified,QUEENS,40.71343711379735,-73.77779392492747,"{'latitude': '40.71343711379735', 'longitude': '-73.77779392492747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824800,2023-09-15T19:43:15.000,2023-09-15T20:39:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11212,340 DUMONT AVENUE,DUMONT AVENUE,ROCKAWAY AVENUE,OSBORN STREET,ROCKAWAY AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,DUMONT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:39:44.000,16 BROOKLYN,3035760001,BROOKLYN,1009886,181330,MOBILE,Unspecified,BROOKLYN,40.664348573210106,-73.90759439407316,"{'latitude': '40.664348573210106', 'longitude': '-73.90759439407316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824884,2023-09-15T19:43:00.000,2023-09-25T07:50:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11234,1550 EAST   33 STREET,EAST   33 STREET,AVE N,AVE P,EAST 33 STREET,AVENUE P,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T07:50:00.000,18 BROOKLYN,3076940055,BROOKLYN,1000689,163296,UNKNOWN,Unspecified,BROOKLYN,40.61487096676434,-73.9407891377429,"{'latitude': '40.61487096676434', 'longitude': '-73.9407891377429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823107,2023-09-15T19:42:48.000,2023-09-15T19:52:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10002,151 STANTON STREET,STANTON STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T19:52:23.000,03 MANHATTAN,1003497501,MANHATTAN,988353,201754,ONLINE,Unspecified,MANHATTAN,40.72044389486117,-73.98519818829196,"{'latitude': '40.72044389486117', 'longitude': '-73.98519818829196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
