unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58955053,2023-09-28T19:42:27.000,2023-09-28T19:54:33.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,70-27 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,GERARD PLACE,AUSTIN STREET,GERARD PLACE,AUSTIN STREET,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:54:38.000,06 QUEENS,QUEENS,1025866,202574,ONLINE,Unspecified,QUEENS,,40.72259765975002,-73.84986292914033,"{'latitude': '40.72259765975002', 'longitude': '-73.84986292914033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949253,2023-09-28T19:42:22.000,2023-10-04T16:56:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Building,11101,29-07 39 AVENUE,39 AVENUE,29 STREET,30 STREET,29 STREET,30 STREET,ADDRESS,LONG ISLAND CITY,39 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T19:42:22.000,01 QUEENS,QUEENS,1002449,213786,MOBILE,Unspecified,QUEENS,,40.75345098231288,-73.93431350922363,"{'latitude': '40.75345098231288', 'longitude': '-73.93431350922363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4003840001,,,,,,
58946261,2023-09-28T19:42:21.000,2023-09-28T20:04:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,505 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T20:04:26.000,03 MANHATTAN,MANHATTAN,989543,204842,ONLINE,Unspecified,MANHATTAN,,40.72891907349611,-73.98090276535221,"{'latitude': '40.72891907349611', 'longitude': '-73.98090276535221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58953794,2023-09-28T19:42:02.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10032,631 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,12 MANHATTAN,MANHATTAN,1001778,244333,ONLINE,Unspecified,MANHATTAN,,40.83729554383291,-73.93665565096636,"{'latitude': '40.83729554383291', 'longitude': '-73.93665565096636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021110064,,,,,,
58947820,2023-09-28T19:41:50.000,2023-10-02T11:51:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11226,3013 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,17 BROOKLYN,BROOKLYN,998630,172453,PHONE,Unspecified,BROOKLYN,,40.64000858219857,-73.9481858422164,"{'latitude': '40.64000858219857', 'longitude': '-73.9481858422164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049640020,,,,,,
58955087,2023-09-28T19:41:50.000,2023-10-02T11:51:22.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11226,3013 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,17 BROOKLYN,BROOKLYN,998630,172453,PHONE,Unspecified,BROOKLYN,,40.64000858219857,-73.9481858422164,"{'latitude': '40.64000858219857', 'longitude': '-73.9481858422164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049640020,,,,,,
58954941,2023-09-28T19:41:44.000,2023-09-28T21:11:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11101,29-07 39 AVENUE,39 AVENUE,29 STREET,30 STREET,29 STREET,30 STREET,ADDRESS,LONG ISLAND CITY,39 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T21:12:02.000,01 QUEENS,QUEENS,1002449,213786,MOBILE,Unspecified,QUEENS,,40.75345098231288,-73.93431350922363,"{'latitude': '40.75345098231288', 'longitude': '-73.93431350922363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950282,2023-09-28T19:41:42.000,2023-09-30T21:14:26.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,235 DUMONT AVENUE,DUMONT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,16 BROOKLYN,BROOKLYN,1008998,181157,PHONE,Unspecified,BROOKLYN,,40.66387625341151,-73.9107958451473,"{'latitude': '40.66387625341151', 'longitude': '-73.9107958451473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035590001,,,,,,
58946499,2023-09-28T19:41:42.000,2023-10-02T19:13:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,235 DUMONT AVENUE,DUMONT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1008998,181157,PHONE,Unspecified,BROOKLYN,,40.66387625341151,-73.9107958451473,"{'latitude': '40.66387625341151', 'longitude': '-73.9107958451473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035590001,,,,,,
58947422,2023-09-28T19:41:25.000,2023-09-28T20:29:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,93-28 91 AVENUE,91 AVENUE,WOODHAVEN BOULEVARD,95 STREET,WOODHAVEN BOULEVARD,95 STREET,ADDRESS,WOODHAVEN,91 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T20:29:47.000,09 QUEENS,QUEENS,1025980,190693,PHONE,Unspecified,QUEENS,,40.68998662906445,-73.84952528456274,"{'latitude': '40.68998662906445', 'longitude': '-73.84952528456274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58953130,2023-09-28T19:40:40.000,2023-09-30T12:58:36.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10306,2797 AMBOY ROAD,AMBOY ROAD,MOBILE AVENUE,TYSENS LANE,MOBILE AVENUE,TYSENS LANE,ADDRESS,STATEN ISLAND,AMBOY ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-30T05:35:24.000,03 STATEN ISLAND,STATEN ISLAND,949578,146613,ONLINE,Unspecified,STATEN ISLAND,,40.56902693597314,-74.12479777495207,"{'latitude': '40.56902693597314', 'longitude': '-74.12479777495207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58952355,2023-09-28T19:40:31.000,2023-09-28T20:04:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,37-54 89 STREET,89 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,89 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T20:04:44.000,03 QUEENS,QUEENS,1018162,212290,ONLINE,Unspecified,QUEENS,,40.74929854270207,-73.87760745411289,"{'latitude': '40.74929854270207', 'longitude': '-73.87760745411289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014760034,,,,,,
58953717,2023-09-28T19:40:08.000,2023-09-28T20:03:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,30 AVENUE V,AVENUE V,WEST   13 STREET,WEST   12 STREET,WEST   13 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T20:03:29.000,13 BROOKLYN,BROOKLYN,988835,155568,ONLINE,Unspecified,BROOKLYN,,40.59367324565857,-73.9834907474782,"{'latitude': '40.59367324565857', 'longitude': '-73.9834907474782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3071370001,,,,,,
58948535,2023-09-28T19:39:33.000,2023-09-28T23:13:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,30-94 31 STREET,31 STREET,30 DRIVE,31 AVENUE,30 DRIVE,31 AVENUE,ADDRESS,ASTORIA,31 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T23:13:39.000,01 QUEENS,QUEENS,1005500,217841,MOBILE,Unspecified,QUEENS,,40.76457410939923,-73.923288582238,"{'latitude': '40.76457410939923', 'longitude': '-73.923288582238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005910016,,,,,,
58953405,2023-09-28T19:39:27.000,2023-09-28T21:41:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11436,144-03 129 AVENUE,129 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,ADDRESS,JAMAICA,129 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T21:41:52.000,12 QUEENS,QUEENS,1041180,184011,ONLINE,Unspecified,QUEENS,,40.671561386782514,-73.79477204359894,"{'latitude': '40.671561386782514', 'longitude': '-73.79477204359894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4120680122,,,,,,
58955715,2023-09-28T19:39:12.000,2023-09-28T21:01:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11421,92-06 JAMAICA AVENUE,JAMAICA AVENUE,92 STREET,WOODHAVEN BOULEVARD,92 STREET,WOODHAVEN BOULEVARD,ADDRESS,WOODHAVEN,JAMAICA AVENUE,Closed,N/A,2023-09-28T21:01:38.000,09 QUEENS,QUEENS,1024995,191904,PHONE,Unspecified,QUEENS,,40.69331512936964,-73.85306977679379,"{'latitude': '40.69331512936964', 'longitude': '-73.85306977679379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089330070,,,,,,
58956244,2023-09-28T19:39:10.000,2023-10-07T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10305,210 NAUGHTON AVENUE,NAUGHTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-07T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,957333,152541,UNKNOWN,Unspecified,STATEN ISLAND,,40.585325054073735,-74.09690819820324,"{'latitude': '40.585325054073735', 'longitude': '-74.09690819820324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5035460029,N/A,,,,,
58953512,2023-09-28T19:39:08.000,2023-09-28T19:43:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10002,387 GRAND STREET,GRAND STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,GRAND STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T19:43:52.000,03 MANHATTAN,MANHATTAN,987616,200238,ONLINE,Unspecified,MANHATTAN,,40.71628315028367,-73.98785771681491,"{'latitude': '40.71628315028367', 'longitude': '-73.98785771681491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003110013,,,,,,
58947790,2023-09-28T19:38:40.000,2023-10-01T21:22:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11385,1890 STARR STREET,STARR STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 QUEENS,QUEENS,1007247,198359,ONLINE,Unspecified,QUEENS,,40.71109649709972,-73.91704860385623,"{'latitude': '40.71109649709972', 'longitude': '-73.91704860385623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033960031,,,,,,
58951504,2023-09-28T19:38:40.000,2023-10-01T21:22:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11385,1890 STARR STREET,STARR STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 QUEENS,QUEENS,1007247,198359,ONLINE,Unspecified,QUEENS,,40.71109649709972,-73.91704860385623,"{'latitude': '40.71109649709972', 'longitude': '-73.91704860385623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033960031,,,,,,
58951542,2023-09-28T19:38:40.000,2023-10-01T21:22:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11385,1890 STARR STREET,STARR STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 QUEENS,QUEENS,1007247,198359,ONLINE,Unspecified,QUEENS,,40.71109649709972,-73.91704860385623,"{'latitude': '40.71109649709972', 'longitude': '-73.91704860385623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033960031,,,,,,
58948799,2023-09-28T19:38:39.000,2023-09-28T21:49:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T21:49:04.000,06 QUEENS,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950196,2023-09-28T19:38:35.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11373,41-06 CASE STREET,CASE STREET,,,,,ADDRESS,ELMHURST,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,04 QUEENS,QUEENS,1019160,211476,PHONE,Unspecified,QUEENS,,40.747060436157525,-73.874009780677,"{'latitude': '40.747060436157525', 'longitude': '-73.874009780677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4015650006,,,,,,
58951529,2023-09-28T19:38:35.000,2023-10-02T20:33:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11369,32-30 93 STREET,93 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,03 QUEENS,QUEENS,1018773,215437,PHONE,Unspecified,QUEENS,,40.75793388610345,-73.87538612601276,"{'latitude': '40.75793388610345', 'longitude': '-73.87538612601276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014220019,,,,,,
58961831,2023-09-28T19:38:31.000,2023-10-27T08:21:31.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10003,EAST   14 STREET,EAST   14 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-27T08:21:37.000,Unspecified MANHATTAN,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,
58951370,2023-09-28T19:38:26.000,2023-10-01T13:18:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10032,631 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,12 MANHATTAN,MANHATTAN,1001778,244333,ONLINE,Unspecified,MANHATTAN,,40.83729554383291,-73.93665565096636,"{'latitude': '40.83729554383291', 'longitude': '-73.93665565096636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021110064,,,,,,
58973097,2023-09-28T19:38:22.000,2023-09-30T06:19:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11433,176 STREET,176 STREET,176 STREET,SAYRES AVENUE,176 STREET,SAYRES AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T06:19:18.000,12 QUEENS,QUEENS,1046199,192916,ONLINE,Unspecified,QUEENS,,40.695969803305005,-73.77659716729448,"{'latitude': '40.695969803305005', 'longitude': '-73.77659716729448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947983,2023-09-28T19:38:22.000,2023-09-28T19:38:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11103,37-09 30 AVENUE,30 AVENUE,37 STREET,38 STREET,37 STREET,38 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T19:38:22.000,01 QUEENS,QUEENS,1007403,217842,MOBILE,Unspecified,QUEENS,,40.76457207518155,-73.9164188497093,"{'latitude': '40.76457207518155', 'longitude': '-73.9164188497093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4006610045,,,,,,
