unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58872966,2023-09-20T19:50:01.000,2023-09-21T02:15:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10473,2207 TURNBULL AVENUE,TURNBULL AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T02:15:19.000,09 BRONX,2036910075,BRONX,1026151,239557,PHONE,Unspecified,BRONX,40.82410480472484,-73.8486041467283,"{'latitude': '40.82410480472484', 'longitude': '-73.8486041467283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,TURNBULL AVENUE,,,,,,,
58872812,2023-09-20T19:50:01.000,2023-09-21T04:57:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,9-09 123 STREET,123 STREET,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T04:57:49.000,07 QUEENS,4039670023,QUEENS,1027268,226840,PHONE,Unspecified,QUEENS,40.7891948352798,-73.84464972141596,"{'latitude': '40.7891948352798', 'longitude': '-73.84464972141596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,11 AVENUE,9 AVENUE,11 AVENUE,123 STREET,,,,,,,
58875992,2023-09-20T19:50:00.000,2023-09-21T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11238,426 STERLING PLACE,STERLING PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:23:00.000,08 BROOKLYN,3011730038,BROOKLYN,994146,185131,ONLINE,Unspecified,BROOKLYN,40.67481305181006,-73.96432402820686,"{'latitude': '40.67481305181006', 'longitude': '-73.96432402820686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNDERHILL AVE,WASHINGTON AVE,,,,N/A,,,,,,
58877291,2023-09-20T19:50:00.000,2023-09-21T18:24:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10016,50 EAST   28 STREET,EAST   28 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-21T18:24:00.000,05 MANHATTAN,1008577503,MANHATTAN,988384,210241,ONLINE,Unspecified,MANHATTAN,40.743738612212276,-73.98508113948482,"{'latitude': '40.743738612212276', 'longitude': '-73.98508113948482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVE,PARK AVE S,,,,N/A,,,,,,
58879920,2023-09-20T19:50:00.000,2023-09-21T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10075,230 EAST   79 STREET,EAST   79 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:23:00.000,08 MANHATTAN,1014330034,MANHATTAN,996303,221244,ONLINE,Unspecified,MANHATTAN,40.773931780797604,-73.95648317349016,"{'latitude': '40.773931780797604', 'longitude': '-73.95648317349016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVE,2 AVE,,,,N/A,,,,,,
58875997,2023-09-20T19:50:00.000,2023-09-28T08:33:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10452,972 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,,2023-09-28T08:33:00.000,04 BRONX,2025070007,BRONX,1004041,242400,ONLINE,Unspecified,BRONX,40.83198523702502,-73.92848311362471,"{'latitude': '40.83198523702502', 'longitude': '-73.92848311362471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 162 ST,W 163 ST,,,,N/A,,,,,,
58874393,2023-09-20T19:49:47.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10019,226 WEST   52 STREET,WEST   52 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:13:43.000,05 MANHATTAN,1010230018,MANHATTAN,988770,217221,ONLINE,Unspecified,MANHATTAN,40.76289675257915,-73.98368344311508,"{'latitude': '40.76289675257915', 'longitude': '-73.98368344311508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   52 STREET,,,,"226 WEST   52 STREET, MANHATTAN (NEW YORK), NY, 10019",,,
58872122,2023-09-20T19:49:21.000,2023-09-20T21:31:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,117-44 166 STREET,166 STREET,ADDRESS,JAMAICA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T21:31:03.000,12 QUEENS,4123560044,QUEENS,1045371,188457,MOBILE,Unspecified,QUEENS,40.68373667060923,-73.77962357399603,"{'latitude': '40.68373667060923', 'longitude': '-73.77962357399603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,119 AVENUE,DEAD END,119 AVENUE,166 STREET,,,,,,,
58872183,2023-09-20T19:49:15.000,2023-09-20T20:03:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,226 WEST   52 STREET,WEST   52 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:03:45.000,05 MANHATTAN,1010230018,MANHATTAN,988770,217221,ONLINE,Unspecified,MANHATTAN,40.76289675257915,-73.98368344311508,"{'latitude': '40.76289675257915', 'longitude': '-73.98368344311508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   52 STREET,,,,,,,
58880299,2023-09-20T19:48:56.000,2023-09-20T19:57:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10301,412 FOREST AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:57:17.000,01 STATEN ISLAND,5002530006,STATEN ISLAND,955604,169131,MOBILE,Unspecified,STATEN ISLAND,40.63085575441962,-74.10320341152739,"{'latitude': '40.63085575441962', 'longitude': '-74.10320341152739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALBROOKE AVENUE,KISSEL AVENUE,WALBROOKE AVENUE,KISSEL AVENUE,FOREST AVENUE,,,,,,,
58879322,2023-09-20T19:48:36.000,2023-09-20T19:59:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10022,419 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:59:35.000,05 MANHATTAN,,MANHATTAN,992075,216244,ONLINE,Unspecified,MANHATTAN,40.760212831277094,-73.97175400124738,"{'latitude': '40.760212831277094', 'longitude': '-73.97175400124738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   54 STREET,EAST   55 STREET,EAST   54 STREET,EAST   55 STREET,PARK AVENUE,,,,,,,
58888208,2023-09-20T19:48:20.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11103,30-88 42 STREET,42 STREET,ADDRESS,ASTORIA,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,01 QUEENS,4006820032,QUEENS,1007734,216508,UNKNOWN,Unspecified,QUEENS,40.7609097172223,-73.91522861763461,"{'latitude': '40.7609097172223', 'longitude': '-73.91522861763461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58879658,2023-09-20T19:47:55.000,2023-10-16T09:57:13.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,935 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-16T09:57:20.000,05 MANHATTAN,1008500075,MANHATTAN,987171,209014,ONLINE,Unspecified,MANHATTAN,40.74037128687132,-73.98945917053004,"{'latitude': '40.74037128687132', 'longitude': '-73.98945917053004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,BROADWAY,,,,"935 BROADWAY, MANHATTAN (NEW YORK), NY, 10010",,,
58879317,2023-09-20T19:47:48.000,2023-09-20T20:07:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10012,6 CLEVELAND PLACE,CLEVELAND PLACE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:07:57.000,02 MANHATTAN,1004827501,MANHATTAN,984938,202024,MOBILE,Unspecified,MANHATTAN,40.72118590446992,-73.9975179722671,"{'latitude': '40.72118590446992', 'longitude': '-73.9975179722671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,KENMARE STREET,BROOME STREET,KENMARE STREET,CLEVELAND PLACE,,,,,,,
58872356,2023-09-20T19:47:42.000,2023-09-20T21:18:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10464,570 CITY ISLAND AVENUE,CITY ISLAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:18:22.000,10 BRONX,2056350065,BRONX,1042229,250457,MOBILE,Unspecified,BRONX,40.85393114788944,-73.79041740226364,"{'latitude': '40.85393114788944', 'longitude': '-73.79041740226364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS STREET,BEND,CROSS STREET,BEND,CITY ISLAND AVENUE,,,,,,,
58880846,2023-09-20T19:47:42.000,2023-09-20T19:47:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11433,156-14 107 AVENUE,107 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-20T19:47:42.000,12 QUEENS,4101357501,QUEENS,1040466,192943,PHONE,Unspecified,QUEENS,40.6960821863819,-73.79727142634184,"{'latitude': '40.6960821863819', 'longitude': '-73.79727142634184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",156 STREET,157 STREET,156 STREET,157 STREET,107 AVENUE,,,,,,,
58874394,2023-09-20T19:47:08.000,2023-11-20T10:44:33.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,947 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-20T10:44:40.000,05 MANHATTAN,1008510001,MANHATTAN,987217,209210,ONLINE,Unspecified,MANHATTAN,40.740909242815164,-73.98929308676557,"{'latitude': '40.740909242815164', 'longitude': '-73.98929308676557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   22 STREET,EAST   23 STREET,EAST   22 STREET,EAST   23 STREET,BROADWAY,,,,"947 BROADWAY, MANHATTAN (NEW YORK), NY, 10010",,,
58872958,2023-09-20T19:47:00.000,2023-09-21T17:22:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1135 EDISON AVENUE,EDISON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:22:49.000,10 BRONX,2053090081,BRONX,1031914,243458,ONLINE,Unspecified,BRONX,40.83478269422719,-73.82775372546172,"{'latitude': '40.83478269422719', 'longitude': '-73.82775372546172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRUCKNER BOULEVARD,HASKIN STREET,BRUCKNER BOULEVARD,HASKIN STREET,EDISON AVENUE,,,,,,,
58876977,2023-09-20T19:46:51.000,2023-09-22T14:01:16.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10306,2662 AMBOY ROAD,AMBOY ROAD,ADDRESS,STATEN ISLAND,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-22T14:01:15.000,02 STATEN ISLAND,5042290071,STATEN ISLAND,950477,147538,ONLINE,Unspecified,STATEN ISLAND,40.57156934807451,-74.12156655522996,"{'latitude': '40.57156934807451', 'longitude': '-74.12156655522996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 STREET,DALE AVENUE,3 STREET,DALE AVENUE,AMBOY ROAD,,,,,,,
58878940,2023-09-20T19:46:36.000,2023-09-20T20:04:37.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,69 EAST   17 STREET,EAST   17 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:04:41.000,05 MANHATTAN,1008450002,MANHATTAN,987125,207726,ONLINE,Union Square Park,MANHATTAN,40.736836061247594,-73.98962571830423,"{'latitude': '40.736836061247594', 'longitude': '-73.98962571830423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,PARK AVENUE SOUTH,BROADWAY,PARK AVENUE SOUTH,EAST   17 STREET,,,,,,,
58873738,2023-09-20T19:46:28.000,2023-09-20T20:37:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,43 QUINCY STREET,QUINCY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T20:37:57.000,02 BROOKLYN,3019690056,BROOKLYN,995393,189175,MOBILE,Unspecified,BROOKLYN,40.68591143115826,-73.95982179448704,"{'latitude': '40.68591143115826', 'longitude': '-73.95982179448704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DOWNING STREET,CLASSON AVENUE,DOWNING STREET,CLASSON AVENUE,QUINCY STREET,,,,,,,
58870885,2023-09-20T19:46:26.000,2023-09-20T19:54:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10022,2 EAST   57 STREET,EAST   57 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:54:50.000,05 MANHATTAN,1012920069,MANHATTAN,991526,217207,ONLINE,Unspecified,MANHATTAN,40.76285648759363,-73.97373469088133,"{'latitude': '40.76285648759363', 'longitude': '-73.97373469088133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST   57 STREET,,,,,,,
58873449,2023-09-20T19:46:24.000,2023-09-20T20:58:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2653 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:58:13.000,15 BROOKLYN,3073950038,BROOKLYN,995166,154946,MOBILE,Unspecified,BROOKLYN,40.591960444493594,-73.96069566345894,"{'latitude': '40.591960444493594', 'longitude': '-73.96069566345894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CRAWFORD AVENUE,AVENUE X,CRAWFORD AVENUE,AVENUE X,CONEY ISLAND AVENUE,,,,,,,
58873671,2023-09-20T19:46:19.000,2023-09-20T21:48:09.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10306,2488 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-20T21:48:12.000,02 STATEN ISLAND,5039000012,STATEN ISLAND,953823,147214,MOBILE,Unspecified,STATEN ISLAND,40.57069214626468,-74.10952111976175,"{'latitude': '40.57069214626468', 'longitude': '-74.10952111976175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACQUES AVENUE,NEW DORP LANE,JACQUES AVENUE,NEW DORP LANE,HYLAN BOULEVARD,,,,,,,
58879755,2023-09-20T19:46:11.000,2023-09-23T10:03:27.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11235,2676 EAST   11 STREET,EAST   11 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-22T09:36:35.000,15 BROOKLYN,3074540037,BROOKLYN,995578,152611,ONLINE,Unspecified,BROOKLYN,40.585550819398776,-73.95921612378422,"{'latitude': '40.585550819398776', 'longitude': '-73.95921612378422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GILMORE COURT,SHORE PARKWAY,GILMORE COURT,SHORE PARKWAY,EAST   11 STREET,,,,,,,
