unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp
59435936,2023-09-29T09:12:57.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11203,637 HAWTHORNE STREET,HAWTHORNE STREET,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-04T00:00:00.000,09 BROOKLYN,3048180069,BROOKLYN,1001144,179216,ONLINE,Unspecified,BROOKLYN,40.65856710744187,-73.93911043657886,"{'latitude': '40.65856710744187', 'longitude': '-73.93911043657886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBANY AVENUE,TROY AVENUE,Apartment,HAWTHORNE STREET,,,,,,,
59002023,2023-09-29T09:12:55.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11379,63-39 76 STREET,76 STREET,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,ADDRESS,MIDDLE VILLAGE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-16T18:10:42.000,05 QUEENS,,QUEENS,1017644,201079,ONLINE,Unspecified,QUEENS,40.718529107501524,-73.87953262176012,"{'latitude': '40.718529107501524', 'longitude': '-73.87953262176012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,Street,76 STREET,,,,,,,
59010218,2023-09-29T09:12:43.000,2023-09-29T10:09:54.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,10014,9 AVENUE,9 AVENUE,9 AVENUE,WEST   13 STREET,INTERSECTION,,Closed,See notes for information.,2023-09-29T10:09:31.000,02 MANHATTAN,,MANHATTAN,982625,208974,UNKNOWN,Unspecified,MANHATTAN,40.74026182990242,-74.00586402592275,"{'latitude': '40.74026182990242', 'longitude': '-74.00586402592275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,WEST   13 STREET,Taxi,,,"9 AVENUE AND WEST   13 STREET, MANHATTAN, NY, 10014",,,,,
59005345,2023-09-29T09:12:42.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,11201,15 BRIDGE PARK DRIVE,BRIDGE PARK DRIVE,BROOKLYN BRIDGE PARK PATH,BEND,ADDRESS,BROOKLYN,In Progress,,,02 BROOKLYN,,BROOKLYN,984124,191535,ONLINE,Unspecified,BROOKLYN,40.6923961018931,-74.00045436113055,"{'latitude': '40.6923961018931', 'longitude': '-74.00045436113055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN BRIDGE PARK PATH,BEND,Commercial Building,BRIDGE PARK DRIVE,,,,,,,
58965539,2023-09-29T09:12:42.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),10304,653 TODT HILL ROAD,TODT HILL ROAD,,,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-03T00:00:00.000,02 STATEN ISLAND,5008770086,STATEN ISLAND,953452,156561,UNKNOWN,Unspecified,STATEN ISLAND,40.59634650597926,-74.11089911627931,"{'latitude': '40.59634650597926', 'longitude': '-74.11089911627931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58963931,2023-09-29T09:12:42.000,2023-09-29T09:12:42.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),11213,1020 PARK PLACE,PARK PLACE,,,ADDRESS,BROOKLYN,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,08 BROOKLYN,3012430016,BROOKLYN,999908,184493,UNKNOWN,Unspecified,BROOKLYN,40.67305356919452,-73.9435529857815,"{'latitude': '40.67305356919452', 'longitude': '-73.9435529857815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59438851,2023-09-29T09:12:27.000,2023-09-30T12:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10014,SPRING STREET,SPRING STREET,SPRING STREET,WASHINGTON STREET,INTERSECTION,,Closed,,2023-09-30T12:30:00.000,02 MANHATTAN,,MANHATTAN,981504,203804,PHONE,Unspecified,MANHATTAN,40.726071173841206,-74.00990719157174,"{'latitude': '40.726071173841206', 'longitude': '-74.00990719157174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPRING STREET,WASHINGTON STREET,Street,,,,,,,,
59456590,2023-09-29T09:12:22.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,10461,3439 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,MIDDLETOWN ROAD,ROBERTS AVENUE,ADDRESS,BRONX,In Progress,,,10 BRONX,2041740010,BRONX,1032310,247506,ONLINE,Unspecified,BRONX,40.8458911070739,-73.82629367163656,"{'latitude': '40.8458911070739', 'longitude': '-73.82629367163656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLETOWN ROAD,ROBERTS AVENUE,Apartment,BRUCKNER BOULEVARD,,,,,,,
59452488,2023-09-29T09:12:19.000,2023-09-29T21:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11370,31-48 71 STREET,71 STREET,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,Closed,,2023-09-29T21:40:00.000,03 QUEENS,4011410028,QUEENS,1013025,215232,PHONE,Unspecified,QUEENS,40.7573917891453,-73.89613490506643,"{'latitude': '40.7573917891453', 'longitude': '-73.89613490506643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31 AVENUE,32 AVENUE,Sewer,71 STREET,,,,,,,
59449888,2023-09-29T09:12:11.000,2023-09-29T11:35:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,11223,1648 WEST    8 STREET,WEST    8 STREET,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,Closed,,2023-09-29T11:35:00.000,11 BROOKLYN,,BROOKLYN,989404,160359,PHONE,Unspecified,BROOKLYN,40.606823256631664,-73.98143828843841,"{'latitude': '40.606823256631664', 'longitude': '-73.98143828843841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,N/A,WEST    8 STREET,,,,,,,
59452552,2023-09-29T09:12:05.000,2023-09-29T11:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,1700 EAST    7 STREET,EAST    7 STREET,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,Closed,,2023-09-29T11:55:00.000,15 BROOKLYN,,BROOKLYN,993631,161172,ONLINE,Unspecified,BROOKLYN,40.60905130832242,-73.96621396380175,"{'latitude': '40.60905130832242', 'longitude': '-73.96621396380175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,Sewer,EAST    7 STREET,,,,,,,
59435361,2023-09-29T09:12:01.000,2023-09-29T14:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11222,746 HUMBOLT STREET,HUMBOLT STREET,,NORMAN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T14:25:00.000,01 BROOKLYN,3026540069,BROOKLYN,999298,204244,PHONE,Unspecified,BROOKLYN,40.72726649331031,-73.94570790164084,"{'latitude': '40.72726649331031', 'longitude': '-73.94570790164084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,NORMAN AVENUE,Sewer,HUMBOLDT STREET,,,,,,,
58965278,2023-09-29T09:12:00.000,2023-09-29T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11210,4015 AVENUE K,AVENUE K,E 40 ST,ALBANY AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:45:00.000,18 BROOKLYN,3077880003,BROOKLYN,1001725,167255,ONLINE,Unspecified,BROOKLYN,40.62573561178003,-73.93704737133085,"{'latitude': '40.62573561178003', 'longitude': '-73.93704737133085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59435362,2023-09-29T09:12:00.000,2023-09-29T13:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11235,2472 BRIGHAM STREET,BRIGHAM STREET,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,Closed,,2023-09-29T13:55:00.000,15 BROOKLYN,3074280034,BROOKLYN,1002652,155349,PHONE,Unspecified,BROOKLYN,40.593054217448504,-73.93374035425683,"{'latitude': '40.593054217448504', 'longitude': '-73.93374035425683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE X,AVENUE Y,Sewer,BRIGHAM STREET,,,,,,,
58957655,2023-09-29T09:12:00.000,2023-09-29T09:12:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11206,37 THROOP AVENUE,THROOP AVENUE,WALTON ST,WALLABOUT ST,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T09:12:00.000,01 BROOKLYN,3022517502,BROOKLYN,998860,195460,PHONE,Unspecified,BROOKLYN,40.703157252594785,-73.94730723750861,"{'latitude': '40.703157252594785', 'longitude': '-73.94730723750861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58959187,2023-09-29T09:12:00.000,2023-09-29T20:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10460,1730 TAYLOR AVENUE,TAYLOR AVENUE,VAN NEST AVE,MORRIS PARK AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T20:10:00.000,11 BRONX,2040210045,BRONX,1020420,246288,PHONE,Unspecified,BRONX,40.84260476737294,-73.86927495367125,"{'latitude': '40.84260476737294', 'longitude': '-73.86927495367125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59452647,2023-09-29T09:11:56.000,2023-10-01T09:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11210,876 EAST   21 STREET,EAST   21 STREET,GLENWOOD ROAD,CAMPUS ROAD,ADDRESS,BROOKLYN,Closed,,2023-10-01T09:50:00.000,14 BROOKLYN,3075480059,BROOKLYN,996304,169594,ONLINE,Unspecified,BROOKLYN,40.63216470772415,-73.95657201404576,"{'latitude': '40.63216470772415', 'longitude': '-73.95657201404576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLENWOOD ROAD,CAMPUS ROAD,Sewer,EAST   21 STREET,,,,,,,
59449220,2023-09-29T09:11:52.000,2023-09-29T09:34:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,10310,CARY AVENUE,CARY AVENUE,CARY AVENUE,NORTH BURGHER AVENUE,INTERSECTION,,Closed,,2023-09-29T09:34:00.000,01 STATEN ISLAND,,STATEN ISLAND,952566,169913,PHONE,Unspecified,STATEN ISLAND,40.63299183188691,-74.11415212327942,"{'latitude': '40.63299183188691', 'longitude': '-74.11415212327942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARY AVENUE,NORTH BURGHER AVENUE,Sewer,,,,,,,,
59456732,2023-09-29T09:11:48.000,2023-09-29T10:50:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,11226,CORTELYOU ROAD,CORTELYOU ROAD,CORTELYOU ROAD,EAST   25 STREET,INTERSECTION,,Closed,,2023-09-29T10:50:00.000,17 BROOKLYN,,BROOKLYN,997101,173989,PHONE,Unspecified,BROOKLYN,40.644226922289,-73.95369222320691,"{'latitude': '40.644226922289', 'longitude': '-73.95369222320691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,EAST   25 STREET,N/A,,,,,,,,
59450786,2023-09-29T09:11:41.000,,DOB,Department of Buildings,Water Drainage,Drain/Pipe Clogged,11213,1020 PARK PLACE,PARK PLACE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,,BROOKLYN,999908,184493,PHONE,Unspecified,BROOKLYN,40.67305356919452,-73.9435529857815,"{'latitude': '40.67305356919452', 'longitude': '-73.9435529857815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN AVENUE,KINGSTON AVENUE,Street,PARK PLACE,,,,,,,
59455796,2023-09-29T09:11:40.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,11207,1114 HALSEY STREET,HALSEY STREET,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,04 BROOKLYN,3034100021,BROOKLYN,1008735,190414,ONLINE,Unspecified,BROOKLYN,40.68928534764101,-73.91171019723333,"{'latitude': '40.68928534764101', 'longitude': '-73.91171019723333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVERGREEN AVENUE,CENTRAL AVENUE,Building-Wide,HALSEY STREET,,,,,,,
59452725,2023-09-29T09:11:39.000,2023-10-01T13:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11414,77-19 156 AVENUE,156 AVENUE,77 STREET,78 STREET,ADDRESS,HOWARD BEACH,Closed,,2023-10-01T13:10:00.000,10 QUEENS,,QUEENS,1024223,180506,PHONE,Unspecified,QUEENS,40.66203375879449,-73.8559212791697,"{'latitude': '40.66203375879449', 'longitude': '-73.8559212791697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",77 STREET,78 STREET,Street,156 AVENUE,,,,,,,
59449247,2023-09-29T09:11:38.000,2023-09-29T09:14:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11206,THROOP AVENUE,THROOP AVENUE,THROOP AVENUE,WALLABOUT STREET,INTERSECTION,,Closed,,2023-09-29T09:14:00.000,01 BROOKLYN,,BROOKLYN,998971,195324,PHONE,Unspecified,BROOKLYN,40.702783780620315,-73.94690719974291,"{'latitude': '40.702783780620315', 'longitude': '-73.94690719974291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THROOP AVENUE,WALLABOUT STREET,Street,,,,,,,,
59459931,2023-09-29T09:11:37.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11210,2004 GLENWOOD ROAD,GLENWOOD ROAD,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,14 BROOKLYN,3075480043,BROOKLYN,996029,169865,PHONE,Unspecified,BROOKLYN,40.63290891518187,-73.95756230711028,"{'latitude': '40.63290891518187', 'longitude': '-73.95756230711028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN AVENUE,EAST   21 STREET,Apartment,GLENWOOD ROAD,,,,,,,
59449134,2023-09-29T09:11:32.000,2023-09-29T10:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,2072 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:35:00.000,15 BROOKLYN,,BROOKLYN,993793,157360,PHONE,Unspecified,BROOKLYN,40.59858797249866,-73.96563590042949,"{'latitude': '40.59858797249866', 'longitude': '-73.96563590042949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,Sewer,OCEAN PARKWAY,,,,,,,
59456191,2023-09-29T09:11:30.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11232,185 19 STREET,19 STREET,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:30:00.000,07 BROOKLYN,3006340072,BROOKLYN,985969,180980,ONLINE,Unspecified,BROOKLYN,40.663424847674946,-73.99380390827075,"{'latitude': '40.663424847674946', 'longitude': '-73.99380390827075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,Street,19 STREET,,,,,,,
59436131,2023-09-29T09:11:30.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11210,2004 GLENWOOD ROAD,GLENWOOD ROAD,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,14 BROOKLYN,3075480043,BROOKLYN,996029,169865,PHONE,Unspecified,BROOKLYN,40.63290891518187,-73.95756230711028,"{'latitude': '40.63290891518187', 'longitude': '-73.95756230711028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN AVENUE,EAST   21 STREET,Apartment,GLENWOOD ROAD,,,,,,,
58975533,2023-09-29T09:11:29.000,2023-09-30T08:50:48.000,DSNY,Department of Sanitation,Missed Collection,Trash,11385,1819 GEORGE STREET,GEORGE STREET,SENECA AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-30T08:50:48.000,05 QUEENS,,QUEENS,1011656,194153,PHONE,Unspecified,QUEENS,40.699539466837884,-73.90116223796252,"{'latitude': '40.699539466837884', 'longitude': '-73.90116223796252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SENECA AVENUE,FOREST AVENUE,Street,GEORGE STREET,,,,,,,
59449522,2023-09-29T09:11:24.000,2023-10-17T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11225,350 EMPIRE BOULEVARD,EMPIRE BOULEVARD,NOSTRAND AVENUE,CLOVE ROAD,ADDRESS,BROOKLYN,Closed,,2023-10-17T00:00:00.000,09 BROOKLYN,3013160010,BROOKLYN,997969,181166,PHONE,Unspecified,BROOKLYN,40.66392491473428,-73.9505498405255,"{'latitude': '40.66392491473428', 'longitude': '-73.9505498405255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOSTRAND AVENUE,CLOVE ROAD,Apartment,EMPIRE BOULEVARD,,,,,,,
58963891,2023-09-29T09:11:23.000,2023-09-29T09:47:36.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,11230,1105 NEWKIRK AVENUE,NEWKIRK AVENUE,CONEY ISLAND AVENUE,WESTMINSTER ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T09:47:39.000,14 BROOKLYN,,BROOKLYN,993534,170262,ONLINE,Unspecified,BROOKLYN,40.63400156225607,-73.96655081196896,"{'latitude': '40.63400156225607', 'longitude': '-73.96655081196896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CONEY ISLAND AVENUE,WESTMINSTER ROAD,Street/Sidewalk,NEWKIRK AVENUE,,,,,,,
59438857,2023-09-29T09:11:21.000,2023-09-29T09:14:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11222,150 BAYARD STREET,BAYARD STREET,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T09:14:00.000,01 BROOKLYN,,BROOKLYN,999141,201598,PHONE,Unspecified,BROOKLYN,40.72000413130578,-73.9462802006959,"{'latitude': '40.72000413130578', 'longitude': '-73.9462802006959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN AVENUE,GRAHAM AVENUE,Street,BAYARD STREET,,,,,,,
