unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,due_date
58972762,2023-09-30T20:42:15.000,2023-10-12T16:02:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11216,738 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012270023,BROOKLYN,998473,185247,PHONE,Unspecified,BROOKLYN,40.67512555111904,-73.94872456150424,"{'latitude': '40.67512555111904', 'longitude': '-73.94872456150424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976339,2023-09-30T20:42:15.000,2023-10-12T16:02:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11216,738 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,08 BROOKLYN,3012270023,BROOKLYN,998473,185247,PHONE,Unspecified,BROOKLYN,40.67512555111904,-73.94872456150424,"{'latitude': '40.67512555111904', 'longitude': '-73.94872456150424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970831,2023-09-30T20:42:07.000,2023-09-30T21:20:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,130-25 59 AVENUE,59 AVENUE,COLLEGE POINT BOULEVARD,LAWRENCE STREET,COLLEGE POINT BOULEVARD,LAWRENCE STREET,ADDRESS,FLUSHING,59 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T21:20:59.000,07 QUEENS,4063540038,QUEENS,1029881,210679,ONLINE,Unspecified,QUEENS,40.74482405221024,-73.83532317050775,"{'latitude': '40.74482405221024', 'longitude': '-73.83532317050775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968583,2023-09-30T20:42:02.000,2023-09-30T20:43:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,115 BROADWAY,BROADWAY,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:43:45.000,01 BROOKLYN,,BROOKLYN,994088,198088,ONLINE,Unspecified,BROOKLYN,40.710377083778305,-73.96451420063771,"{'latitude': '40.710377083778305', 'longitude': '-73.96451420063771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977974,2023-09-30T20:41:58.000,2023-10-02T12:04:34.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Barber Shop, Beauty Salon, or Nail Salon",Business,11229,2806 OCEAN AVENUE,OCEAN AVENUE,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-10-02T12:04:39.000,15 BROOKLYN,3074040044,BROOKLYN,998068,155392,ONLINE,Unspecified,BROOKLYN,40.593180575702505,-73.95024576245336,"{'latitude': '40.593180575702505', 'longitude': '-73.95024576245336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976953,2023-09-30T20:41:45.000,2023-09-30T20:51:56.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019,831 SEVENTH AVENUE,SEVENTH AVENUE,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T20:52:01.000,05 MANHATTAN,1010060063,MANHATTAN,989337,217368,MOBILE,Unspecified,MANHATTAN,40.763299921645554,-73.98163654260297,"{'latitude': '40.763299921645554', 'longitude': '-73.98163654260297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436442,2023-09-30T20:41:39.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11224,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   28 STREET,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971301,2023-09-30T20:41:34.000,2023-09-30T20:53:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,103 NICHOLS AVENUE,NICHOLS AVENUE,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,NICHOLS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T20:53:07.000,05 BROOKLYN,,BROOKLYN,1020414,190158,MOBILE,Unspecified,BROOKLYN,40.6885426720383,-73.86959863168539,"{'latitude': '40.6885426720383', 'longitude': '-73.86959863168539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438947,2023-09-30T20:41:08.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11216,738 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,,2023-10-12T00:00:00.000,08 BROOKLYN,3012270023,BROOKLYN,998473,185247,PHONE,Unspecified,BROOKLYN,40.67512555111904,-73.94872456150424,"{'latitude': '40.67512555111904', 'longitude': '-73.94872456150424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439434,2023-09-30T20:41:03.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11216,738 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,,2023-10-12T00:00:00.000,08 BROOKLYN,3012270023,BROOKLYN,998473,185247,PHONE,Unspecified,BROOKLYN,40.67512555111904,-73.94872456150424,"{'latitude': '40.67512555111904', 'longitude': '-73.94872456150424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974675,2023-09-30T20:40:54.000,2023-09-30T21:02:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10460,1837 EAST TREMONT AVENUE,EAST TREMONT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T21:02:28.000,11 BRONX,2040240037,BRONX,1021161,245535,MOBILE,Unspecified,BRONX,40.840534938298546,-73.86660099165253,"{'latitude': '40.840534938298546', 'longitude': '-73.86660099165253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972539,2023-09-30T20:40:52.000,2023-09-30T21:42:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10310,711 HENDERSON AVENUE,HENDERSON AVENUE,NORTH BURGHER AVENUE,CAMPBELL AVENUE,NORTH BURGHER AVENUE,CAMPBELL AVENUE,ADDRESS,STATEN ISLAND,HENDERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:42:23.000,01 STATEN ISLAND,5001730044,STATEN ISLAND,952068,171443,ONLINE,Unspecified,STATEN ISLAND,40.637189557698235,-74.11595362818899,"{'latitude': '40.637189557698235', 'longitude': '-74.11595362818899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977109,2023-09-30T20:40:47.000,2023-09-30T21:19:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,261 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,VALENTINE AVENUE,EAST  192 STREET,VALENTINE AVENUE,EAST  192 STREET,ADDRESS,BRONX,EAST KINGSBRIDGE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:19:04.000,07 BRONX,2032930113,BRONX,1013485,254154,ONLINE,Unspecified,BRONX,40.8642202641426,-73.89430499193972,"{'latitude': '40.8642202641426', 'longitude': '-73.89430499193972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972266,2023-09-30T20:40:43.000,2023-09-30T20:58:25.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11103,25-62 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T20:58:28.000,01 QUEENS,4006540089,QUEENS,1008616,218926,ONLINE,Unspecified,QUEENS,40.76754411325034,-73.91203605481982,"{'latitude': '40.76754411325034', 'longitude': '-73.91203605481982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974683,2023-09-30T20:40:19.000,2023-09-30T20:43:44.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:43:48.000,09 BRONX,2037140030,BRONX,1017972,240263,ONLINE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969155,2023-09-30T20:40:07.000,2023-09-30T21:15:54.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11206,4 VERNON AVENUE,VERNON AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-30T21:15:59.000,03 BROOKLYN,3017580005,BROOKLYN,997621,192239,ONLINE,Unspecified,BROOKLYN,40.694318319105975,-73.95178223702261,"{'latitude': '40.694318319105975', 'longitude': '-73.95178223702261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453711,2023-09-30T20:40:00.000,2023-10-24T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Public Area,11433,107-03 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,GUY R BREWER BOULEVARD,Closed,,2023-10-24T00:00:00.000,12 QUEENS,4101660029,QUEENS,1041870,193607,PHONE,Unspecified,QUEENS,40.697895676823336,-73.79220259919381,"{'latitude': '40.697895676823336', 'longitude': '-73.79220259919381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969701,2023-09-30T20:39:49.000,2023-09-30T21:22:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11225,915 WASHINGTON AVENUE,WASHINGTON AVENUE,CROWN STREET,MONTGOMERY STREET,CROWN STREET,MONTGOMERY STREET,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:22:09.000,09 BROOKLYN,3011900009,BROOKLYN,994861,182444,ONLINE,Unspecified,BROOKLYN,40.66743701085291,-73.96175061887041,"{'latitude': '40.66743701085291', 'longitude': '-73.96175061887041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972462,2023-09-30T20:39:48.000,2023-09-30T20:42:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:42:15.000,06 QUEENS,4032190001,QUEENS,1026762,201267,ONLINE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973459,2023-09-30T20:39:47.000,2023-09-30T21:02:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,520 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   11 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T21:02:53.000,03 MANHATTAN,1004040014,MANHATTAN,989484,204563,MOBILE,Unspecified,MANHATTAN,40.728153321714686,-73.98111585536601,"{'latitude': '40.728153321714686', 'longitude': '-73.98111585536601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977084,2023-09-30T20:39:31.000,2023-09-30T20:42:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:42:03.000,06 QUEENS,4032190001,QUEENS,1026762,201267,MOBILE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973892,2023-09-30T20:39:17.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10002,107 CLINTON STREET,CLINTON STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,03 MANHATTAN,1003480032,MANHATTAN,988265,200949,ONLINE,Unspecified,MANHATTAN,40.71823440398107,-73.98551613359581,"{'latitude': '40.71823440398107', 'longitude': '-73.98551613359581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977431,2023-09-30T20:39:16.000,2023-10-01T09:48:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10035,243 EAST  118 STREET,EAST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,11 MANHATTAN,1017830019,MANHATTAN,1001404,230320,ONLINE,Unspecified,MANHATTAN,40.79883454204512,-73.9380430655805,"{'latitude': '40.79883454204512', 'longitude': '-73.9380430655805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977561,2023-09-30T20:39:15.000,2023-10-18T20:45:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1978 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,05 BRONX,2028680127,BRONX,1008682,250583,ONLINE,Unspecified,BRONX,40.854433546491066,-73.91168256285728,"{'latitude': '40.854433546491066', 'longitude': '-73.91168256285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970462,2023-09-30T20:39:03.000,2023-09-30T21:27:51.000,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,11693,629 WEST ROAD,WEST ROAD,NOEL ROAD,EAST    8 ROAD,NOEL ROAD,EAST    8 ROAD,ADDRESS,FAR ROCKAWAY,WEST ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T21:27:54.000,14 QUEENS,4154590005,QUEENS,1035338,160776,ONLINE,Unspecified,QUEENS,40.60782206727261,-73.81600783900865,"{'latitude': '40.60782206727261', 'longitude': '-73.81600783900865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971302,2023-09-30T20:39:00.000,2023-09-30T20:46:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,351 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:47:01.000,12 MANHATTAN,1021390404,MANHATTAN,1000823,247667,MOBILE,Unspecified,MANHATTAN,40.84644824191318,-73.94009868020876,"{'latitude': '40.84644824191318', 'longitude': '-73.94009868020876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
