unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_company_borough
58879640,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11205,99 FRANKLIN AVENUE,FRANKLIN AVENUE,PARK AVENUE,MYRTLE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,03 BROOKLYN,3018990021,BROOKLYN,995819,192798,PHONE,Unspecified,BROOKLYN,40.69585518337024,-73.95827954891485,"{'latitude': '40.69585518337024', 'longitude': '-73.95827954891485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58873051,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11356,14-38 131 STREET,131 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,COLLEGE POINT,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,07 QUEENS,4040980049,QUEENS,1029226,225485,PHONE,Unspecified,QUEENS,40.78546598146773,-73.8375879128415,"{'latitude': '40.78546598146773', 'longitude': '-73.8375879128415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875713,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3350 BRONX BOULEVARD,BRONX BOULEVARD,ROSEWOOD STREET,MAGENTA STREET,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,12 BRONX,2046220019,BRONX,1020110,257845,PHONE,Unspecified,BRONX,40.87432649509254,-73.87033352013222,"{'latitude': '40.87432649509254', 'longitude': '-73.87033352013222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877013,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,916 EAST   78 STREET,EAST   78 STREET,FLATLANDS AVENUE,PAERDEGAT 1 STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,18 BROOKLYN,3080140013,BROOKLYN,1008005,170353,PHONE,Unspecified,BROOKLYN,40.63422435022472,-73.91441316011728,"{'latitude': '40.63422435022472', 'longitude': '-73.91441316011728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874383,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,560 WINTHROP STREET,WINTHROP STREET,KINGSTON AVENUE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,09 BROOKLYN,3048290005,BROOKLYN,1000476,178880,PHONE,Unspecified,BROOKLYN,40.65764611074324,-73.9415188581885,"{'latitude': '40.65764611074324', 'longitude': '-73.9415188581885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58873069,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11231,531 HENRY STREET,HENRY STREET,SACKETT STREET,UNION STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,06 BROOKLYN,3003380001,BROOKLYN,984342,188320,PHONE,Unspecified,BROOKLYN,40.68357166516453,-73.99966828815568,"{'latitude': '40.68357166516453', 'longitude': '-73.99966828815568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58879634,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,108 AVENUE,108 AVENUE,INTERSECTION,,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58875716,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,9216 KAUFMAN PLACE,KAUFMAN PLACE,CANARSIE ROAD,EAST 94 STREET,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,18 BROOKLYN,3082770020,BROOKLYN,1013325,170288,PHONE,Unspecified,BROOKLYN,40.63403007442857,-73.89524603988755,"{'latitude': '40.63403007442857', 'longitude': '-73.89524603988755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871754,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,171-32 LIBERTY AVENUE,LIBERTY AVENUE,171 STREET,172 STREET,,,ADDRESS,JAMAICA,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,12 QUEENS,4102280015,QUEENS,1043326,195793,PHONE,Unspecified,QUEENS,40.70388611763611,-73.78693261100634,"{'latitude': '40.70388611763611', 'longitude': '-73.78693261100634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877005,2023-09-20T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11379,79-20 JUNIPER VALLEY ROAD,JUNIPER VALLEY ROAD,79 STREET,79 PLACE,,,ADDRESS,MIDDLE VILLAGE,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,05 QUEENS,4030690228,QUEENS,1019312,200104,PHONE,Unspecified,QUEENS,40.71584651568479,-73.87352047218428,"{'latitude': '40.71584651568479', 'longitude': '-73.87352047218428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875717,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,60 AVENUE,60 AVENUE,INTERSECTION,,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,07 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58873050,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3350 BRONX BOULEVARD,BRONX BOULEVARD,ROSEWOOD STREET,MAGENTA STREET,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,12 BRONX,2046220019,BRONX,1020110,257845,PHONE,Unspecified,BRONX,40.87432649509254,-73.87033352013222,"{'latitude': '40.87432649509254', 'longitude': '-73.87033352013222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880999,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3350 BRONX BOULEVARD,BRONX BOULEVARD,ROSEWOOD STREET,MAGENTA STREET,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,12 BRONX,2046220019,BRONX,1020110,257845,PHONE,Unspecified,BRONX,40.87432649509254,-73.87033352013222,"{'latitude': '40.87432649509254', 'longitude': '-73.87033352013222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877017,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,3901 15 AVENUE,15 AVENUE,39 STREET,40 STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,12 BROOKLYN,3053650010,BROOKLYN,989255,171673,PHONE,Unspecified,BROOKLYN,40.6378779081804,-73.98196651139689,"{'latitude': '40.6378779081804', 'longitude': '-73.98196651139689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58871757,2023-09-20T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,148 COZINE AVENUE,COZINE AVENUE,NEW JERSEY AVENUE,VERMONT STREET,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-26T12:00:00.000,05 BROOKLYN,3044147501,BROOKLYN,1015786,177769,PHONE,Unspecified,BROOKLYN,40.65455537122461,-73.88634437158368,"{'latitude': '40.65455537122461', 'longitude': '-73.88634437158368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58874381,2023-09-20T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,174 PLACE,174 PLACE,INTERSECTION,,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-27T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58871765,2023-09-20T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,110-03 164 PLACE,164 PLACE,110 AVENUE,110 ROAD,,,ADDRESS,JAMAICA,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,12 QUEENS,4101930084,QUEENS,1043271,192143,PHONE,Unspecified,QUEENS,40.693868115707076,-73.78716296246208,"{'latitude': '40.693868115707076', 'longitude': '-73.78716296246208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877015,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10035,418 EAST  119 STREET,EAST  119 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,11 MANHATTAN,1018060040,MANHATTAN,1002698,229894,PHONE,Unspecified,MANHATTAN,40.79766268155406,-73.93337055961162,"{'latitude': '40.79766268155406', 'longitude': '-73.93337055961162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58873046,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11421,87-31 90 STREET,90 STREET,JAMAICA AVENUE,88 AVENUE,,,ADDRESS,WOODHAVEN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,09 QUEENS,4089320055,QUEENS,1024603,191556,PHONE,Unspecified,QUEENS,40.692361747184314,-73.85448544693259,"{'latitude': '40.692361747184314', 'longitude': '-73.85448544693259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58875710,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11216,570 NOSTRAND AVENUE,NOSTRAND AVENUE,HERKIMER STREET,HERKIMER PLACE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,03 BROOKLYN,3018650062,BROOKLYN,998220,186744,PHONE,Unspecified,BROOKLYN,40.679234880208284,-73.94963355033636,"{'latitude': '40.679234880208284', 'longitude': '-73.94963355033636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
58877027,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11228,7722 11 AVENUE,11 AVENUE,77 STREET,78 STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,10 BROOKLYN,3059650046,BROOKLYN,980578,165755,PHONE,Unspecified,BROOKLYN,40.62163489999802,-74.01322734372333,"{'latitude': '40.62163489999802', 'longitude': '-74.01322734372333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875709,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10034,425 WEST  205 STREET,WEST  205 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,12 MANHATTAN,1022020033,MANHATTAN,1006764,253575,PHONE,Unspecified,MANHATTAN,40.86265078467482,-73.91860574593652,"{'latitude': '40.86265078467482', 'longitude': '-73.91860574593652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871768,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,627 MAGENTA STREET,MAGENTA STREET,BRONX BOULEVARD,BARKER AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,12 BRONX,2046260008,BRONX,1020175,258217,PHONE,Unspecified,BRONX,40.8753472550741,-73.87009649166247,"{'latitude': '40.8753472550741', 'longitude': '-73.87009649166247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881001,2023-09-20T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,4418 AVENUE M,AVENUE M,TROY AVENUE,EAST 45 STREET,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-22T12:00:00.000,18 BROOKLYN,3078690045,BROOKLYN,1002947,165533,PHONE,Unspecified,BROOKLYN,40.62100658854519,-73.93264996159954,"{'latitude': '40.62100658854519', 'longitude': '-73.93264996159954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871760,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,137-04 156 STREET,156 STREET,137 AVENUE,140 AVENUE,,,ADDRESS,JAMAICA,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,12 QUEENS,4123030006,QUEENS,1045471,183274,PHONE,Unspecified,QUEENS,40.66950985934628,-73.7793100990455,"{'latitude': '40.66950985934628', 'longitude': '-73.7793100990455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871756,2023-09-20T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10003,799 BROADWAY,BROADWAY,EAST 10 STREET,EAST 11 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,02 MANHATTAN,1005620024,MANHATTAN,986657,206089,PHONE,Unspecified,MANHATTAN,40.732343039294804,-73.99131505658977,"{'latitude': '40.732343039294804', 'longitude': '-73.99131505658977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879643,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11223,514 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,EAST 5 STREET,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,15 BROOKLYN,,BROOKLYN,993700,155880,PHONE,Unspecified,BROOKLYN,40.59452577097911,-73.96597286124474,"{'latitude': '40.59452577097911', 'longitude': '-73.96597286124474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878330,2023-09-20T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3350 BRONX BOULEVARD,BRONX BOULEVARD,ROSEWOOD STREET,MAGENTA STREET,,,ADDRESS,BRONX,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-21T12:00:00.000,12 BRONX,2046220019,BRONX,1020110,257845,PHONE,Unspecified,BRONX,40.87432649509254,-73.87033352013222,"{'latitude': '40.87432649509254', 'longitude': '-73.87033352013222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879651,2023-09-20T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11239,400 SCHROEDERS AVENUE,SCHROEDERS AVENUE,GATEWAY DRIVE,JEROME STREET,,,ADDRESS,BROOKLYN,,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-25T12:00:00.000,05 BROOKLYN,3044520160,BROOKLYN,1018441,177295,PHONE,Unspecified,BROOKLYN,40.653244492736974,-73.87677817647999,"{'latitude': '40.653244492736974', 'longitude': '-73.87677817647999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,
