unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58899734,2023-09-22T09:49:44.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11365,164-01 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,ADDRESS,FRESH MEADOWS,In Progress,,,07 QUEENS,,QUEENS,1038543,209732,ONLINE,Unspecified,QUEENS,40.74217584266615,-73.80407078709295,"{'latitude': '40.74217584266615', 'longitude': '-73.80407078709295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",164 STREET,FRESH MEADOW LANE,164 STREET,FRESH MEADOW LANE,BOOTH MEMORIAL AVENUE,,,,,,,
58895684,2023-09-22T09:49:15.000,2023-09-23T13:05:37.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,306 SEVENTH AVENUE,SEVENTH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-23T03:52:48.000,06 BROOKLYN,3010000046,BROOKLYN,989551,182551,MOBILE,Unspecified,BROOKLYN,40.66773547372852,-73.980891445498,"{'latitude': '40.66773547372852', 'longitude': '-73.980891445498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 STREET,8 STREET,7 STREET,8 STREET,7 AVENUE,,,,,,,
58896736,2023-09-22T09:49:14.000,2023-09-22T11:22:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,148 COZINE AVENUE,COZINE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T11:22:58.000,05 BROOKLYN,3044147501,BROOKLYN,1015786,177769,PHONE,Unspecified,BROOKLYN,40.65455537122461,-73.88634437158368,"{'latitude': '40.65455537122461', 'longitude': '-73.88634437158368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW JERSEY AVENUE,VERMONT STREET,NEW JERSEY AVENUE,VERMONT STREET,COZINE AVENUE,,,,,,,
58893743,2023-09-22T09:49:12.000,2023-09-22T10:18:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,401 WEST  129 STREET,WEST  129 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:18:16.000,09 MANHATTAN,1019690040,MANHATTAN,997654,235728,MOBILE,Unspecified,MANHATTAN,40.81368449246657,-73.951576540477,"{'latitude': '40.81368449246657', 'longitude': '-73.951576540477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,WEST  129 STREET,,,,,,,
58901172,2023-09-22T09:49:02.000,2023-10-23T15:31:28.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11432,180-18 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,JAMAICA,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-23T15:31:31.000,12 QUEENS,4099160035,QUEENS,1044638,199132,PHONE,Unspecified,QUEENS,40.71304199753917,-73.78217073818253,"{'latitude': '40.71304199753917', 'longitude': '-73.78217073818253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDLAND PARKWAY,181 STREET,MIDLAND PARKWAY,181 STREET,HILLSIDE AVENUE,,,,,,,
58901274,2023-09-22T09:48:59.000,2023-09-27T11:32:53.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11356,20-27 129 STREET,129 STREET,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation cleaned the location.,2023-09-25T00:22:37.000,07 QUEENS,,QUEENS,1028662,223812,ONLINE,Unspecified,QUEENS,40.780876901090075,-73.83963561918388,"{'latitude': '40.780876901090075', 'longitude': '-73.83963561918388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20 AVENUE,23 AVENUE,20 AVENUE,23 AVENUE,129 STREET,,,,,,,
58894353,2023-09-22T09:48:28.000,2023-09-25T13:26:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,HINSDALE STREET,HINSDALE STREET,INTERSECTION,,Closed,The Department of Sanitation removed the items.,2023-09-25T10:12:53.000,05 BROOKLYN,,BROOKLYN,1012661,179688,ONLINE,Unspecified,BROOKLYN,40.65983317931408,-73.89759876441934,"{'latitude': '40.65983317931408', 'longitude': '-73.89759876441934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HINSDALE STREET,NEW LOTS AVENUE,HINSDALE STREET,NEW LOTS AVENUE,,,,,,,,
58902250,2023-09-22T09:48:19.000,2023-10-22T17:08:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10040,300 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,12 MANHATTAN,1021700307,MANHATTAN,1003140,250530,ONLINE,Unspecified,MANHATTAN,40.854301674144835,-73.93171607047358,"{'latitude': '40.854301674144835', 'longitude': '-73.93171607047358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58892444,2023-09-22T09:48:19.000,2023-10-22T17:08:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10040,300 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,12 MANHATTAN,1021700307,MANHATTAN,1003140,250530,ONLINE,Unspecified,MANHATTAN,40.854301674144835,-73.93171607047358,"{'latitude': '40.854301674144835', 'longitude': '-73.93171607047358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58902234,2023-09-22T09:48:19.000,2023-10-22T17:08:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,300 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,12 MANHATTAN,1021700307,MANHATTAN,1003140,250530,ONLINE,Unspecified,MANHATTAN,40.854301674144835,-73.93171607047358,"{'latitude': '40.854301674144835', 'longitude': '-73.93171607047358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58902744,2023-09-22T09:48:06.000,2023-10-14T13:06:14.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10016,55 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T22:07:46.000,06 MANHATTAN,1008930002,MANHATTAN,989858,212244,ONLINE,Unspecified,MANHATTAN,40.74923553254456,-73.97976006927014,"{'latitude': '40.74923553254456', 'longitude': '-73.97976006927014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,PARK AVENUE,,,,,,,
58901711,2023-09-22T09:47:59.000,2023-09-22T09:47:59.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11207,660 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-22T00:00:00.000,05 BROOKLYN,3038060023,BROOKLYN,1013577,182049,UNKNOWN,Unspecified,BROOKLYN,40.66631061075179,-73.89428697634027,"{'latitude': '40.66631061075179', 'longitude': '-73.89428697634027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58898883,2023-09-22T09:47:59.000,2023-11-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11208,234 RICHMOND STREET,RICHMOND STREET,ADDRESS,BROOKLYN,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-11-27T00:00:00.000,05 BROOKLYN,3041400024,BROOKLYN,1018510,187689,UNKNOWN,Unspecified,BROOKLYN,40.68177341297513,-73.87647668369507,"{'latitude': '40.68177341297513', 'longitude': '-73.87647668369507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58897590,2023-09-22T09:47:58.000,2023-09-22T09:47:58.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11230,1075 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-22T00:00:00.000,12 BROOKLYN,3065270051,BROOKLYN,992552,165973,UNKNOWN,Unspecified,BROOKLYN,40.62223013565234,-73.9700941207481,"{'latitude': '40.62223013565234', 'longitude': '-73.9700941207481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58892520,2023-09-22T09:47:53.000,2023-09-23T18:32:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11415,83-34 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,KEW GARDENS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,09 QUEENS,4033220119,QUEENS,1030770,196251,PHONE,Unspecified,QUEENS,40.70521813609999,-73.83221461713791,"{'latitude': '40.70521813609999', 'longitude': '-73.83221461713791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58894377,2023-09-22T09:47:53.000,2023-09-23T14:22:33.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11102,26-18 21 STREET,21 STREET,ADDRESS,ASTORIA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T05:50:53.000,01 QUEENS,4008850038,QUEENS,1004941,220928,ONLINE,Unspecified,QUEENS,40.77304844503966,-73.92529703924531,"{'latitude': '40.77304844503966', 'longitude': '-73.92529703924531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26 ROAD,27 AVENUE,26 ROAD,27 AVENUE,21 STREET,,,,,,,
58897929,2023-09-22T09:47:53.000,2023-09-23T18:32:06.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11415,83-34 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,KEW GARDENS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 QUEENS,4033220119,QUEENS,1030770,196251,PHONE,Unspecified,QUEENS,40.70521813609999,-73.83221461713791,"{'latitude': '40.70521813609999', 'longitude': '-73.83221461713791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58898048,2023-09-22T09:47:53.000,2023-09-23T18:32:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11415,83-34 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,KEW GARDENS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,09 QUEENS,4033220119,QUEENS,1030770,196251,PHONE,Unspecified,QUEENS,40.70521813609999,-73.83221461713791,"{'latitude': '40.70521813609999', 'longitude': '-73.83221461713791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58900255,2023-09-22T09:47:51.000,2023-09-22T14:47:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,39-01 23 STREET,23 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T14:47:35.000,01 QUEENS,4003940020,QUEENS,1001300,214482,PHONE,Unspecified,QUEENS,40.755363615232355,-73.93845888168163,"{'latitude': '40.755363615232355', 'longitude': '-73.93845888168163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,23 STREET,,,,,,,
58893905,2023-09-22T09:47:39.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10036,352 WEST   46 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,04 MANHATTAN,1010360054,MANHATTAN,987184,216315,PHONE,Unspecified,MANHATTAN,40.76041068400535,-73.98940907280777,"{'latitude': '40.76041068400535', 'longitude': '-73.98940907280777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58894386,2023-09-22T09:47:32.000,2023-09-22T20:44:25.000,DSNY,Department of Sanitation,Obstruction,Sign,Sidewalk,10024,2350 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T20:44:32.000,07 MANHATTAN,1012330016,MANHATTAN,990689,226370,ONLINE,Unspecified,MANHATTAN,40.788007164471,-73.97674735954031,"{'latitude': '40.788007164471', 'longitude': '-73.97674735954031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   85 STREET,WEST   86 STREET,WEST   85 STREET,WEST   86 STREET,BROADWAY,,,,,,,
58895715,2023-09-22T09:47:28.000,2023-09-25T12:19:15.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11205,524 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T12:19:18.000,03 BROOKLYN,3017880020,BROOKLYN,997047,190513,ONLINE,Unspecified,BROOKLYN,40.68958169685135,-73.95385544257626,"{'latitude': '40.68958169685135', 'longitude': '-73.95385544257626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,LAFAYETTE AVENUE,,,,,,,
58896760,2023-09-22T09:47:23.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11204,1747 71 STREET,71 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T09:08:39.000,11 BROOKLYN,3061710064,BROOKLYN,985674,163862,ONLINE,Unspecified,BROOKLYN,40.616439655074046,-73.99487084111344,"{'latitude': '40.616439655074046', 'longitude': '-73.99487084111344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,71 STREET,,,,,,,
58895640,2023-09-22T09:47:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-29T16:24:44.000,Unspecified MANHATTAN,,MANHATTAN,981602,198897,ONLINE,Unspecified,MANHATTAN,40.7126026696348,-74.00955169057023,"{'latitude': '40.7126026696348', 'longitude': '-74.00955169057023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,A,Mezzanine,,,,
58894385,2023-09-22T09:47:15.000,2023-09-26T20:43:21.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11225,1027 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T20:43:27.000,09 BROOKLYN,3012730065,BROOKLYN,996098,182884,ONLINE,Unspecified,BROOKLYN,40.668643143687405,-73.95729084289262,"{'latitude': '40.668643143687405', 'longitude': '-73.95729084289262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,PRESIDENT STREET,,,,,,,
58894777,2023-09-22T09:47:11.000,2023-09-22T11:27:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,795 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T11:27:10.000,03 BRONX,2029610002,BRONX,1012199,241785,MOBILE,Unspecified,BRONX,40.830275190940526,-73.89900589630429,"{'latitude': '40.830275190940526', 'longitude': '-73.89900589630429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,EAST  169 STREET,,,,,,,
