unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58929403,2023-09-26T07:10:16.000,2023-09-26T12:13:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2615 EAST   21 STREET,EAST   21 STREET,AVENUE Z,JEROME AVENUE,AVENUE Z,JEROME AVENUE,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T12:13:57.000,15 BROOKLYN,3074410371,BROOKLYN,998618,153671,MOBILE,Unspecified,BROOKLYN,40.58845590153275,-73.94826904679513,"{'latitude': '40.58845590153275', 'longitude': '-73.94826904679513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931788,2023-09-26T07:09:56.000,2023-10-02T12:26:57.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,11249,100 NORTH    7 STREET,NORTH    7 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    7 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-30T13:21:19.000,01 BROOKLYN,3023260010,BROOKLYN,995325,201329,ONLINE,Unspecified,BROOKLYN,40.7192713913988,-73.96004699350578,"{'latitude': '40.7192713913988', 'longitude': '-73.96004699350578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930688,2023-09-26T07:09:23.000,2023-09-26T07:37:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10034,4035 10 AVENUE,10 AVENUE,WEST  215 STREET,WEST  216 STREET,WEST  215 STREET,WEST  216 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T07:37:26.000,12 MANHATTAN,1022120001,MANHATTAN,1007746,256162,MOBILE,Unspecified,MANHATTAN,40.86974875156777,-73.91504647968779,"{'latitude': '40.86974875156777', 'longitude': '-73.91504647968779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927746,2023-09-26T07:09:04.000,2023-10-05T09:55:44.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11374,92-29 QUEENS BOULEVARD,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ADDRESS,REGO PARK,QUEENS BOULEVARD,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-10-05T09:55:47.000,06 QUEENS,4020757501,QUEENS,1020930,206137,ONLINE,Unspecified,QUEENS,40.73239905905272,-73.86765097100877,"{'latitude': '40.73239905905272', 'longitude': '-73.86765097100877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926682,2023-09-26T07:09:03.000,2023-09-26T10:07:09.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11419,94-10 120 STREET,120 STREET,ATLANTIC AVENUE,94 AVENUE,ATLANTIC AVENUE,94 AVENUE,ADDRESS,SOUTH RICHMOND HILL,120 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T10:07:14.000,09 QUEENS,,QUEENS,1032269,192186,MOBILE,Unspecified,QUEENS,40.69405267450102,-73.82683711566317,"{'latitude': '40.69405267450102', 'longitude': '-73.82683711566317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929652,2023-09-26T07:08:54.000,2023-09-26T07:41:45.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10016,45 EAST   28 STREET,EAST   28 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   28 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T07:41:50.000,05 MANHATTAN,1008580034,MANHATTAN,988368,210257,ONLINE,Unspecified,MANHATTAN,40.7437825356785,-73.98513887080247,"{'latitude': '40.7437825356785', 'longitude': '-73.98513887080247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930219,2023-09-26T07:08:47.000,2023-09-26T10:02:33.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11249,56 SOUTH   11 STREET,SOUTH   11 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,SOUTH   11 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T07:08:47.000,01 BROOKLYN,3021600018,BROOKLYN,993476,197060,MOBILE,Unspecified,BROOKLYN,40.707556126799034,-73.96672310133279,"{'latitude': '40.707556126799034', 'longitude': '-73.96672310133279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929401,2023-09-26T07:08:28.000,2023-09-26T17:21:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,75-28 60 LANE,60 LANE,75 AVENUE,ST FELIX AVENUE,75 AVENUE,ST FELIX AVENUE,ADDRESS,RIDGEWOOD,60 LANE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:21:34.000,05 QUEENS,4035840014,QUEENS,1013425,193614,MOBILE,Unspecified,QUEENS,40.69805438326074,-73.89478480784406,"{'latitude': '40.69805438326074', 'longitude': '-73.89478480784406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928139,2023-09-26T07:08:26.000,2023-09-26T12:02:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,2543 EAST   21 STREET,EAST   21 STREET,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T12:02:30.000,15 BROOKLYN,3074410363,BROOKLYN,998530,154272,MOBILE,Unspecified,BROOKLYN,40.59010566838184,-73.94858461432813,"{'latitude': '40.59010566838184', 'longitude': '-73.94858461432813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927167,2023-09-26T07:08:21.000,2023-09-26T08:29:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,50 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:27.000,11 MANHATTAN,1018080001,MANHATTAN,1003628,230443,ONLINE,Unspecified,MANHATTAN,40.7991675460131,-73.93001005544936,"{'latitude': '40.7991675460131', 'longitude': '-73.93001005544936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934398,2023-09-26T07:08:08.000,2023-10-11T13:07:26.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10019,132 WEST   58 STREET,WEST   58 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   58 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:47:28.000,05 MANHATTAN,1010100145,MANHATTAN,990403,218149,ONLINE,Unspecified,MANHATTAN,40.76544288738948,-73.97778769622414,"{'latitude': '40.76544288738948', 'longitude': '-73.97778769622414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932946,2023-09-26T07:08:02.000,2023-09-26T08:05:02.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10036,607 WEST   45 STREET,WEST   45 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-26T08:05:11.000,04 MANHATTAN,1010930021,MANHATTAN,984997,217231,MOBILE,Unspecified,MANHATTAN,40.76292532388832,-73.99730343514315,"{'latitude': '40.76292532388832', 'longitude': '-73.99730343514315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926563,2023-09-26T07:08:02.000,2023-09-26T08:45:32.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10036,607 WEST   45 STREET,WEST   45 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-26T08:45:37.000,04 MANHATTAN,1010930021,MANHATTAN,984997,217231,MOBILE,Unspecified,MANHATTAN,40.76292532388832,-73.99730343514315,"{'latitude': '40.76292532388832', 'longitude': '-73.99730343514315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933406,2023-09-26T07:07:54.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10473,2224 HOMER AVENUE,HOMER AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-19T00:00:00.000,09 BRONX,2036130042,BRONX,1026401,238783,UNKNOWN,Unspecified,BRONX,40.821979207745805,-73.8477057156485,"{'latitude': '40.821979207745805', 'longitude': '-73.8477057156485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934784,2023-09-26T07:07:00.000,2023-09-26T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,STILLWELL AVENUE,86 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T09:40:00.000,11 BROOKLYN,,BROOKLYN,988342,156687,UNKNOWN,Unspecified,BROOKLYN,40.59674491662976,-73.98526521941558,"{'latitude': '40.59674491662976', 'longitude': '-73.98526521941558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58935514,2023-09-26T07:06:59.000,2023-09-26T08:04:41.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10036,612 WEST   45 STREET,WEST   45 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-26T08:04:47.000,04 MANHATTAN,1010920016,MANHATTAN,984970,217239,MOBILE,Unspecified,MANHATTAN,40.76294728406852,-73.99740090048587,"{'latitude': '40.76294728406852', 'longitude': '-73.99740090048587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935513,2023-09-26T07:06:59.000,2023-09-26T11:07:28.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10036,612 WEST   45 STREET,WEST   45 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-26T11:07:30.000,04 MANHATTAN,1010920016,MANHATTAN,984970,217239,MOBILE,Unspecified,MANHATTAN,40.76294728406852,-73.99740090048587,"{'latitude': '40.76294728406852', 'longitude': '-73.99740090048587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926472,2023-09-26T07:06:38.000,2023-09-26T09:00:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,2975 TIBBETT AVENUE,TIBBETT AVENUE,DEAD END,WEST  230 STREET,DEAD END,WEST  230 STREET,ADDRESS,BRONX,TIBBETT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T09:00:38.000,08 BRONX,2057160725,BRONX,1009167,259668,MOBILE,Unspecified,BRONX,40.87936774027384,-73.90989559266617,"{'latitude': '40.87936774027384', 'longitude': '-73.90989559266617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931183,2023-09-26T07:06:10.000,2023-09-26T19:55:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,472 RUBY STREET,RUBY STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,05 BROOKLYN,3044710109,BROOKLYN,1023026,183600,ONLINE,Unspecified,BROOKLYN,40.6705314132955,-73.86021794406054,"{'latitude': '40.6705314132955', 'longitude': '-73.86021794406054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927337,2023-09-26T07:06:05.000,2023-09-26T19:16:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,458 RUBY STREET,RUBY STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,05 BROOKLYN,3044710109,BROOKLYN,1022994,183770,ONLINE,Unspecified,BROOKLYN,40.67099816476791,-73.86033232228087,"{'latitude': '40.67099816476791', 'longitude': '-73.86033232228087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929213,2023-09-26T07:05:28.000,2023-10-03T11:40:53.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,10019,225 WEST   57 STREET,WEST   57 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T10:41:14.000,05 MANHATTAN,1010297502,MANHATTAN,989425,218378,ONLINE,Unspecified,MANHATTAN,40.766072059733844,-73.98131809563033,"{'latitude': '40.766072059733844', 'longitude': '-73.98131809563033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929736,2023-09-26T07:05:09.000,2023-09-26T07:30:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,1760 THIRD AVENUE,THIRD AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T07:30:30.000,11 MANHATTAN,1016250033,MANHATTAN,998471,225694,MOBILE,Unspecified,MANHATTAN,40.78614262952058,-73.94864628750543,"{'latitude': '40.78614262952058', 'longitude': '-73.94864628750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932248,2023-09-26T07:05:00.000,2023-09-26T08:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PROSPECT PARK WEST,BARTEL PRITCHARD SQR,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T08:10:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,,
58925692,2023-09-26T07:05:00.000,2023-09-26T07:42:56.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11373,75-80 QUEENS BOULEVARD,QUEENS BOULEVARD,KNEELAND STREET,JACOBUS STREET,KNEELAND STREET,JACOBUS STREET,ADDRESS,ELMHURST,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T07:43:01.000,04 QUEENS,,QUEENS,1015426,208415,ONLINE,Unspecified,QUEENS,40.73867271444868,-73.88749996181807,"{'latitude': '40.73867271444868', 'longitude': '-73.88749996181807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934092,2023-09-26T07:04:36.000,2023-10-05T06:53:45.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11385,89-89 UNION TURNPIKE,UNION TURNPIKE,MARGARET PLACE,LIRR MONTAUK LINE,MARGARET PLACE,LIRR MONTAUK LINE,ADDRESS,RIDGEWOOD,UNION TURNPIKE,Closed,This request required re-assignment to a new DOT unit.,2023-10-05T06:53:59.000,06 QUEENS,4038860380,QUEENS,1024412,196761,MOBILE,Unspecified,QUEENS,40.70664910607482,-73.85514316099588,"{'latitude': '40.70664910607482', 'longitude': '-73.85514316099588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929415,2023-09-26T07:03:47.000,2023-09-26T11:50:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,76 BAY    8 STREET,BAY    8 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:50:27.000,11 BROOKLYN,3063580059,BROOKLYN,981017,161710,ONLINE,Unspecified,BROOKLYN,40.61053238372868,-74.01164403325879,"{'latitude': '40.61053238372868', 'longitude': '-74.01164403325879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
