unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58935292,2023-09-26T14:02:44.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11206,177 LEONARD STREET,LEONARD STREET,STAGG STREET,TEN EYCK STREET,STAGG STREET,TEN EYCK STREET,ADDRESS,BROOKLYN,LEONARD STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T09:23:37.000,01 BROOKLYN,3030230025,BROOKLYN,998958,197838,PHONE,Unspecified,BROOKLYN,40.70968413795859,-73.94694859433284,"{'latitude': '40.70968413795859', 'longitude': '-73.94694859433284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926689,2023-09-26T14:02:19.000,2023-09-26T16:04:19.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10023,1886 BROADWAY,BROADWAY,WEST   62 STREET,WEST   63 STREET,WEST   62 STREET,WEST   63 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-26T16:04:24.000,07 MANHATTAN,1011157503,MANHATTAN,989198,220115,ONLINE,Unspecified,MANHATTAN,40.77083980344637,-73.98213629361037,"{'latitude': '40.77083980344637', 'longitude': '-73.98213629361037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933246,2023-09-26T14:02:08.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11204,2332 62 STREET,62 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-28T00:00:00.000,11 BROOKLYN,3065570019,BROOKLYN,990751,162867,UNKNOWN,Unspecified,BROOKLYN,40.61370631535473,-73.97658476336548,"{'latitude': '40.61370631535473', 'longitude': '-73.97658476336548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926389,2023-09-26T14:02:07.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11412,189-31 LINDEN BOULEVARD,LINDEN BOULEVARD,FARMERS BOULEVARD,190 STREET,FARMERS BOULEVARD,190 STREET,ADDRESS,SAINT ALBANS,LINDEN BOULEVARD,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T09:49:26.000,12 QUEENS,4110590022,QUEENS,1050272,191405,ONLINE,Unspecified,QUEENS,40.69179302483796,-73.76192383996354,"{'latitude': '40.69179302483796', 'longitude': '-73.76192383996354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931346,2023-09-26T14:02:07.000,2023-09-27T17:00:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,2961 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,07 BRONX,2032920001,BRONX,1016300,255928,PHONE,Unspecified,BRONX,40.86907957927509,-73.88411928440486,"{'latitude': '40.86907957927509', 'longitude': '-73.88411928440486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929891,2023-09-26T14:02:07.000,2023-09-27T17:00:41.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2961 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2032920001,BRONX,1016300,255928,PHONE,Unspecified,BRONX,40.86907957927509,-73.88411928440486,"{'latitude': '40.86907957927509', 'longitude': '-73.88411928440486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931473,2023-09-26T14:01:58.000,2023-10-16T10:27:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11420,130-58 117 STREET,117 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,117 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-16T10:27:07.000,10 QUEENS,4117230062,QUEENS,1033705,184957,PHONE,Unspecified,QUEENS,40.67420285220687,-73.82171178134504,"{'latitude': '40.67420285220687', 'longitude': '-73.82171178134504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928535,2023-09-26T14:01:44.000,2023-09-30T18:27:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11372,70-46 BROADWAY,BROADWAY,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,03 QUEENS,4012820127,QUEENS,1013462,211815,PHONE,Unspecified,QUEENS,40.748011563767115,-73.89457237318435,"{'latitude': '40.748011563767115', 'longitude': '-73.89457237318435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926408,2023-09-26T14:01:42.000,2023-09-28T08:39:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10028,439 EAST   84 STREET,EAST   84 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   84 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T14:01:42.000,08 MANHATTAN,1015640017,MANHATTAN,998270,221696,PHONE,Unspecified,MANHATTAN,40.77516950112365,-73.94938046491654,"{'latitude': '40.77516950112365', 'longitude': '-73.94938046491654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927992,2023-09-26T14:01:41.000,2023-10-27T00:00:47.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,11361,206-26 NORTHERN BOULEVARD,NORTHERN BOULEVARD,CLEARVIEW EXPRESSWAY,207 STREET,CLEARVIEW EXPRESSWAY,207 STREET,ADDRESS,BAYSIDE,NORTHERN BOULEVARD,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-27T00:00:50.000,11 QUEENS,4073050005,QUEENS,1046076,215647,PHONE,Unspecified,QUEENS,40.75836151707437,-73.77683189261465,"{'latitude': '40.75836151707437', 'longitude': '-73.77683189261465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928851,2023-09-26T14:01:30.000,2023-09-26T17:59:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,92 STREET,92 STREET,92 STREET,93 AVENUE,92 STREET,93 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T17:59:27.000,09 QUEENS,,QUEENS,1025631,190014,PHONE,Unspecified,QUEENS,40.68812457149198,-73.85078791606631,"{'latitude': '40.68812457149198', 'longitude': '-73.85078791606631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932790,2023-09-26T14:01:23.000,2023-09-26T14:35:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11101,40-32 28 STREET,28 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,28 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T14:01:23.000,01 QUEENS,4004050037,QUEENS,1001747,213330,MOBILE,Unspecified,QUEENS,40.752200795196025,-73.93684845588514,"{'latitude': '40.752200795196025', 'longitude': '-73.93684845588514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928393,2023-09-26T14:01:18.000,2023-09-26T14:23:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,960 PROSPECT AVENUE,PROSPECT AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,PROSPECT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:23:25.000,02 BRONX,2026907504,BRONX,1011834,239041,ONLINE,Unspecified,BRONX,40.82274484506378,-73.90033610913176,"{'latitude': '40.82274484506378', 'longitude': '-73.90033610913176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926351,2023-09-26T14:01:12.000,2023-09-27T15:05:49.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10003,15 EAST    2 STREET,EAST    2 STREET,BOND STREET,2 AVENUE,BOND STREET,2 AVENUE,ADDRESS,NEW YORK,EAST    2 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T15:05:53.000,03 MANHATTAN,1004570009,MANHATTAN,986647,203538,ONLINE,Unspecified,MANHATTAN,40.72534116993797,-73.99135204732238,"{'latitude': '40.72534116993797', 'longitude': '-73.99135204732238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930777,2023-09-26T14:01:07.000,2023-09-26T14:21:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:21:35.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932281,2023-09-26T14:00:43.000,2023-09-26T14:26:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11222,2 MONITOR STREET,MONITOR STREET,RICHARDSON STREET,HERBERT STREET,RICHARDSON STREET,HERBERT STREET,ADDRESS,BROOKLYN,MONITOR STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T14:26:07.000,01 BROOKLYN,3028330026,BROOKLYN,1000449,201343,MOBILE,Unspecified,BROOKLYN,40.719301919468236,-73.94156216034182,"{'latitude': '40.719301919468236', 'longitude': '-73.94156216034182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930439,2023-09-26T14:00:40.000,2023-09-28T14:46:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11218,1555 41 STREET,41 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,41 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T14:21:18.000,12 BROOKLYN,3053640056,BROOKLYN,989300,171027,PHONE,Unspecified,BROOKLYN,40.63610475036385,-73.9818048556176,"{'latitude': '40.63610475036385', 'longitude': '-73.9818048556176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934011,2023-09-26T14:00:38.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11234,1465 EAST   45 STREET,EAST   45 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   45 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-11T10:34:16.000,18 BROOKLYN,3078250027,BROOKLYN,1003033,166897,ONLINE,Unspecified,BROOKLYN,40.62475030045347,-73.93233637858847,"{'latitude': '40.62475030045347', 'longitude': '-73.93233637858847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927115,2023-09-26T14:00:00.000,2023-09-27T02:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10065,,,,,3 AVENUE,EAST 68 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T02:20:00.000,08 MANHATTAN,,MANHATTAN,994646,218785,UNKNOWN,Unspecified,MANHATTAN,40.76718457129881,-73.96246950211095,"{'latitude': '40.76718457129881', 'longitude': '-73.96246950211095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931100,2023-09-26T13:59:37.000,2023-09-26T16:04:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11374,65 ROAD,65 ROAD,65 ROAD,WETHEROLE STREET,65 ROAD,WETHEROLE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T16:04:38.000,06 QUEENS,,QUEENS,1023215,203979,ONLINE,Unspecified,QUEENS,40.726466113047756,-73.85941872823813,"{'latitude': '40.726466113047756', 'longitude': '-73.85941872823813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935323,2023-09-26T13:59:24.000,2023-09-27T08:50:40.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Commercial Building,11354,136-04 NORTHERN BOULEVARD,NORTHERN BOULEVARD,MAIN STREET,FARRINGTON STREET,MAIN STREET,FARRINGTON STREET,ADDRESS,FLUSHING,NORTHERN BOULEVARD,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-27T08:50:40.000,07 QUEENS,4049777502,QUEENS,1030837,217295,ONLINE,Unspecified,QUEENS,40.762978274551706,-73.83182725032121,"{'latitude': '40.762978274551706', 'longitude': '-73.83182725032121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928278,2023-09-26T13:59:12.000,2023-09-26T16:14:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,34-06 45 STREET,45 STREET,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,ADDRESS,LONG ISLAND CITY,45 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T16:14:50.000,01 QUEENS,4007040027,QUEENS,1007238,214219,PHONE,Unspecified,QUEENS,40.75462830322828,-73.91702687937605,"{'latitude': '40.75462830322828', 'longitude': '-73.91702687937605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927035,2023-09-26T13:59:11.000,2023-09-26T14:42:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,3401 AVENUE I,AVENUE I,EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,ADDRESS,BROOKLYN,AVENUE I,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T14:42:38.000,18 BROOKLYN,3075800010,BROOKLYN,999997,168653,PHONE,Unspecified,BROOKLYN,40.629576066940636,-73.94326912317659,"{'latitude': '40.629576066940636', 'longitude': '-73.94326912317659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930496,2023-09-26T13:59:07.000,2023-09-26T13:59:07.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10013,388 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,01 MANHATTAN,1001950003,MANHATTAN,983473,200972,UNKNOWN,Unspecified,MANHATTAN,40.71829841040898,-74.00280298255403,"{'latitude': '40.71829841040898', 'longitude': '-74.00280298255403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
