unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58865937,2023-09-19T19:08:01.000,2023-09-27T07:57:35.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10462,2198 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BRONX,BRONX,1021145,251285,PHONE,Unspecified,BRONX,40.85631703985628,-73.86662717636435,"{'latitude': '40.85631703985628', 'longitude': '-73.86662717636435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2043190025,,,,,,,,
58864053,2023-09-19T19:08:01.000,2023-09-27T07:57:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,2198 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BRONX,BRONX,1021145,251285,PHONE,Unspecified,BRONX,40.85631703985628,-73.86662717636435,"{'latitude': '40.85631703985628', 'longitude': '-73.86662717636435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2043190025,,,,,,,,
58856289,2023-09-19T19:08:01.000,2023-09-27T07:57:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,2198 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BRONX,BRONX,1021145,251285,PHONE,Unspecified,BRONX,40.85631703985628,-73.86662717636435,"{'latitude': '40.85631703985628', 'longitude': '-73.86662717636435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2043190025,,,,,,,,
58862192,2023-09-19T19:08:00.000,2023-09-19T21:20:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11203,226 EAST   43 STREET,EAST   43 STREET,CHURCH AVE,SNYDER AVE,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-19T21:20:00.000,17 BROOKLYN,BROOKLYN,1001720,176224,PHONE,Unspecified,BROOKLYN,40.65035360562476,-73.93704216149771,"{'latitude': '40.65035360562476', 'longitude': '-73.93704216149771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3048960027,,,,,,,,
58859451,2023-09-19T19:07:42.000,2023-09-19T19:26:18.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10065,440 EAST   62 STREET,EAST   62 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:26:21.000,08 MANHATTAN,MANHATTAN,995675,216422,MOBILE,Unspecified,MANHATTAN,40.76069747646119,-73.95875873607663,"{'latitude': '40.76069747646119', 'longitude': '-73.95875873607663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   62 STREET,1014560026,,,,,,,,
58863993,2023-09-19T19:07:33.000,2023-09-22T11:54:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10025,318 WEST  104 STREET,WEST  104 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 MANHATTAN,MANHATTAN,992575,230922,ONLINE,Unspecified,MANHATTAN,40.800499596742235,-73.96993095791588,"{'latitude': '40.800499596742235', 'longitude': '-73.96993095791588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1018900070,,,,,,,,
58861350,2023-09-19T19:07:30.000,2023-09-19T20:40:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11378,64-25 PERRY AVENUE,PERRY AVENUE,64 STREET,REMSEN PLACE,64 STREET,REMSEN PLACE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T20:40:46.000,05 QUEENS,QUEENS,1011611,202960,MOBILE,Unspecified,QUEENS,40.72371271106966,-73.90128873545498,"{'latitude': '40.72371271106966', 'longitude': '-73.90128873545498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,PERRY AVENUE,4027150041,,,,,,,,
58859181,2023-09-19T19:07:30.000,2023-09-19T21:15:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11362,58-19 256 STREET,256 STREET,58 AVENUE,60 AVENUE,58 AVENUE,60 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:15:52.000,11 QUEENS,QUEENS,1060670,216818,PHONE,Unspecified,QUEENS,40.76146150055865,-73.72414016330788,"{'latitude': '40.76146150055865', 'longitude': '-73.72414016330788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LITTLE NECK,256 STREET,,,,,,,,,
58863494,2023-09-19T19:07:14.000,2023-09-19T19:31:55.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10002,155 CHRYSTIE STREET,CHRYSTIE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:32:00.000,03 MANHATTAN,MANHATTAN,986285,201757,MOBILE,Unspecified,MANHATTAN,40.72045284655987,-73.99265861789823,"{'latitude': '40.72045284655987', 'longitude': '-73.99265861789823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,CHRYSTIE STREET,1004250037,,,,,,,,
58860084,2023-09-19T19:07:14.000,2023-09-27T20:39:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10027,504 WEST  126 STREET,WEST  126 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 MANHATTAN,MANHATTAN,996437,236002,ONLINE,Unspecified,MANHATTAN,40.814438308548404,-73.95597259174166,"{'latitude': '40.814438308548404', 'longitude': '-73.95597259174166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1019820031,,,,,,,,
58864743,2023-09-19T19:07:12.000,2023-09-21T12:52:00.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,10314,270 GRAVES STREET,GRAVES STREET,PORTAGE AVENUE,BRIELLE AVENUE,PORTAGE AVENUE,BRIELLE AVENUE,ADDRESS,Closed,The Department of Sanitation removed the items.,2023-09-20T12:26:32.000,02 STATEN ISLAND,STATEN ISLAND,948441,157482,ONLINE,Unspecified,STATEN ISLAND,40.598855632676035,-74.12894785573464,"{'latitude': '40.598855632676035', 'longitude': '-74.12894785573464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,GRAVES STREET,5008190032,,,,,,,,
58865888,2023-09-19T19:06:58.000,2023-09-21T12:30:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10035,1982 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,11 MANHATTAN,MANHATTAN,1001075,231442,ONLINE,Unspecified,MANHATTAN,40.80191475732544,-73.93922853821798,"{'latitude': '40.80191475732544', 'longitude': '-73.93922853821798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700158,,,,,,,,
58861908,2023-09-19T19:06:58.000,2023-09-19T19:36:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2400 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:36:36.000,05 BRONX,BRONX,1011599,253005,ONLINE,Unspecified,BRONX,40.8610726526304,-73.90112824093595,"{'latitude': '40.8610726526304', 'longitude': '-73.90112824093595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WALTON AVENUE,2031840012,,,,,,,,
58857958,2023-09-19T19:06:54.000,2023-09-19T19:25:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,640 WEST  170 STREET,WEST  170 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:25:54.000,12 MANHATTAN,MANHATTAN,1000770,246361,MOBILE,Unspecified,MANHATTAN,40.84286375516023,-73.94029346036494,"{'latitude': '40.84286375516023', 'longitude': '-73.94029346036494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  170 STREET,1021380143,,,,,,,,
58868930,2023-09-19T19:06:42.000,2023-09-19T19:53:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:53:30.000,02 BROOKLYN,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CLASSON AVENUE,3019330121,,,,,,,,
58861167,2023-09-19T19:06:17.000,2023-09-19T19:54:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1058 EAST   81 STREET,EAST   81 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:54:20.000,18 BROOKLYN,BROOKLYN,1009327,170065,MOBILE,Unspecified,BROOKLYN,40.633430207774964,-73.90965120259548,"{'latitude': '40.633430207774964', 'longitude': '-73.90965120259548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   81 STREET,3080320068,,,,,,,,
58863353,2023-09-19T19:06:02.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,,85 AVENUE,85 AVENUE,,,,,ADDRESS,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,Unspecified QUEENS,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,
58856980,2023-09-19T19:05:54.000,2023-09-23T13:49:33.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11213,491 HERKIMER STREET,HERKIMER STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T05:14:31.000,03 BROOKLYN,BROOKLYN,1001717,186648,ONLINE,Unspecified,BROOKLYN,40.678965172360684,-73.9370259666691,"{'latitude': '40.678965172360684', 'longitude': '-73.9370259666691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HERKIMER STREET,3016997503,,,,,,,,
58869391,2023-09-19T19:05:16.000,2023-09-19T19:37:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,307 EAST  188 STREET,EAST  188 STREET,TIEBOUT AVENUE,ELM PLACE,TIEBOUT AVENUE,ELM PLACE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:37:40.000,05 BRONX,BRONX,1013253,252869,ONLINE,Unspecified,BRONX,40.86069409487169,-73.89514931509905,"{'latitude': '40.86069409487169', 'longitude': '-73.89514931509905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  188 STREET,2030230099,,,,,,,,
58860260,2023-09-19T19:05:14.000,2023-09-19T21:07:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10466,4115 GRACE AVENUE,GRACE AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T21:07:26.000,12 BRONX,BRONX,1026918,264706,MOBILE,Unspecified,BRONX,40.89312748165494,-73.84567275415766,"{'latitude': '40.89312748165494', 'longitude': '-73.84567275415766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,GRACE AVENUE,2050140043,,,,,,,,
58857085,2023-09-19T19:04:57.000,2023-09-21T09:27:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,11235,2860 OCEAN AVENUE,OCEAN AVENUE,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-21T09:27:20.000,15 BROOKLYN,BROOKLYN,998152,154817,ONLINE,Unspecified,BROOKLYN,40.59160218495149,-73.94994448822818,"{'latitude': '40.59160218495149', 'longitude': '-73.94994448822818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,OCEAN AVENUE,3074210016,,,,,,,,
58857462,2023-09-19T19:04:37.000,2023-09-19T20:07:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,DEKALB AVENUE,DEKALB AVENUE,DEKALB AVENUE,STEUBEN STREET,DEKALB AVENUE,STEUBEN STREET,INTERSECTION,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T20:07:52.000,02 BROOKLYN,BROOKLYN,994717,190709,PHONE,Unspecified,BROOKLYN,40.6901227339264,-73.96225685752235,"{'latitude': '40.6901227339264', 'longitude': '-73.96225685752235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58869831,2023-09-19T19:04:36.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,328 BRADLEY AVENUE,BRADLEY AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,947735,159056,ONLINE,Unspecified,STATEN ISLAND,40.60317305774225,-74.13149865957139,"{'latitude': '40.60317305774225', 'longitude': '-74.13149865957139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5008210015,,,,,,,,
58856268,2023-09-19T19:04:34.000,2023-09-21T00:16:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11212,117 REMSEN AVENUE,REMSEN AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,17 BROOKLYN,BROOKLYN,1003890,180142,PHONE,Unspecified,BROOKLYN,40.66110310776753,-73.92921057636282,"{'latitude': '40.66110310776753', 'longitude': '-73.92921057636282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3045930062,,,,,,,,
58859557,2023-09-19T19:04:23.000,2023-09-19T19:32:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,104-68 43 AVENUE,43 AVENUE,104 STREET,108 STREET,104 STREET,108 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T19:32:24.000,04 QUEENS,QUEENS,1023000,211808,PHONE,Unspecified,QUEENS,40.74795569847736,-73.86014932690443,"{'latitude': '40.74795569847736', 'longitude': '-73.86014932690443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,43 AVENUE,4019870027,,,,,,,,
58865570,2023-09-19T19:04:20.000,2023-09-19T22:13:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,722 CALHOUN AVENUE,CALHOUN AVENUE,RANDALL AVENUE,PHILIP AVENUE,RANDALL AVENUE,PHILIP AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:13:45.000,10 BRONX,BRONX,1032867,240154,ONLINE,Unspecified,BRONX,40.825708984626935,-73.82433376496918,"{'latitude': '40.825708984626935', 'longitude': '-73.82433376496918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CALHOUN AVENUE,2055440125,,,,,,,,
58863552,2023-09-19T19:04:09.000,2023-09-19T19:43:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11436,114-81 145 STREET,145 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:43:22.000,12 QUEENS,QUEENS,1040199,188334,ONLINE,Unspecified,QUEENS,40.68343326756278,-73.7982725666852,"{'latitude': '40.68343326756278', 'longitude': '-73.7982725666852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,145 STREET,4119750039,,,,,,,,
