unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58823188,2023-09-15T01:43:00.000,2023-09-16T07:55:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10025,163 WEST   97 STREET,WEST   97 STREET,AMSTERDAM AVE,COLUMBUS AVE,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T07:55:00.000,07 MANHATTAN,1018520099,MANHATTAN,992795,228715,UNKNOWN,Unspecified,MANHATTAN,40.794441772310265,-73.96913914902804,"{'latitude': '40.794441772310265', 'longitude': '-73.96913914902804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864637,2023-09-15T01:42:57.000,2023-09-15T01:58:52.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11433,108-55 157 STREET,157 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,157 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T01:58:56.000,12 QUEENS,4101460035,QUEENS,1041133,192156,MOBILE,N/A,QUEENS,40.69391779771837,-73.79487271682491,"{'latitude': '40.69391779771837', 'longitude': '-73.79487271682491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58850382,2023-09-15T01:42:45.000,2023-09-18T14:07:22.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10457,2072 ANTHONY AVENUE,ANTHONY AVENUE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,ADDRESS,BRONX,ANTHONY AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-18T14:07:26.000,05 BRONX,2031560049,BRONX,1011361,249971,ONLINE,Unspecified,BRONX,40.85274596970766,-73.90200092574528,"{'latitude': '40.85274596970766', 'longitude': '-73.90200092574528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857622,2023-09-15T01:42:32.000,2023-09-15T05:21:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,2010 GROVE STREET,GROVE STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,GROVE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T05:22:05.000,05 QUEENS,,QUEENS,1010184,197050,PHONE,Unspecified,QUEENS,40.70749548306831,-73.90645973897915,"{'latitude': '40.70749548306831', 'longitude': '-73.90645973897915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815224,2023-09-15T01:42:18.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10034,4785 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,12 MANHATTAN,1022370075,MANHATTAN,1004662,254764,UNKNOWN,Unspecified,MANHATTAN,40.865919339070196,-73.92620142435798,"{'latitude': '40.865919339070196', 'longitude': '-73.92620142435798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:42:18.000,,,,,
58821036,2023-09-15T01:41:58.000,2023-10-02T15:20:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11209,8415 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,10 BROOKLYN,3060260001,BROOKLYN,976508,166582,ONLINE,Unspecified,BROOKLYN,40.62390222032294,-74.02788931786523,"{'latitude': '40.62390222032294', 'longitude': '-74.02788931786523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816348,2023-09-15T01:41:35.000,2023-10-05T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10034,4930 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-06T10:43:18.000,12 MANHATTAN,1022350020,MANHATTAN,1005925,255353,UNKNOWN,Unspecified,MANHATTAN,40.86753295354282,-73.921633207633,"{'latitude': '40.86753295354282', 'longitude': '-73.921633207633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:41:35.000,,,,,
58868530,2023-09-15T01:41:24.000,2023-09-22T09:35:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,605 JEROME STREET,JEROME STREET,LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,JEROME STREET,Closed,The Department of Sanitation removed the items.,2023-09-20T12:44:59.000,05 BROOKLYN,3040920001,BROOKLYN,1016193,181933,MOBILE,Unspecified,BROOKLYN,40.665983165042654,-73.88485782076056,"{'latitude': '40.665983165042654', 'longitude': '-73.88485782076056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865701,2023-09-15T01:41:22.000,2023-09-15T02:09:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,17 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,BROADWAY,NASSAU STREET,ADDRESS,NEW YORK,JOHN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T02:09:53.000,01 MANHATTAN,1000790010,MANHATTAN,981769,197918,ONLINE,Unspecified,MANHATTAN,40.70991559575226,-74.00894893844665,"{'latitude': '40.70991559575226', 'longitude': '-74.00894893844665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863526,2023-09-15T01:40:55.000,2023-09-15T01:53:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,66-28 FOREST AVENUE,FOREST AVENUE,GRANDVIEW AVENUE,WOODBINE STREET,GRANDVIEW AVENUE,WOODBINE STREET,ADDRESS,RIDGEWOOD,FOREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:53:26.000,05 QUEENS,4034890032,QUEENS,1011111,196833,ONLINE,Unspecified,QUEENS,40.70689710411462,-73.90311704974741,"{'latitude': '40.70689710411462', 'longitude': '-73.90311704974741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811667,2023-09-15T01:40:53.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2109 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,11 MANHATTAN,1016800025,MANHATTAN,1001149,227516,UNKNOWN,Unspecified,MANHATTAN,40.79113881482886,-73.93897113184111,"{'latitude': '40.79113881482886', 'longitude': '-73.93897113184111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:40:53.000,,,,,
58869620,2023-09-15T01:40:16.000,2023-09-15T02:55:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,101 STANTON STREET,STANTON STREET,ORCHARD STREET,LUDLOW STREET,ORCHARD STREET,LUDLOW STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T02:55:07.000,03 MANHATTAN,1004110018,MANHATTAN,987583,202061,ONLINE,Unspecified,MANHATTAN,40.721286859418704,-73.98797585611945,"{'latitude': '40.721286859418704', 'longitude': '-73.98797585611945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815238,2023-09-15T01:40:11.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10029,2127 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,11 MANHATTAN,1016810026,MANHATTAN,1001292,227774,UNKNOWN,Unspecified,MANHATTAN,40.791846680545554,-73.93845404869647,"{'latitude': '40.791846680545554', 'longitude': '-73.93845404869647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:40:11.000,,,,,
58865556,2023-09-15T01:40:05.000,2023-09-15T01:59:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11432,89-38 164 STREET,164 STREET,89 AVENUE,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T01:59:16.000,12 QUEENS,4097930069,QUEENS,1040552,196943,MOBILE,Unspecified,QUEENS,40.70706067325045,-73.79692784991464,"{'latitude': '40.70706067325045', 'longitude': '-73.79692784991464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869049,2023-09-15T01:40:00.000,2023-09-15T02:21:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,1625 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,WILLIAMSBRIDGE ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:21:46.000,11 BRONX,2041070025,BRONX,1025891,248146,ONLINE,Unspecified,BRONX,40.84768032016618,-73.84949024971174,"{'latitude': '40.84768032016618', 'longitude': '-73.84949024971174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863168,2023-09-15T01:39:55.000,2023-09-15T03:04:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11208,31 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,HILL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:04:12.000,05 BROOKLYN,3041650044,BROOKLYN,1019781,186582,MOBILE,Unspecified,BROOKLYN,40.67872994174911,-73.8718999776332,"{'latitude': '40.67872994174911', 'longitude': '-73.8718999776332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863783,2023-09-15T01:39:32.000,2023-09-15T01:53:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,361 EAST   10 STREET,EAST   10 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:53:16.000,03 MANHATTAN,1003930055,MANHATTAN,990043,203975,ONLINE,Unspecified,MANHATTAN,40.726539056574374,-73.97909950322429,"{'latitude': '40.726539056574374', 'longitude': '-73.97909950322429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818654,2023-09-15T01:39:29.000,2023-09-21T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10035,2411 SECOND AVENUE,SECOND AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,11 MANHATTAN,1017880027,MANHATTAN,1002453,231392,UNKNOWN,Unspecified,MANHATTAN,40.80177478964153,-73.93425137546102,"{'latitude': '40.80177478964153', 'longitude': '-73.93425137546102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:39:29.000,,,,,
58857626,2023-09-15T01:39:29.000,2023-09-15T09:07:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1599 WEST    8 STREET,WEST    8 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,WEST    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T09:07:26.000,11 BROOKLYN,3065990054,BROOKLYN,989352,160763,PHONE,Unspecified,BROOKLYN,40.60793218402825,-73.98162525700013,"{'latitude': '40.60793218402825', 'longitude': '-73.98162525700013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867443,2023-09-15T01:39:01.000,2023-09-15T02:02:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11368,41-19 108 STREET,108 STREET,41 AVENUE,42 AVENUE,41 AVENUE,42 AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T02:02:08.000,04 QUEENS,4019970066,QUEENS,1023512,212494,PHONE,Unspecified,QUEENS,40.74983633479246,-73.8582974916859,"{'latitude': '40.74983633479246', 'longitude': '-73.8582974916859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815070,2023-09-15T01:38:47.000,2023-10-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2151 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-20T06:45:45.000,11 MANHATTAN,1016600026,MANHATTAN,1000779,228398,UNKNOWN,Unspecified,MANHATTAN,40.79356036613689,-73.94030517482538,"{'latitude': '40.79356036613689', 'longitude': '-73.94030517482538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:38:47.000,,,,,
58816222,2023-09-15T01:38:04.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2137 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,11 MANHATTAN,1016590028,MANHATTAN,1000678,228214,UNKNOWN,Unspecified,MANHATTAN,40.793055524300016,-73.94067038838055,"{'latitude': '40.793055524300016', 'longitude': '-73.94067038838055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:38:04.000,,,,,
58824709,2023-09-15T01:38:00.000,2023-09-15T18:01:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11226,,,,,DITMAS AVENUE,EAST 21 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T18:01:00.000,14 BROOKLYN,,BROOKLYN,995905,172362,ONLINE,Unspecified,BROOKLYN,40.639762811695014,-73.95800474459968,"{'latitude': '40.639762811695014', 'longitude': '-73.95800474459968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58858463,2023-09-15T01:37:45.000,2023-09-15T01:37:45.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11228,1401 78 STREET,78 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-15T01:37:45.000,11 BROOKLYN,3062450001,BROOKLYN,982396,164089,MOBILE,Unspecified,BROOKLYN,40.61706264348464,-74.00667805430554,"{'latitude': '40.61706264348464', 'longitude': '-74.00667805430554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817358,2023-09-15T01:37:22.000,2023-11-01T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2122 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-11-02T11:56:23.000,11 MANHATTAN,1016810001,MANHATTAN,1000599,228063,UNKNOWN,Unspecified,MANHATTAN,40.79264121666656,-73.94095606384037,"{'latitude': '40.79264121666656', 'longitude': '-73.94095606384037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-11-25T11:47:28.000,,,,,
58865334,2023-09-15T01:37:16.000,2023-09-15T05:09:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,1473 TELLER AVENUE,TELLER AVENUE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,TELLER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:09:35.000,04 BRONX,2027840055,BRONX,1009457,245005,PHONE,Unspecified,BRONX,40.83912140800182,-73.90890204373869,"{'latitude': '40.83912140800182', 'longitude': '-73.90890204373869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815071,2023-09-15T01:36:40.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2039 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,11 MANHATTAN,1016540028,MANHATTAN,1000015,227018,UNKNOWN,Unspecified,MANHATTAN,40.78977403478135,-73.94306761502507,"{'latitude': '40.78977403478135', 'longitude': '-73.94306761502507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-10-15T01:36:40.000,,,,,
58856083,2023-09-15T01:36:34.000,2023-09-15T07:21:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,163 OCEAN AVENUE,OCEAN AVENUE,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T07:21:29.000,09 BROOKLYN,3050260011,BROOKLYN,994633,179408,MOBILE,Unspecified,BROOKLYN,40.659104133812114,-73.96257716379512,"{'latitude': '40.659104133812114', 'longitude': '-73.96257716379512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856451,2023-09-15T01:36:22.000,2023-09-15T10:01:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10475,3290 BOLLER AVENUE,BOLLER AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,ADDRESS,BRONX,BOLLER AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T10:02:00.000,12 BRONX,2052320023,BRONX,1030118,259451,ONLINE,Unspecified,BRONX,40.87868812630584,-73.83413458879762,"{'latitude': '40.87868812630584', 'longitude': '-73.83413458879762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
