unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough,road_ramp
58939690,2023-09-27T22:53:01.000,2023-09-28T00:06:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,1531 HONE AVENUE,HONE AVENUE,EAST TREMONT AVENUE,DEAD END,EAST TREMONT AVENUE,DEAD END,ADDRESS,BRONX,HONE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:06:09.000,11 BRONX,BRONX,1025463,246635,ONLINE,Unspecified,BRONX,40.84353508313158,-73.85104652265082,"{'latitude': '40.84353508313158', 'longitude': '-73.85104652265082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943823,2023-09-27T22:52:55.000,2023-09-27T23:03:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:03:53.000,09 BROOKLYN,BROOKLYN,994992,179735,MOBILE,Unspecified,BROOKLYN,40.66000124850346,-73.96128272045006,"{'latitude': '40.66000124850346', 'longitude': '-73.96128272045006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050260075,,,,,,,
58940160,2023-09-27T22:52:54.000,2023-10-04T22:36:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10001,214 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,05 MANHATTAN,MANHATTAN,986141,212071,PHONE,Unspecified,MANHATTAN,40.74876226721215,-73.99317520741661,"{'latitude': '40.74876226721215', 'longitude': '-73.99317520741661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007790052,,,,,,,
58943971,2023-09-27T22:52:41.000,2023-10-01T09:52:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11375,108-49 63 AVENUE,63 AVENUE,,,,,ADDRESS,FOREST HILLS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,06 QUEENS,QUEENS,1025749,207134,ONLINE,Unspecified,QUEENS,40.73511427761911,-73.85025690433748,"{'latitude': '40.73511427761911', 'longitude': '-73.85025690433748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4021660039,,,,,,,
58942761,2023-09-27T22:52:41.000,2023-10-01T09:52:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11375,108-49 63 AVENUE,63 AVENUE,,,,,ADDRESS,FOREST HILLS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,06 QUEENS,QUEENS,1025749,207134,ONLINE,Unspecified,QUEENS,40.73511427761911,-73.85025690433748,"{'latitude': '40.73511427761911', 'longitude': '-73.85025690433748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4021660039,,,,,,,
58937498,2023-09-27T22:52:38.000,2023-09-29T14:19:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,1410 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,08 BROOKLYN,BROOKLYN,1003721,184549,PHONE,Unspecified,BROOKLYN,40.67319971131573,-73.92980698277435,"{'latitude': '40.67319971131573', 'longitude': '-73.92980698277435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013670020,,,,,,,
58935828,2023-09-27T22:52:36.000,2023-09-27T22:59:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,851 FLUSHING AVENUE,FLUSHING AVENUE,GARDEN STREET,BUSHWICK AVENUE,GARDEN STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T22:59:33.000,01 BROOKLYN,BROOKLYN,1001402,194899,MOBILE,Unspecified,BROOKLYN,40.70161287739715,-73.93814063340821,"{'latitude': '40.70161287739715', 'longitude': '-73.93814063340821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938337,2023-09-27T22:52:24.000,2023-09-28T01:33:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365,48-57 UTOPIA PARKWAY,UTOPIA PARKWAY,186 STREET,PIDGEON MEADOW ROAD,186 STREET,PIDGEON MEADOW ROAD,ADDRESS,FRESH MEADOWS,UTOPIA PARKWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T01:34:02.000,11 QUEENS,QUEENS,1041788,211767,ONLINE,Unspecified,QUEENS,40.74774087550175,-73.7923430658265,"{'latitude': '40.74774087550175', 'longitude': '-73.7923430658265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4056210001,,,,,,,
58941872,2023-09-27T22:52:24.000,2023-09-27T23:17:36.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:17:42.000,Unspecified MANHATTAN,MANHATTAN,989336,217208,MOBILE,Unspecified,MANHATTAN,40.76286076343741,-73.98164027353906,"{'latitude': '40.76286076343741', 'longitude': '-73.98164027353906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,E,B D E Uptown & The Bronx - Queens upper level,Platform,,,
58938293,2023-09-27T22:52:20.000,2023-09-28T00:06:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1719 HUNT AVENUE,HUNT AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,HUNT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:06:39.000,11 BRONX,BRONX,1021649,246930,MOBILE,Unspecified,BRONX,40.84436174775041,-73.86482954765508,"{'latitude': '40.84436174775041', 'longitude': '-73.86482954765508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935803,2023-09-27T22:52:13.000,2023-09-27T23:15:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,517 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:15:46.000,12 MANHATTAN,MANHATTAN,1001619,245612,ONLINE,Unspecified,MANHATTAN,40.840806340276764,-73.93722694775701,"{'latitude': '40.840806340276764', 'longitude': '-73.93722694775701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021260054,,,,,,,
58944136,2023-09-27T22:52:11.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Park,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T04:59:50.000,10 MANHATTAN,MANHATTAN,1000010,239242,UNKNOWN,Unspecified,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020520001,,,,,,,
58936133,2023-09-27T22:52:00.000,2023-09-27T23:26:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,100 EAST   93 STREET,EAST   93 STREET,DEAD END,RUTLAND ROAD,DEAD END,RUTLAND ROAD,ADDRESS,BROOKLYN,EAST   93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:26:44.000,17 BROOKLYN,BROOKLYN,1004525,180621,ONLINE,Unspecified,BROOKLYN,40.662416425262286,-73.92692037514253,"{'latitude': '40.662416425262286', 'longitude': '-73.92692037514253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3045950215,,,,,,,
58941272,2023-09-27T22:51:50.000,2023-09-27T22:58:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11211,226 SOUTH    3 STREET,SOUTH    3 STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:58:05.000,01 BROOKLYN,BROOKLYN,995698,198356,MOBILE,Unspecified,BROOKLYN,40.71111074339157,-73.95870645391757,"{'latitude': '40.71111074339157', 'longitude': '-73.95870645391757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937280,2023-09-27T22:51:38.000,2023-09-27T23:07:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,637 NOSTRAND AVENUE,NOSTRAND AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:07:38.000,08 BROOKLYN,BROOKLYN,998128,185358,ONLINE,Unspecified,BROOKLYN,40.67543076864702,-73.94996809462631,"{'latitude': '40.67543076864702', 'longitude': '-73.94996809462631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012200001,,,,,,,
58938687,2023-09-27T22:51:33.000,2023-09-27T23:27:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,5211 5 AVENUE,5 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:27:19.000,07 BROOKLYN,BROOKLYN,981030,173851,ONLINE,Unspecified,BROOKLYN,40.643856880144234,-74.01160300426575,"{'latitude': '40.643856880144234', 'longitude': '-74.01160300426575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3008080005,,,,,,,
58939927,2023-09-27T22:51:31.000,2023-09-27T23:13:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10024,335 WEST   88 STREET,WEST   88 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   88 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T23:13:43.000,07 MANHATTAN,MANHATTAN,990402,227303,ONLINE,Unspecified,MANHATTAN,40.79056820338182,-73.97778292486738,"{'latitude': '40.79056820338182', 'longitude': '-73.97778292486738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012500014,,,,,,,
58939922,2023-09-27T22:51:17.000,2023-09-27T23:05:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,99-36 41 AVENUE,41 AVENUE,99 STREET,100 STREET,99 STREET,100 STREET,ADDRESS,CORONA,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:05:13.000,04 QUEENS,QUEENS,1021583,211811,PHONE,Unspecified,QUEENS,40.747970028536166,-73.86526332535492,"{'latitude': '40.747970028536166', 'longitude': '-73.86526332535492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4016160020,,,,,,,
58945027,2023-09-27T22:50:34.000,2023-09-27T23:15:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:15:16.000,12 MANHATTAN,MANHATTAN,1001578,245628,ONLINE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936606,2023-09-27T22:50:25.000,2023-09-28T02:15:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,2588 PITKIN AVENUE,PITKIN AVENUE,MILFORD STREET,LOGAN STREET,MILFORD STREET,LOGAN STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T02:15:46.000,05 BROOKLYN,BROOKLYN,1018457,185115,MOBILE,Unspecified,BROOKLYN,40.674708577214545,-73.87668083823802,"{'latitude': '40.674708577214545', 'longitude': '-73.87668083823802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943043,2023-09-27T22:50:25.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Apartment,10033,547 WEST  180 STREET,WEST  180 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,In Progress,,,12 MANHATTAN,MANHATTAN,1002721,248311,PHONE,Unspecified,MANHATTAN,40.84821206532693,-73.93323679252005,"{'latitude': '40.84821206532693', 'longitude': '-73.93323679252005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021530080,,,,,,,
58936491,2023-09-27T22:50:15.000,2023-11-25T13:07:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11356,20-14 126 STREET,126 STREET,20 AVENUE,22 AVENUE,20 AVENUE,22 AVENUE,ADDRESS,COLLEGE POINT,126 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-25T13:08:01.000,07 QUEENS,QUEENS,1027914,224018,ONLINE,Unspecified,QUEENS,40.78144604247485,-73.84233517868054,"{'latitude': '40.78144604247485', 'longitude': '-73.84233517868054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041700026,,,,,,,
58944991,2023-09-27T22:50:12.000,2023-09-27T23:12:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11228,1102 72 STREET,72 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:12:12.000,10 BROOKLYN,BROOKLYN,981561,166785,ONLINE,Unspecified,BROOKLYN,40.62446238755643,-74.00968677396509,"{'latitude': '40.62446238755643', 'longitude': '-74.00968677396509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943435,2023-09-27T22:50:02.000,2023-09-27T23:16:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,23-35 121 STREET,121 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,121 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:16:06.000,07 QUEENS,QUEENS,1026614,222876,MOBILE,Unspecified,QUEENS,40.77831788592702,-73.84703649454208,"{'latitude': '40.77831788592702', 'longitude': '-73.84703649454208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935739,2023-09-27T22:50:00.000,2023-09-28T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,400 EAST   56 STREET,EAST   56 STREET,1 AVE,SUTTON PL S,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:37:00.000,06 MANHATTAN,MANHATTAN,994422,215284,ONLINE,Unspecified,MANHATTAN,40.75757548839929,-73.96328345985233,"{'latitude': '40.75757548839929', 'longitude': '-73.96328345985233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013670001,N/A,,,,,,
58942131,2023-09-27T22:50:00.000,2023-09-28T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 56 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:37:00.000,06 MANHATTAN,MANHATTAN,994387,215307,ONLINE,Unspecified,MANHATTAN,40.757638657717955,-73.96340976008901,"{'latitude': '40.757638657717955', 'longitude': '-73.96340976008901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
