unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58815351,2023-09-14T16:01:31.000,2023-09-14T16:45:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,42-20 KISSENA BOULEVARD,KISSENA BOULEVARD,SANFORD AVENUE,MAPLE AVENUE,SANFORD AVENUE,MAPLE AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:45:56.000,07 QUEENS,4051347501,QUEENS,1032317,215040,MOBILE,Unspecified,QUEENS,40.756780966853,-73.82650078779804,"{'latitude': '40.756780966853', 'longitude': '-73.82650078779804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814032,2023-09-14T16:01:22.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10009,299 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,03 MANHATTAN,1003730051,MANHATTAN,989838,202090,UNKNOWN,Unspecified,MANHATTAN,40.721365320410946,-73.97984068542186,"{'latitude': '40.721365320410946', 'longitude': '-73.97984068542186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58811739,2023-09-14T16:01:12.000,2023-09-14T16:27:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10003,26 EAST   17 STREET,EAST   17 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,EAST   17 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T16:27:10.000,05 MANHATTAN,1008440026,MANHATTAN,986797,207903,ONLINE,Unspecified,MANHATTAN,40.737321983012016,-73.99080922150732,"{'latitude': '40.737321983012016', 'longitude': '-73.99080922150732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815829,2023-09-14T16:01:00.000,2023-09-18T12:28:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10310,505 DELAFIELD AVENUE,DELAFIELD AVENUE,NORTH BURGHER AVENUE,BROADWAY,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:28:00.000,01 STATEN ISLAND,5001810074,STATEN ISLAND,952260,169158,PHONE,Unspecified,STATEN ISLAND,40.6309184186632,-74.11525100968623,"{'latitude': '40.6309184186632', 'longitude': '-74.11525100968623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814146,2023-09-14T16:01:00.000,2023-09-14T17:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10467,,,,,EAST GUN HILL ROAD,WEBSTER AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T17:30:00.000,07 BRONX,,BRONX,1019758,259418,UNKNOWN,Unspecified,BRONX,40.87864531280041,-73.87159798076605,"{'latitude': '40.87864531280041', 'longitude': '-73.87159798076605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58819316,2023-09-14T16:00:39.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10314,23 FIELDSTONE ROAD,FIELDSTONE ROAD,COMMERCE STREET,ELSON STREET,COMMERCE STREET,ELSON STREET,ADDRESS,STATEN ISLAND,FIELDSTONE ROAD,In Progress,,,02 STATEN ISLAND,5015900011,STATEN ISLAND,937648,162904,PHONE,Unspecified,STATEN ISLAND,40.613687706540695,-74.16785067039164,"{'latitude': '40.613687706540695', 'longitude': '-74.16785067039164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819023,2023-09-14T16:00:24.000,2023-09-14T16:21:04.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10031,1536 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  135 STREET,WEST  136 STREET,WEST  135 STREET,WEST  136 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:21:07.000,09 MANHATTAN,1019880109,MANHATTAN,997574,237822,ONLINE,Unspecified,MANHATTAN,40.819432055499405,-73.95186139222551,"{'latitude': '40.819432055499405', 'longitude': '-73.95186139222551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810529,2023-09-14T16:00:23.000,2023-09-14T16:49:12.000,DOT,Department of Transportation,Street Sign - Dangling,School Crossing,Street,11204,17 AVENUE,17 AVENUE,17 AVENUE,61 STREET,17 AVENUE,61 STREET,INTERSECTION,,,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,2023-09-14T16:49:16.000,11 BROOKLYN,,BROOKLYN,987000,166175,PHONE,Unspecified,BROOKLYN,40.62278804645872,-73.99009372994992,"{'latitude': '40.62278804645872', 'longitude': '-73.99009372994992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815684,2023-09-14T16:00:23.000,,EDC,Economic Development Corporation,Noise - Helicopter,News Gathering,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812497,2023-09-14T16:00:20.000,2023-09-14T16:42:56.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11229,KELLY PLAYGROUND,KELLY PLAYGROUND,EAST   16 STREET,EAST   17 STREET,EAST   16 STREET,EAST   17 STREET,UNRECOGNIZED,BROOKLYN,KELLY PLAYGROUND,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T16:43:01.000,15 BROOKLYN,3068210024,BROOKLYN,996334,159501,ONLINE,Unspecified,BROOKLYN,40.60446148172248,-73.95648199544868,"{'latitude': '40.60446148172248', 'longitude': '-73.95648199544868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812709,2023-09-14T15:59:51.000,2023-10-15T00:01:39.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Department Store or Megastore,Business,10462,2095 STARLING AVENUE,STARLING AVENUE,UNIONPORT ROAD,OLMSTEAD AVENUE,UNIONPORT ROAD,OLMSTEAD AVENUE,ADDRESS,BRONX,STARLING AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-15T00:01:45.000,09 BRONX,2039430020,BRONX,1024302,243899,PHONE,Unspecified,BRONX,40.836030911975826,-73.85525898132354,"{'latitude': '40.836030911975826', 'longitude': '-73.85525898132354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813192,2023-09-14T15:59:42.000,2023-09-18T15:15:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,2913 TILDEN AVENUE,TILDEN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,17 BROOKLYN,3051310019,BROOKLYN,998223,174954,PHONE,Unspecified,BROOKLYN,40.64687393955949,-73.94964716821855,"{'latitude': '40.64687393955949', 'longitude': '-73.94964716821855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817771,2023-09-14T15:59:40.000,2023-09-16T18:02:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1055 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-16T00:00:00.000,04 BRONX,2025040105,BRONX,1004946,242754,PHONE,Unspecified,BRONX,40.83295479050044,-73.92521170912806,"{'latitude': '40.83295479050044', 'longitude': '-73.92521170912806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812056,2023-09-14T15:59:40.000,2023-09-16T18:02:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,1055 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-16T00:00:00.000,04 BRONX,2025040105,BRONX,1004946,242754,PHONE,Unspecified,BRONX,40.83295479050044,-73.92521170912806,"{'latitude': '40.83295479050044', 'longitude': '-73.92521170912806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819186,2023-09-14T15:59:16.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:21:20.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,,
58815333,2023-09-14T15:59:10.000,2023-09-14T16:12:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,72 THOMPSON STREET,THOMPSON STREET,BROOME STREET,SPRING STREET,BROOME STREET,SPRING STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:12:32.000,02 MANHATTAN,1004880010,MANHATTAN,983429,203218,ONLINE,Unspecified,MANHATTAN,40.724463134264724,-74.00296198397773,"{'latitude': '40.724463134264724', 'longitude': '-74.00296198397773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813480,2023-09-14T15:59:04.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11377,62-05 30 AVENUE,30 AVENUE,BROOKLYN QUEENS EXPRESSWAY WEST,BROOKLYN QUEENS EXPWY WB ET   43,BROOKLYN QUEENS EXPRESSWAY WEST,BROOKLYN QUEENS EXPWY WB ET   43,ADDRESS,WOODSIDE,30 AVENUE,In Progress,,,01 QUEENS,4010160125,QUEENS,1011711,216073,PHONE,Unspecified,QUEENS,40.75970429635071,-73.90087442788378,"{'latitude': '40.75970429635071', 'longitude': '-73.90087442788378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810878,2023-09-14T15:59:03.000,2023-10-07T08:39:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11208,903 DREW STREET,DREW STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,05 BROOKLYN,3045167501,BROOKLYN,1023020,182309,PHONE,Unspecified,BROOKLYN,40.66698793707663,-73.86024699798972,"{'latitude': '40.66698793707663', 'longitude': '-73.86024699798972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816869,2023-09-14T15:59:02.000,2023-09-14T15:59:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,10302,372 HEBERTON AVENUE,HEBERTON AVENUE,PALMER AVENUE,HATFIELD PLACE,PALMER AVENUE,HATFIELD PLACE,ADDRESS,STATEN ISLAND,HEBERTON AVENUE,Closed,An inspection of the property was conducted and it passed with minor violations found.,2023-09-14T15:59:02.000,01 STATEN ISLAND,5010450040,STATEN ISLAND,946878,169577,PHONE,Unspecified,STATEN ISLAND,40.63204741273574,-74.13464314012921,"{'latitude': '40.63204741273574', 'longitude': '-74.13464314012921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812300,2023-09-14T15:59:02.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10023,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   61 STREET,COLUMBUS AVENUE,WEST   61 STREET,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:21:20.000,07 MANHATTAN,,MANHATTAN,988722,219984,PHONE,Unspecified,MANHATTAN,40.77048049621387,-73.98385487795818,"{'latitude': '40.77048049621387', 'longitude': '-73.98385487795818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","COLUMBUS AVENUE AND WEST   61 STREET, MANHATTAN, NY, 10023",,,,,,,,
58812775,2023-09-14T15:59:00.000,2023-09-15T00:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10026,257 WEST  117 STREET,WEST  117 STREET,ST NICHOLAS AVE,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and found that a spray cap was in use while the hydrant was running.,2023-09-15T00:45:00.000,10 MANHATTAN,1019237501,MANHATTAN,997032,232442,MOBILE,Unspecified,MANHATTAN,40.80466625607931,-73.95382984200852,"{'latitude': '40.80466625607931', 'longitude': '-73.95382984200852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818076,2023-09-14T15:59:00.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11236,9322 AVENUE L,AVENUE L,EAST   93 STREET,EAST   94 STREET,EAST   93 STREET,EAST   94 STREET,ADDRESS,BROOKLYN,AVENUE L,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:05.000,18 BROOKLYN,3082580041,BROOKLYN,1012539,171322,ONLINE,Unspecified,BROOKLYN,40.63687072767553,-73.89807357225025,"{'latitude': '40.63687072767553', 'longitude': '-73.89807357225025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813869,2023-09-14T15:59:00.000,2023-09-14T17:45:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11230,,,,,MCDONALD AVENUE,AVENUE M,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T17:45:00.000,12 BROOKLYN,,BROOKLYN,991345,163856,PHONE,Unspecified,BROOKLYN,40.616420460017785,-73.97444426100346,"{'latitude': '40.616420460017785', 'longitude': '-73.97444426100346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811998,2023-09-14T15:58:47.000,2023-09-15T08:50:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,299 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-15T00:00:00.000,03 MANHATTAN,1003730051,MANHATTAN,989838,202090,PHONE,Unspecified,MANHATTAN,40.721365320410946,-73.97984068542186,"{'latitude': '40.721365320410946', 'longitude': '-73.97984068542186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810872,2023-09-14T15:58:46.000,2023-09-19T16:58:35.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,1660 CROTONA PARK EAST,CROTONA PARK EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,03 BRONX,2029400001,BRONX,1014640,244283,PHONE,Unspecified,BRONX,40.83712341379687,-73.89017400028075,"{'latitude': '40.83712341379687', 'longitude': '-73.89017400028075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818744,2023-09-14T15:58:42.000,2023-09-14T16:39:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1425 BROOKLYN AVENUE,BROOKLYN AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:39:21.000,17 BROOKLYN,3050000200,BROOKLYN,1000231,171817,PHONE,Unspecified,BROOKLYN,40.63826015453521,-73.94241861120278,"{'latitude': '40.63826015453521', 'longitude': '-73.94241861120278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
