unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58876296,2023-09-19T06:45:37.000,2023-09-19T10:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10451,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T10:10:00.000,01 BRONX,,BRONX,1004539,235016,UNKNOWN,Unspecified,BRONX,40.81171712221333,-73.92670586443367,"{'latitude': '40.81171712221333', 'longitude': '-73.92670586443367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 139 STREET,MORRIS AVENUE,,N/A,,,,,,
58859375,2023-09-19T06:45:24.000,2023-09-19T07:14:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2575 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T07:14:36.000,07 BRONX,2032010030,BRONX,1012128,254498,ONLINE,Unspecified,BRONX,40.86516882904663,-73.89920959810011,"{'latitude': '40.86516882904663', 'longitude': '-73.89920959810011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  190 STREET,WEST  192 STREET,EAST  190 STREET,WEST  192 STREET,JEROME AVENUE,,,,,,,
58856279,2023-09-19T06:44:59.000,2023-10-08T15:48:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58862071,2023-09-19T06:44:59.000,2023-10-08T15:48:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58867367,2023-09-19T06:44:56.000,2023-09-19T20:21:56.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379,61-32 65 STREET,65 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T20:22:00.000,05 QUEENS,4027660149,QUEENS,1012666,199953,MOBILE,Unspecified,QUEENS,40.71545589956638,-73.89749527206385,"{'latitude': '40.71545589956638', 'longitude': '-73.89749527206385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,65 STREET,,,,,,,
58878881,2023-09-19T06:44:29.000,2023-09-19T09:30:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10454,EAST  135 STREET,EAST  135 STREET,BLOCKFACE,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T09:30:00.000,01 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,PRIVATE FIRST CLASS LOZADA PLACE,ALEXANDER AVENUE,,,,N/A,,,,,,
58855473,2023-09-19T06:44:21.000,2023-09-19T08:14:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10302,126 TREADWELL AVENUE,TREADWELL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T08:15:15.000,01 STATEN ISLAND,5010880051,STATEN ISLAND,945886,171255,ONLINE,Unspecified,STATEN ISLAND,40.63664891995359,-74.1382266328686,"{'latitude': '40.63664891995359', 'longitude': '-74.1382266328686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARRISON AVENUE,CASTLETON AVENUE,HARRISON AVENUE,CASTLETON AVENUE,TREADWELL AVENUE,,,,,,,
58865566,2023-09-19T06:44:10.000,2023-09-19T07:04:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,135 KINGSBOROUGH    1 WALK,KINGSBOROUGH    1 WALK,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T07:04:07.000,08 BROOKLYN,3013440001,BROOKLYN,1004437,185239,ONLINE,Unspecified,BROOKLYN,40.67509200177136,-73.92722373506417,"{'latitude': '40.67509200177136', 'longitude': '-73.92722373506417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,KINGSBOROUGH    1 WALK,,,,,,,
58888194,2023-09-19T06:44:06.000,2023-09-20T08:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10462,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T08:20:00.000,11 BRONX,,BRONX,1023139,247769,UNKNOWN,Unspecified,BRONX,40.84665811698872,-73.85943941391014,"{'latitude': '40.84665811698872', 'longitude': '-73.85943941391014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BRONXDALE AVENUE,MORRIS PARK AVENUE,,N/A,,,,,,
58866319,2023-09-19T06:43:59.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,UNRECOGNIZED,JAMAICA,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:19.000,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,
58873639,2023-09-19T06:43:40.000,2023-09-19T09:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10454,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T09:00:00.000,01 BRONX,,BRONX,1004591,233721,UNKNOWN,Unspecified,BRONX,40.80816258815526,-73.92652193835599,"{'latitude': '40.80816258815526', 'longitude': '-73.92652193835599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ALEXANDER AVENUE,EAST 135 STREET,,N/A,,,,,,
58864690,2023-09-19T06:43:36.000,2023-09-20T11:34:59.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10019,678 12 AVENUE,12 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T11:35:03.000,04 MANHATTAN,1010980011,MANHATTAN,985168,218667,MOBILE,Unspecified,MANHATTAN,40.766866756893805,-73.99668595309662,"{'latitude': '40.766866756893805', 'longitude': '-73.99668595309662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,12 AVENUE,,,,,,,
58868908,2023-09-19T06:43:27.000,2023-09-19T07:00:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,425 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T07:00:36.000,14 BROOKLYN,3054270060,BROOKLYN,991734,168546,MOBILE,Unspecified,BROOKLYN,40.629293209196945,-73.97303790819126,"{'latitude': '40.629293209196945', 'longitude': '-73.97303790819126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SETON PLACE,EAST    5 STREET,SETON PLACE,EAST    5 STREET,FOSTER AVENUE,,,,,,,
58867597,2023-09-19T06:43:24.000,2023-09-19T07:17:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,243 WEST  109 STREET,WEST  109 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T07:17:36.000,07 MANHATTAN,1018810011,MANHATTAN,993729,231833,ONLINE,Unspecified,MANHATTAN,40.80299887948458,-73.96576154312945,"{'latitude': '40.80299887948458', 'longitude': '-73.96576154312945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  109 STREET,,,,,,,
58865061,2023-09-19T06:42:38.000,2023-09-19T07:00:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,909 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T07:00:57.000,14 BROOKLYN,3065030083,BROOKLYN,991803,168471,MOBILE,Unspecified,BROOKLYN,40.629087291456464,-73.97278941058742,"{'latitude': '40.629087291456464', 'longitude': '-73.97278941058742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,EAST    5 STREET,,,,,,,
58870325,2023-09-19T06:42:37.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10011,350 WEST   24 STREET,WEST   24 STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:09.000,04 MANHATTAN,1007470001,MANHATTAN,984126,211365,PHONE,Unspecified,MANHATTAN,40.74682467606051,-74.00044751436617,"{'latitude': '40.74682467606051', 'longitude': '-74.00044751436617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   24 STREET,,,,,,,
58873640,2023-09-19T06:42:35.000,2023-09-19T08:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10454,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T08:15:00.000,01 BRONX,,BRONX,1005212,233366,UNKNOWN,Unspecified,BRONX,40.807186760082935,-73.92427980149327,"{'latitude': '40.807186760082935', 'longitude': '-73.92427980149327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 135 STREET,WILLIS AVENUE,,N/A,,,,,,
58865110,2023-09-19T06:42:30.000,2023-09-19T07:08:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11377,41-64 71 STREET,71 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T07:08:18.000,02 QUEENS,4013100077,QUEENS,1013638,210169,MOBILE,Unspecified,QUEENS,40.74349312650051,-73.89394437292445,"{'latitude': '40.74349312650051', 'longitude': '-73.89394437292445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,WOODSIDE AVENUE,41 AVENUE,WOODSIDE AVENUE,71 STREET,,,,,,,
58867236,2023-09-19T06:42:25.000,2023-10-17T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11211,422 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-18T06:53:52.000,01 BROOKLYN,3027670009,BROOKLYN,997715,199029,UNKNOWN,Unspecified,BROOKLYN,40.71295512827843,-73.95142968279826,"{'latitude': '40.71295512827843', 'longitude': '-73.95142968279826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,2023-10-19T06:42:25.000,,
58864741,2023-09-19T06:42:11.000,2023-09-22T06:49:52.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,226 BLEECKER STREET,BLEECKER STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-22T06:49:52.000,02 MANHATTAN,1005270076,MANHATTAN,983593,205282,ONLINE,Unspecified,MANHATTAN,40.730128325183564,-74.00237051024958,"{'latitude': '40.730128325183564', 'longitude': '-74.00237051024958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,CARMINE STREET,AVENUE OF THE AMERICAS,CARMINE STREET,BLEECKER STREET,,,,,,,
58855901,2023-09-19T06:42:01.000,2023-09-19T06:43:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,1723 HARMAN STREET,HARMAN STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T06:43:57.000,05 QUEENS,4034320058,QUEENS,1008182,196175,ONLINE,Unspecified,QUEENS,40.70509945699176,-73.91368377410855,"{'latitude': '40.70509945699176', 'longitude': '-73.91368377410855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,HARMAN STREET,,,,,,,
58863926,2023-09-19T06:41:57.000,2023-09-19T17:34:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,1092 WILLMOHR STREET,WILLMOHR STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,17 BROOKLYN,3046920003,BROOKLYN,1007022,178612,ONLINE,Unspecified,BROOKLYN,40.65689609501927,-73.91792692684974,"{'latitude': '40.65689609501927', 'longitude': '-73.91792692684974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58855955,2023-09-19T06:41:57.000,2023-09-19T06:52:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1485 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T06:52:07.000,04 BROOKLYN,3033350041,BROOKLYN,1008164,193577,ONLINE,Unspecified,BROOKLYN,40.69796860760219,-73.91375792049622,"{'latitude': '40.69796860760219', 'longitude': '-73.91375792049622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,GATES AVENUE,,,,,,,
58859548,2023-09-19T06:41:28.000,2023-09-19T06:52:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,5406 CLARENDON ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T06:52:06.000,17 BROOKLYN,3047750003,BROOKLYN,1004896,174156,PHONE,Unspecified,BROOKLYN,40.644670560155085,-73.92560292686208,"{'latitude': '40.644670560155085', 'longitude': '-73.92560292686208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   54 STREET,KINGS HIGHWAY,EAST   54 STREET,KINGS HIGHWAY,CLARENDON ROAD,,,,,,,
58862839,2023-09-19T06:41:04.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10009,542 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,03 MANHATTAN,1004070029,MANHATTAN,990134,205145,UNKNOWN,Unspecified,MANHATTAN,40.72975036103893,-73.97877016235788,"{'latitude': '40.72975036103893', 'longitude': '-73.97877016235788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58861263,2023-09-19T06:40:47.000,2023-09-19T07:20:44.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,1916 HENNESSY PLACE,HENNESSY PLACE,ADDRESS,BRONX,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-19T07:20:48.000,05 BRONX,2032280084,BRONX,1007686,250634,MOBILE,Unspecified,BRONX,40.85457622624488,-73.91528274930445,"{'latitude': '40.85457622624488', 'longitude': '-73.91528274930445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,HENNESSY PLACE,,,,,,,
58867300,2023-09-19T06:40:01.000,2023-09-19T09:44:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,133-16 KING ROAD,KING ROAD,ADDRESS,FLUSHING,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T09:44:26.000,07 QUEENS,4049680011,QUEENS,1029957,216828,PHONE,Unspecified,QUEENS,40.76170107529238,-73.83500709862919,"{'latitude': '40.76170107529238', 'longitude': '-73.83500709862919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36 AVENUE,COLLEGE POINT BOULEVARD,36 AVENUE,COLLEGE POINT BOULEVARD,KING ROAD,,,,,,,
