unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58908477,2023-09-23T21:03:43.000,2023-09-23T21:13:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,1 WEST    3 STREET,WEST    3 STREET,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,ADDRESS,NEW YORK,WEST    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:13:06.000,02 MANHATTAN,1005357501,MANHATTAN,985672,204464,ONLINE,Unspecified,MANHATTAN,40.72788302506925,-73.99486947945023,"{'latitude': '40.72788302506925', 'longitude': '-73.99486947945023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906790,2023-09-23T21:03:14.000,2023-09-23T22:54:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11249,150 NORTH   12 STREET,NORTH   12 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,NORTH   12 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:54:11.000,01 BROOKLYN,3022900005,BROOKLYN,996531,202022,MOBILE,Unspecified,BROOKLYN,40.72117191719664,-73.95569509086363,"{'latitude': '40.72117191719664', 'longitude': '-73.95569509086363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908553,2023-09-23T21:02:44.000,2023-09-23T21:12:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,109 CHRISTOPHER AVENUE,CHRISTOPHER AVENUE,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,CHRISTOPHER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:13:00.000,16 BROOKLYN,3037090001,BROOKLYN,1010276,183759,ONLINE,Unspecified,BROOKLYN,40.67101449556818,-73.90617925291212,"{'latitude': '40.67101449556818', 'longitude': '-73.90617925291212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908490,2023-09-23T21:02:34.000,2023-09-23T21:21:41.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11372,80-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,80 STREET,81 STREET,80 STREET,81 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:21:45.000,03 QUEENS,4011760038,QUEENS,1015558,214508,MOBILE,Unspecified,QUEENS,40.75539598889271,-73.88699527010941,"{'latitude': '40.75539598889271', 'longitude': '-73.88699527010941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907683,2023-09-23T21:02:23.000,2023-09-24T07:32:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,1425 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FREEPORT LOOP,FREEPORT LOOP,FREEPORT LOOP,FREEPORT LOOP,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T07:32:56.000,05 BROOKLYN,3044520200,BROOKLYN,1017491,174826,MOBILE,Unspecified,BROOKLYN,40.646471247042285,-73.88021406936357,"{'latitude': '40.646471247042285', 'longitude': '-73.88021406936357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905630,2023-09-23T21:02:14.000,2023-09-23T21:55:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11427,89-51 PONTIAC STREET,PONTIAC STREET,88 AVENUE,BRADDOCK AVENUE,88 AVENUE,BRADDOCK AVENUE,ADDRESS,QUEENS VILLAGE,PONTIAC STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:55:35.000,13 QUEENS,4079700113,QUEENS,1057915,204935,PHONE,Unspecified,QUEENS,40.72886917619061,-73.73421521172298,"{'latitude': '40.72886917619061', 'longitude': '-73.73421521172298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907137,2023-09-23T21:02:10.000,2023-09-23T22:17:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11691,11-21 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,ROCKAWAY FREEWAY,MOTT AVENUE,ROCKAWAY FREEWAY,MOTT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH CHANNEL DRIVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:17:48.000,14 QUEENS,4157100061,QUEENS,1052082,159604,ONLINE,Unspecified,QUEENS,40.60449282651842,-73.75571678456541,"{'latitude': '40.60449282651842', 'longitude': '-73.75571678456541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907230,2023-09-23T21:02:09.000,2023-10-05T05:57:11.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11211,381 HOOPER STREET,HOOPER STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,ADDRESS,BROOKLYN,HOOPER STREET,Closed,"The Department of Sanitation will note this location for periodic surveillance, which may take place at various times.",2023-10-05T05:57:17.000,01 BROOKLYN,3024120019,BROOKLYN,997514,197972,ONLINE,Unspecified,BROOKLYN,40.710054218660744,-73.95215680286158,"{'latitude': '40.710054218660744', 'longitude': '-73.95215680286158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908454,2023-09-23T21:02:00.000,2023-09-23T22:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11372,,,,,35 AVENUE,83 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T22:50:00.000,03 QUEENS,,QUEENS,1016458,213230,UNKNOWN,Unspecified,QUEENS,40.751884973711455,-73.88375288846069,"{'latitude': '40.751884973711455', 'longitude': '-73.88375288846069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58910915,2023-09-23T21:02:00.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11373,41-06 CASE STREET,CASE STREET,,,,,ADDRESS,ELMHURST,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-12T00:00:00.000,04 QUEENS,4015650006,QUEENS,1019160,211476,UNKNOWN,Unspecified,QUEENS,40.747060436157525,-73.874009780677,"{'latitude': '40.747060436157525', 'longitude': '-73.874009780677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58907127,2023-09-23T21:02:00.000,2023-09-23T21:55:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10012,170 BLEECKER STREET,BLEECKER STREET,SULLIVAN ST,MAC DOUGAL ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T21:55:00.000,02 MANHATTAN,1005260064,MANHATTAN,984096,204814,PHONE,Unspecified,MANHATTAN,40.72884380263013,-74.0005556340054,"{'latitude': '40.72884380263013', 'longitude': '-74.0005556340054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909382,2023-09-23T21:02:00.000,,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11417,103-19 99 STREET,99 STREET,103 AVE,LIBERTY AVE,,,ADDRESS,OZONE PARK,,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2023-09-23T21:15:00.000,10 QUEENS,,QUEENS,1028290,188027,PHONE,Unspecified,QUEENS,40.68265788838901,-73.84121307124728,"{'latitude': '40.68265788838901', 'longitude': '-73.84121307124728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58907484,2023-09-23T21:01:23.000,2023-09-23T22:43:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,340 EAST  184 STREET,EAST  184 STREET,MARION AVENUE,WEBSTER AVENUE,MARION AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,EAST  184 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:43:36.000,05 BRONX,2031430271,BRONX,1013110,251923,ONLINE,Unspecified,BRONX,40.858098079528844,-73.89567035668057,"{'latitude': '40.858098079528844', 'longitude': '-73.89567035668057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909287,2023-09-23T21:01:17.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11365,50-46 184 STREET,184 STREET,BEND,56 AVENUE,BEND,56 AVENUE,ADDRESS,FRESH MEADOWS,184 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T12:43:07.000,11 QUEENS,4056530001,QUEENS,1041818,210429,ONLINE,Unspecified,QUEENS,40.744068216036595,-73.79224624767382,"{'latitude': '40.744068216036595', 'longitude': '-73.79224624767382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908368,2023-09-23T21:00:41.000,2023-09-23T21:22:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,91-44 90 STREET,90 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,90 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:22:47.000,09 QUEENS,4089830027,QUEENS,1025068,190022,PHONE,Unspecified,QUEENS,40.6881491439726,-73.8528179356017,"{'latitude': '40.6881491439726', 'longitude': '-73.8528179356017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909099,2023-09-23T21:00:29.000,2023-09-23T21:23:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10452,1008 SUMMIT AVENUE,SUMMIT AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,SUMMIT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:23:12.000,04 BRONX,2025250003,BRONX,1003622,242971,ONLINE,Unspecified,BRONX,40.83355339618701,-73.92999556513207,"{'latitude': '40.83355339618701', 'longitude': '-73.92999556513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907960,2023-09-23T21:00:12.000,2023-09-23T22:54:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2049 BURR AVENUE,BURR AVENUE,WESTCHESTER AVENUE,EAST  196 STREET,WESTCHESTER AVENUE,EAST  196 STREET,ADDRESS,BRONX,BURR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:54:31.000,10 BRONX,2042490031,BRONX,1031936,250468,ONLINE,Unspecified,BRONX,40.8540229326861,-73.82762437326794,"{'latitude': '40.8540229326861', 'longitude': '-73.82762437326794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907792,2023-09-23T21:00:03.000,2023-09-23T21:07:22.000,NYPD,New York City Police Department,Urinating in Public,N/A,Residential Building/House,11435,111-37 VANWYCK EXPRESSWAY,VANWYCK EXPRESSWAY,VAN WYCK EXPWY NB EN LINDEN BLVD,LINDEN BOULEVARD,VAN WYCK EXPWY NB EN LINDEN BLVD,LINDEN BOULEVARD,ADDRESS,JAMAICA,VAN WYCK EXPRESSWAY SR EAST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:07:26.000,12 QUEENS,4119540050,QUEENS,1038210,188391,PHONE,Unspecified,QUEENS,40.68360206802411,-73.8054435435137,"{'latitude': '40.68360206802411', 'longitude': '-73.8054435435137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906197,2023-09-23T21:00:00.000,2023-09-23T22:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11372,,,,,34 AVENUE,83 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T22:20:00.000,03 QUEENS,,QUEENS,1016361,213939,UNKNOWN,Unspecified,QUEENS,40.75383135009843,-73.88409960068694,"{'latitude': '40.75383135009843', 'longitude': '-73.88409960068694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58905747,2023-09-23T21:00:00.000,2023-09-26T01:45:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10034,,,,,POST AVENUE,WEST 207 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T01:45:00.000,12 MANHATTAN,,MANHATTAN,1006554,254361,UNKNOWN,Unspecified,MANHATTAN,40.86480864906373,-73.9193623369752,"{'latitude': '40.86480864906373', 'longitude': '-73.9193623369752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906708,2023-09-23T20:59:01.000,2023-09-27T14:26:19.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Left in Front of Residence,Sidewalk,11230,1319 FOSTER AVENUE,FOSTER AVENUE,ARGYLE ROAD,RUGBY ROAD,ARGYLE ROAD,RUGBY ROAD,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T14:26:22.000,14 BROOKLYN,3052340030,BROOKLYN,994085,170026,ONLINE,Unspecified,BROOKLYN,40.63335319773439,-73.96456596627327,"{'latitude': '40.63335319773439', 'longitude': '-73.96456596627327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909506,2023-09-23T20:59:00.000,2023-09-25T14:13:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11102,21-10 24 AVENUE,24 AVENUE,21 ST,23 ST,24 AVENUE,21 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:13:00.000,01 QUEENS,4008740169,QUEENS,1005985,222228,UNKNOWN,Unspecified,QUEENS,40.776614097188556,-73.92152356998628,"{'latitude': '40.776614097188556', 'longitude': '-73.92152356998628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909385,2023-09-23T20:59:00.000,2023-09-25T12:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11216,1293 DEAN STREET,DEAN STREET,NEW YORK AVE,BROOKLYN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:25:00.000,08 BROOKLYN,3012080068,BROOKLYN,999221,185812,ONLINE,Unspecified,BROOKLYN,40.67667511507035,-73.94602668701434,"{'latitude': '40.67667511507035', 'longitude': '-73.94602668701434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58907121,2023-09-23T20:58:45.000,2023-10-03T09:46:45.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10035,112 EAST  128 STREET,EAST  128 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 MANHATTAN,1017750165,MANHATTAN,1001707,233177,PHONE,Unspecified,MANHATTAN,40.806675628037624,-73.93694126018204,"{'latitude': '40.806675628037624', 'longitude': '-73.93694126018204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909026,2023-09-23T20:57:49.000,2023-09-23T21:31:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,129 WEST  147 STREET,WEST  147 STREET,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:32:02.000,10 MANHATTAN,1020160050,MANHATTAN,1001832,238849,ONLINE,Unspecified,MANHATTAN,40.82224343105343,-73.93647487307123,"{'latitude': '40.82224343105343', 'longitude': '-73.93647487307123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
