unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58853569,2023-09-18T10:51:18.000,2023-09-18T10:52:44.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:52:47.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,
58849783,2023-09-18T10:51:12.000,2023-09-18T10:53:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:53:12.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,
58847572,2023-09-18T10:51:11.000,2023-09-19T14:20:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11368,103-21 NORTHERN BOULEVARD,NORTHERN BOULEVARD,103 STREET,104 STREET,ADDRESS,CORONA,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T14:20:29.000,03 QUEENS,4016987501,QUEENS,1021549,215340,PHONE,Unspecified,QUEENS,40.75765637120206,-73.86536645762918,"{'latitude': '40.75765637120206', 'longitude': '-73.86536645762918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,103 STREET,104 STREET,NORTHERN BOULEVARD,,,,,
58845984,2023-09-18T10:51:08.000,2023-09-18T10:53:29.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:53:32.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,
58848105,2023-09-18T10:51:00.000,2023-09-18T13:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10031,,,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T13:30:00.000,09 MANHATTAN,,MANHATTAN,999389,241090,UNKNOWN,Unspecified,MANHATTAN,40.82839886247334,-73.94529656226905,"{'latitude': '40.82839886247334', 'longitude': '-73.94529656226905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST 150 STREET,AMSTERDAM AVENUE,,,,,,
58848112,2023-09-18T10:51:00.000,2023-09-18T14:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10034,,,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T14:20:00.000,12 MANHATTAN,,MANHATTAN,1006208,255072,UNKNOWN,Unspecified,MANHATTAN,40.866760994898165,-73.92061093162097,"{'latitude': '40.866760994898165', 'longitude': '-73.92061093162097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,VERMILYEA AVENUE,WEST 207 STREET,,,,,,
58849325,2023-09-18T10:50:59.000,2023-09-18T16:53:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11415,123-40 83 AVENUE,83 AVENUE,KEW GARDENS ROAD,HOOVER AVENUE,ADDRESS,KEW GARDENS,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:53:10.000,09 QUEENS,4096310232,QUEENS,1032211,198497,MOBILE,Unspecified,QUEENS,40.71137516942154,-73.82700132474412,"{'latitude': '40.71137516942154', 'longitude': '-73.82700132474412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,KEW GARDENS ROAD,HOOVER AVENUE,83 AVENUE,,,,,
58848208,2023-09-18T10:50:54.000,2023-09-18T11:02:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10038,JOHN STREET,JOHN STREET,JOHN STREET,WATER STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T11:02:16.000,01 MANHATTAN,,MANHATTAN,982863,196802,ONLINE,Unspecified,MANHATTAN,40.706852678991964,-74.00500266315939,"{'latitude': '40.706852678991964', 'longitude': '-74.00500266315939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JOHN STREET,WATER STREET,,,,,,
58846207,2023-09-18T10:50:52.000,2023-09-26T08:51:20.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,11422,147 AVENUE,147 AVENUE,147 AVENUE,EDGEWOOD STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T08:51:27.000,13 QUEENS,,QUEENS,1055557,178840,PHONE,Unspecified,QUEENS,40.65726407221703,-73.7429991020259,"{'latitude': '40.65726407221703', 'longitude': '-73.7429991020259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,147 AVENUE,EDGEWOOD STREET,,,,,,
58848561,2023-09-18T10:50:46.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11001,87-11 257 STREET,257 STREET,87 AVENUE,87 ROAD,ADDRESS,FLORAL PARK,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T13:11:30.000,13 QUEENS,4088250030,QUEENS,1064974,205607,PHONE,Unspecified,QUEENS,40.730652037396936,-73.70873831677505,"{'latitude': '40.730652037396936', 'longitude': '-73.70873831677505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,87 AVENUE,87 ROAD,257 STREET,,,,,
58852988,2023-09-18T10:50:39.000,2023-09-18T11:47:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11221,68 STANHOPE STREET,STANHOPE STREET,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T11:47:07.000,04 BROOKLYN,3032650022,BROOKLYN,1005109,192954,MOBILE,Unspecified,BROOKLYN,40.6962663464008,-73.92477722101704,"{'latitude': '40.6962663464008', 'longitude': '-73.92477722101704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EVERGREEN AVENUE,CENTRAL AVENUE,STANHOPE STREET,,,,,
58855017,2023-09-18T10:50:34.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,10462,900 MORRIS PARK AVENUE,MORRIS PARK AVENUE,BRONXDALE AVENUE,FOWLER AVENUE,ADDRESS,BRONX,,In Progress,,,11 BRONX,2040940001,BRONX,1023171,247785,PHONE,Unspecified,BRONX,40.84670189123041,-73.85932366028462,"{'latitude': '40.84670189123041', 'longitude': '-73.85932366028462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Commercial Building,BRONXDALE AVENUE,FOWLER AVENUE,MORRIS PARK AVENUE,,,,,
58855156,2023-09-18T10:50:28.000,2023-09-20T12:14:14.000,DSNY,Department of Sanitation,Missed Collection,Compost,11222,192A NORMAN AVENUE,NORMAN AVENUE,JEWEL STREET,HUMBOLDT STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-20T11:01:22.000,01 BROOKLYN,3026530005,BROOKLYN,999101,204211,ONLINE,Unspecified,BROOKLYN,40.72717624930353,-73.94641873607709,"{'latitude': '40.72717624930353', 'longitude': '-73.94641873607709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,JEWEL STREET,HUMBOLDT STREET,NORMAN AVENUE,,,,,
58845627,2023-09-18T10:50:26.000,2023-09-18T12:09:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11102,3-24 27 AVENUE,27 AVENUE,3 STREET,4 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T12:09:54.000,01 QUEENS,4004900080,QUEENS,1002537,221597,ONLINE,Unspecified,QUEENS,40.77488997442309,-73.9339746370488,"{'latitude': '40.77488997442309', 'longitude': '-73.9339746370488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3 STREET,4 STREET,27 AVENUE,,,,,
58850157,2023-09-18T10:50:13.000,2023-09-21T12:56:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,11201,327 HENRY STREET,HENRY STREET,ATLANTIC AVENUE,PACIFIC STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-21T10:22:03.000,06 BROOKLYN,3002850004,BROOKLYN,985254,190818,ONLINE,Unspecified,BROOKLYN,40.690428046239404,-73.99637964197946,"{'latitude': '40.690428046239404', 'longitude': '-73.99637964197946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ATLANTIC AVENUE,PACIFIC STREET,HENRY STREET,,,,,
58851471,2023-09-18T10:50:11.000,2023-09-21T13:55:49.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,11206,68 HEYWARD STREET,HEYWARD STREET,BEDFORD AVENUE,LEE AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T13:55:55.000,01 BROOKLYN,3022310013,BROOKLYN,996122,194669,MOBILE,Unspecified,BROOKLYN,40.70099024030417,-73.95718356404682,"{'latitude': '40.70099024030417', 'longitude': '-73.95718356404682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,BEDFORD AVENUE,LEE AVENUE,HEYWARD STREET,,,,,
58849757,2023-09-18T10:50:01.000,2023-09-21T11:56:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10455,432 EAST  156 STREET,EAST  156 STREET,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,01 BRONX,2023770018,BRONX,1007918,238227,PHONE,Unspecified,BRONX,40.82052200708547,-73.91448788999959,"{'latitude': '40.82052200708547', 'longitude': '-73.91448788999959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58846748,2023-09-18T10:49:58.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,10009,504 EAST   11 STREET,EAST   11 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-26T00:00:00.000,03 MANHATTAN,1004040006,MANHATTAN,989410,204604,UNKNOWN,Unspecified,MANHATTAN,40.72826590018791,-73.98138281411799,"{'latitude': '40.72826590018791', 'longitude': '-73.98138281411799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58845735,2023-09-18T10:49:38.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11212,774 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,16 BROOKLYN,3036027501,BROOKLYN,1009648,180004,PHONE,Unspecified,BROOKLYN,40.66070968424328,-73.9084572653022,"{'latitude': '40.66070968424328', 'longitude': '-73.9084572653022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853685,2023-09-18T10:49:33.000,2023-09-20T07:43:20.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,10314,67 LONGDALE STREET,LONGDALE STREET,GAULDY AVENUE,LAMBERTS LANE,ADDRESS,STATEN ISLAND,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-20T07:43:24.000,02 STATEN ISLAND,5016200014,STATEN ISLAND,938619,164073,ONLINE,Unspecified,STATEN ISLAND,40.61690141784665,-74.1643612397599,"{'latitude': '40.61690141784665', 'longitude': '-74.1643612397599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GAULDY AVENUE,LAMBERTS LANE,LONGDALE STREET,,,,,
58849673,2023-09-18T10:49:29.000,2023-09-25T10:39:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11220,6814 OWLS HEAD COURT,OWLS HEAD COURT,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,10 BROOKLYN,3058590055,BROOKLYN,974647,172074,ONLINE,Unspecified,BROOKLYN,40.63897477584411,-74.03460108709788,"{'latitude': '40.63897477584411', 'longitude': '-74.03460108709788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848382,2023-09-18T10:49:27.000,2023-09-20T17:02:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10469,3019 COLDEN AVENUE,COLDEN AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,12 BRONX,2045750043,BRONX,1023113,256251,PHONE,Unspecified,BRONX,40.86993874790867,-73.85948421043413,"{'latitude': '40.86993874790867', 'longitude': '-73.85948421043413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848394,2023-09-18T10:49:26.000,2023-09-26T16:36:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10033,725 WEST  184 STREET,WEST  184 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,12 MANHATTAN,1021800157,MANHATTAN,1001985,249838,ONLINE,Unspecified,MANHATTAN,40.85240473614685,-73.935893015454,"{'latitude': '40.85240473614685', 'longitude': '-73.935893015454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58854867,2023-09-18T10:49:11.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11102,30-74 33 STREET,33 STREET,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,,In Progress,,,01 QUEENS,4006160064,QUEENS,1006095,217812,UNKNOWN,Unspecified,QUEENS,40.76449306172365,-73.92114075793098,"{'latitude': '40.76449306172365', 'longitude': '-73.92114075793098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,30 AVENUE,31 AVENUE,33 STREET,,,,,
58845489,2023-09-18T10:49:02.000,2023-09-19T01:43:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11417,105-38 90 STREET,90 STREET,LIBERTY AVENUE,107 AVENUE,ADDRESS,OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T01:43:30.000,10 QUEENS,4091540024,QUEENS,1026229,186946,PHONE,Unspecified,QUEENS,40.67970080782904,-73.84865075890991,"{'latitude': '40.67970080782904', 'longitude': '-73.84865075890991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LIBERTY AVENUE,107 AVENUE,90 STREET,,,,,
58852678,2023-09-18T10:48:53.000,2023-09-19T13:46:34.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11226,872 FLATBUSH AVENUE,FLATBUSH AVENUE,MARTENSE STREET,CHURCH AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation removed the items.,2023-09-19T07:19:51.000,14 BROOKLYN,3050820045,BROOKLYN,995671,176403,ONLINE,Unspecified,BROOKLYN,40.650854788800444,-73.95884105096962,"{'latitude': '40.650854788800444', 'longitude': '-73.95884105096962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,MARTENSE STREET,CHURCH AVENUE,FLATBUSH AVENUE,,,,,
