unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58894534,2023-09-22T11:32:00.000,2023-09-25T17:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10033,200 PINEHURST AVENUE,PINEHURST AVENUE,HUDSON VIEW GDNS,W 187 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T17:45:00.000,12 MANHATTAN,1021790158,MANHATTAN,1001404,250719,PHONE,Unspecified,MANHATTAN,40.85482396627592,-73.93799091029794,"{'latitude': '40.85482396627592', 'longitude': '-73.93799091029794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58898654,2023-09-22T11:32:00.000,2023-10-05T06:04:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10009,130 AVENUE C,AVENUE C,E 8 ST,E 9 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,2023-10-05T06:04:00.000,03 MANHATTAN,1003780001,MANHATTAN,990276,203373,ONLINE,Unspecified,MANHATTAN,40.72488655725349,-73.97825940434208,"{'latitude': '40.72488655725349', 'longitude': '-73.97825940434208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58897252,2023-09-22T11:32:00.000,2023-10-04T17:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11213,238 ALBANY AVENUE,ALBANY AVENUE,PARK PL,STERLING PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T17:00:00.000,08 BROOKLYN,3012440082,BROOKLYN,1001135,184266,PHONE,Unspecified,BROOKLYN,40.67242825003711,-73.93913022673784,"{'latitude': '40.67242825003711', 'longitude': '-73.93913022673784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58893870,2023-09-22T11:31:30.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11238,781 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,08 BROOKLYN,3011770007,BROOKLYN,994547,184571,PHONE,Unspecified,BROOKLYN,40.67327552049408,-73.96287924276065,"{'latitude': '40.67327552049408', 'longitude': '-73.96287924276065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898944,2023-09-22T11:31:19.000,2023-09-22T13:32:54.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11101,8-18 QUEENS PLAZA SOUTH,QUEENS PLAZA SOUTH,VERNON BOULEVARD,9 STREET,VERNON BOULEVARD,9 STREET,ADDRESS,LONG ISLAND CITY,QUEENS PLAZA SOUTH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:32:58.000,02 QUEENS,4004620053,QUEENS,998431,214014,MOBILE,Unspecified,QUEENS,40.75408414127576,-73.94881537747507,"{'latitude': '40.75408414127576', 'longitude': '-73.94881537747507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896573,2023-09-22T11:31:19.000,2023-09-24T23:17:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10032,2166 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,12 MANHATTAN,1021230100,MANHATTAN,1001609,245101,MOBILE,Unspecified,MANHATTAN,40.839403814099306,-73.93726441124402,"{'latitude': '40.839403814099306', 'longitude': '-73.93726441124402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900267,2023-09-22T11:31:09.000,2023-09-22T14:43:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11368,103 STREET,103 STREET,103 STREET,ROOSEVELT AVENUE,103 STREET,ROOSEVELT AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T14:43:35.000,03 QUEENS,,QUEENS,1022285,212504,PHONE,Unspecified,QUEENS,40.74986914506844,-73.86272585671628,"{'latitude': '40.74986914506844', 'longitude': '-73.86272585671628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893778,2023-09-22T11:31:05.000,2023-10-20T06:58:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11372,37-46 72 STREET,72 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,03 QUEENS,4012827501,QUEENS,1013683,211638,ONLINE,Unspecified,QUEENS,40.74752501080781,-73.89377554811362,"{'latitude': '40.74752501080781', 'longitude': '-73.89377554811362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900756,2023-09-22T11:31:04.000,2023-09-25T09:01:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,299 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 MANHATTAN,1003730051,MANHATTAN,989838,202090,ONLINE,Unspecified,MANHATTAN,40.721365320410946,-73.97984068542186,"{'latitude': '40.721365320410946', 'longitude': '-73.97984068542186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900180,2023-09-22T11:30:20.000,2023-09-22T20:29:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1464 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:29:29.000,11 BROOKLYN,3065790038,BROOKLYN,989987,162067,MOBILE,Unspecified,BROOKLYN,40.611511007888105,-73.97933721048216,"{'latitude': '40.611511007888105', 'longitude': '-73.97933721048216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900059,2023-09-22T11:30:20.000,2023-09-22T12:35:57.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11363,242-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,DOUGLASTON PARKWAY,243 STREET,DOUGLASTON PARKWAY,243 STREET,ADDRESS,LITTLE NECK,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T12:35:54.000,11 QUEENS,4081110001,QUEENS,1055138,218230,MOBILE,Unspecified,QUEENS,40.7653831463415,-73.74409449040762,"{'latitude': '40.7653831463415', 'longitude': '-73.74409449040762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892569,2023-09-22T11:30:14.000,2023-09-22T11:41:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10026,1854 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T11:41:29.000,10 MANHATTAN,1018280030,MANHATTAN,996911,231050,MOBILE,Unspecified,MANHATTAN,40.800845772586115,-73.95426953375443,"{'latitude': '40.800845772586115', 'longitude': '-73.95426953375443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900339,2023-09-22T11:30:10.000,2023-09-22T13:19:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,23-46 101 STREET,101 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,EAST ELMHURST,101 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:19:35.000,03 QUEENS,4016370027,QUEENS,1020418,219036,MOBILE,Unspecified,QUEENS,40.76780562742018,-73.86942899510119,"{'latitude': '40.76780562742018', 'longitude': '-73.86942899510119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894060,2023-09-22T11:30:06.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11236,233 EAST   87 STREET,EAST   87 STREET,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST   87 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-28T14:20:16.000,17 BROOKLYN,3079120022,BROOKLYN,1007030,175215,ONLINE,Unspecified,BROOKLYN,40.64757205342171,-73.91790956741961,"{'latitude': '40.64757205342171', 'longitude': '-73.91790956741961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902652,2023-09-22T11:29:50.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST   69 STREET,WEST   70 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-22T13:25:00.000,07 MANHATTAN,1011417502,MANHATTAN,989198,222223,MOBILE,Unspecified,MANHATTAN,40.77662571123505,-73.98213474146851,"{'latitude': '40.77662571123505', 'longitude': '-73.98213474146851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900319,2023-09-22T11:29:44.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,10039,2844 8 AVENUE,8 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,10 MANHATTAN,1020360061,MANHATTAN,1001052,240370,UNKNOWN,Unspecified,MANHATTAN,40.826419661357285,-73.9392892637817,"{'latitude': '40.826419661357285', 'longitude': '-73.9392892637817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893314,2023-09-22T11:29:41.000,2023-09-22T12:07:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,5-35 51 AVENUE,51 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T12:07:28.000,02 QUEENS,4000330011,QUEENS,996358,209766,MOBILE,Unspecified,QUEENS,40.74242753337477,-73.95630526970072,"{'latitude': '40.74242753337477', 'longitude': '-73.95630526970072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895000,2023-09-22T11:29:39.000,2023-09-22T12:03:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1398 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T12:03:56.000,04 BRONX,2028310048,BRONX,1008079,244798,ONLINE,Unspecified,BRONX,40.83855707927812,-73.91388286014495,"{'latitude': '40.83855707927812', 'longitude': '-73.91388286014495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891978,2023-09-22T11:29:39.000,2023-10-30T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11219,921 60 STREET,60 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-30T00:00:00.000,12 BROOKLYN,3057080052,BROOKLYN,982376,170190,UNKNOWN,Unspecified,BROOKLYN,40.63380860459672,-74.0067517875553,"{'latitude': '40.63380860459672', 'longitude': '-74.0067517875553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896765,2023-09-22T11:29:34.000,2023-11-06T12:51:58.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11208,472 RUBY STREET,RUBY STREET,DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,RUBY STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-06T12:52:05.000,05 BROOKLYN,3044710109,BROOKLYN,1023026,183600,ONLINE,Unspecified,BROOKLYN,40.6705314132955,-73.86021794406054,"{'latitude': '40.6705314132955', 'longitude': '-73.86021794406054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896771,2023-09-22T11:29:21.000,2023-09-23T08:49:07.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10312,18 COUNTRY LANE,COUNTRY LANE,CODY PLACE,BEND,CODY PLACE,BEND,ADDRESS,STATEN ISLAND,COUNTRY LANE,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-23T08:49:09.000,03 STATEN ISLAND,5060280069,STATEN ISLAND,928397,141196,ONLINE,Unspecified,STATEN ISLAND,40.55405022816395,-74.20099133194411,"{'latitude': '40.55405022816395', 'longitude': '-74.20099133194411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901690,2023-09-22T11:29:20.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11101,38-53 10 STREET,10 STREET,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-28T00:00:00.000,01 QUEENS,4004740010,QUEENS,999921,215333,UNKNOWN,Unspecified,QUEENS,40.75770194442123,-73.9434343279449,"{'latitude': '40.75770194442123', 'longitude': '-73.9434343279449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892039,2023-09-22T11:29:18.000,2023-09-22T20:14:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,69-21 53 AVENUE,53 AVENUE,69 STREET,70 STREET,69 STREET,70 STREET,ADDRESS,MASPETH,53 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T20:14:56.000,05 QUEENS,4024800052,QUEENS,1013293,205671,ONLINE,Unspecified,QUEENS,40.73114837788571,-73.89520882879621,"{'latitude': '40.73114837788571', 'longitude': '-73.89520882879621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895202,2023-09-22T11:29:12.000,2023-09-28T16:33:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11368,98-30 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,04 QUEENS,4019180070,QUEENS,1022722,208190,PHONE,Unspecified,QUEENS,40.738026417783495,-73.86117333497307,"{'latitude': '40.738026417783495', 'longitude': '-73.86117333497307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897919,2023-09-22T11:29:12.000,2023-09-29T09:34:24.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11368,98-30 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,04 QUEENS,4019180070,QUEENS,1022722,208190,PHONE,Unspecified,QUEENS,40.738026417783495,-73.86117333497307,"{'latitude': '40.738026417783495', 'longitude': '-73.86117333497307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
