unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58794784,2023-09-12T21:07:14.000,2023-09-12T21:22:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,40-48 12 STREET,12 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:22:11.000,01 QUEENS,,QUEENS,999904,214472,ONLINE,Unspecified,QUEENS,40.75533874950156,-73.94349769536112,"{'latitude': '40.75533874950156', 'longitude': '-73.94349769536112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793275,2023-09-12T21:07:00.000,2023-09-12T23:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11419,,,,,LIBERTY AVENUE,114 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T23:35:00.000,10 QUEENS,,QUEENS,1031779,189125,UNKNOWN,Unspecified,QUEENS,40.68565359516771,-73.82862571146144,"{'latitude': '40.68565359516771', 'longitude': '-73.82862571146144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58789077,2023-09-12T21:06:42.000,2023-09-12T21:10:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:10:19.000,06 QUEENS,4031737501,QUEENS,1025568,203636,PHONE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799012,2023-09-12T21:06:40.000,2023-09-12T22:37:32.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10026,249 WEST  112 STREET,WEST  112 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  112 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T22:37:36.000,10 MANHATTAN,1018280015,MANHATTAN,996391,231255,MOBILE,Unspecified,MANHATTAN,40.80140917124288,-73.95614735898428,"{'latitude': '40.80140917124288', 'longitude': '-73.95614735898428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799902,2023-09-12T21:06:38.000,2023-09-19T21:01:19.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11228,7301 10 AVENUE,10 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,BROOKLYN,10 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T21:01:23.000,10 BROOKLYN,3059240009,BROOKLYN,980667,167115,PHONE,Unspecified,BROOKLYN,40.62536785192358,-74.0129074682157,"{'latitude': '40.62536785192358', 'longitude': '-74.0129074682157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793043,2023-09-12T21:06:30.000,2023-09-12T22:37:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,11-29 30 DRIVE,30 DRIVE,VERNON BOULEVARD,12 STREET,VERNON BOULEVARD,12 STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T22:37:26.000,01 QUEENS,4005050005,QUEENS,1002571,219877,MOBILE,Unspecified,QUEENS,40.770168954981,-73.93385656895586,"{'latitude': '40.770168954981', 'longitude': '-73.93385656895586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794808,2023-09-12T21:06:29.000,2023-09-12T21:23:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11213,1586 ST JOHNS PLACE,ST JOHNS PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:23:39.000,08 BROOKLYN,3013860042,BROOKLYN,1004810,183492,MOBILE,Unspecified,BROOKLYN,40.67029602202039,-73.92588436015525,"{'latitude': '40.67029602202039', 'longitude': '-73.92588436015525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797486,2023-09-12T21:06:28.000,2023-09-12T21:25:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2806 MARION AVENUE,MARION AVENUE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:25:50.000,07 BRONX,2032830081,BRONX,1015418,255157,PHONE,Unspecified,BRONX,40.86696657927548,-73.88731184640268,"{'latitude': '40.86696657927548', 'longitude': '-73.88731184640268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796095,2023-09-12T21:06:23.000,2023-09-12T21:56:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,5702 3 AVENUE,3 AVENUE,57 STREET,58 STREET,57 STREET,58 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T21:56:32.000,07 BROOKLYN,3008450035,BROOKLYN,979052,173775,PHONE,Unspecified,BROOKLYN,40.64364733648157,-74.01873050529493,"{'latitude': '40.64364733648157', 'longitude': '-74.01873050529493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797414,2023-09-12T21:06:20.000,2023-09-12T23:36:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T23:36:54.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789501,2023-09-12T21:05:54.000,2023-09-13T02:55:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,235 THROGS NECK BOULEVARD,THROGS NECK BOULEVARD,LAWTON AVENUE,BEND,LAWTON AVENUE,BEND,ADDRESS,BRONX,THROGS NECK BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T02:55:23.000,10 BRONX,2054500037,BRONX,1035955,237475,PHONE,Unspecified,BRONX,40.81833836729991,-73.81319666987663,"{'latitude': '40.81833836729991', 'longitude': '-73.81319666987663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798872,2023-09-12T21:05:48.000,2023-09-12T21:36:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10460,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:36:50.000,03 BRONX,2029820027,BRONX,1015192,243694,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795204,2023-09-12T21:05:34.000,2023-09-13T02:08:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1313 WEST    6 STREET,WEST    6 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    6 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:08:53.000,11 BROOKLYN,3065790001,BROOKLYN,989638,162562,PHONE,Unspecified,BROOKLYN,40.61286989999114,-73.98059379883489,"{'latitude': '40.61286989999114', 'longitude': '-73.98059379883489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791633,2023-09-12T21:05:30.000,2023-09-12T22:03:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,645 BANNER AVENUE,BANNER AVENUE,BRIGHTON    7 STREET,BRIGHTON    8 STREET,BRIGHTON    7 STREET,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,BANNER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T22:03:22.000,13 BROOKLYN,3072450031,BROOKLYN,994813,151761,ONLINE,Unspecified,BROOKLYN,40.58321868297793,-73.9619716596973,"{'latitude': '40.58321868297793', 'longitude': '-73.9619716596973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798268,2023-09-12T21:05:16.000,2023-09-13T04:57:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,62-18 59 AVENUE,59 AVENUE,FRESH POND ROAD,63 STREET,FRESH POND ROAD,63 STREET,ADDRESS,MASPETH,59 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T04:57:05.000,05 QUEENS,4027540030,QUEENS,1011352,201402,MOBILE,Unspecified,QUEENS,40.719437177229736,-73.90222941194185,"{'latitude': '40.719437177229736', 'longitude': '-73.90222941194185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798088,2023-09-12T21:05:11.000,2023-09-12T22:50:09.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Street/Sidewalk,11221,502 WILSON AVENUE,WILSON AVENUE,HANCOCK STREET,WEIRFIELD STREET,HANCOCK STREET,WEIRFIELD STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:50:14.000,04 BROOKLYN,3033970036,BROOKLYN,1009011,191459,PHONE,Unspecified,BROOKLYN,40.692152862492456,-73.91071113603975,"{'latitude': '40.692152862492456', 'longitude': '-73.91071113603975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789947,2023-09-12T21:05:09.000,2023-09-13T13:39:40.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11207,ALABAMA AVENUE,ALABAMA AVENUE,ALABAMA AVENUE,HEGEMAN AVENUE,ALABAMA AVENUE,HEGEMAN AVENUE,INTERSECTION,,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-13T13:39:44.000,05 BROOKLYN,,BROOKLYN,1013633,179341,ONLINE,Unspecified,BROOKLYN,40.65887756920914,-73.89409691841794,"{'latitude': '40.65887756920914', 'longitude': '-73.89409691841794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795251,2023-09-12T21:05:02.000,2023-09-13T08:54:07.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Commercial Building,10462,840 PELHAM PARKWAY,PELHAM PARKWAY,MATTHEWS AVENUE,MULINER AVENUE,MATTHEWS AVENUE,MULINER AVENUE,ADDRESS,BRONX,PELHAM PARKWAY SOUTH,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-13T08:54:07.000,11 BRONX,,BRONX,1022265,251447,PHONE,Unspecified,BRONX,40.856756929353736,-73.86257754316036,"{'latitude': '40.856756929353736', 'longitude': '-73.86257754316036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790513,2023-09-12T21:05:01.000,2023-09-12T22:47:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,1245 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:47:56.000,04 BROOKLYN,3034060050,BROOKLYN,1009876,191955,ONLINE,Unspecified,BROOKLYN,40.69351180472925,-73.9075900370751,"{'latitude': '40.69351180472925', 'longitude': '-73.9075900370751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795613,2023-09-12T21:04:32.000,2023-09-12T21:08:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11375,73-35 112 STREET,112 STREET,73 AVENUE,75 AVENUE,73 AVENUE,75 AVENUE,ADDRESS,FOREST HILLS,112 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:08:59.000,06 QUEENS,,QUEENS,1029281,201467,ONLINE,Unspecified,QUEENS,40.71954249248192,-73.8375501469488,"{'latitude': '40.71954249248192', 'longitude': '-73.8375501469488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798759,2023-09-12T21:04:31.000,2023-09-12T21:33:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,935 78 STREET,78 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:34:05.000,10 BROOKLYN,3059640114,BROOKLYN,979383,166479,MOBILE,Unspecified,BROOKLYN,40.62362155281729,-74.01753251587127,"{'latitude': '40.62362155281729', 'longitude': '-74.01753251587127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793423,2023-09-12T21:04:24.000,2023-09-12T21:39:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11235,131 IRWIN STREET,IRWIN STREET,HAMPTON AVENUE,ORIENTAL BOULEVARD,HAMPTON AVENUE,ORIENTAL BOULEVARD,ADDRESS,BROOKLYN,IRWIN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:39:25.000,15 BROOKLYN,3087520035,BROOKLYN,999856,150391,ONLINE,Unspecified,BROOKLYN,40.57945086100569,-73.94381929177716,"{'latitude': '40.57945086100569', 'longitude': '-73.94381929177716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790445,2023-09-12T21:03:50.000,2023-09-12T21:17:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,330 WEST   30 STREET,WEST   30 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   30 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:17:54.000,04 MANHATTAN,1007530056,MANHATTAN,985267,212563,PHONE,Unspecified,MANHATTAN,40.75011282688794,-73.99632947923503,"{'latitude': '40.75011282688794', 'longitude': '-73.99632947923503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797595,2023-09-12T21:03:48.000,2023-09-12T21:34:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,353 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    4 STREET,SOUTH    5 STREET,SOUTH    4 STREET,SOUTH    5 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:34:55.000,01 BROOKLYN,3024440004,BROOKLYN,994502,198593,ONLINE,Unspecified,BROOKLYN,40.71176271864057,-73.96302012822102,"{'latitude': '40.71176271864057', 'longitude': '-73.96302012822102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796743,2023-09-12T21:03:31.000,2023-09-27T16:12:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),11204,5301 20 AVENUE,20 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,20 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T21:03:31.000,12 BROOKLYN,3054951101,BROOKLYN,990129,166352,MOBILE,Unspecified,BROOKLYN,40.623272350629534,-73.97882204194497,"{'latitude': '40.623272350629534', 'longitude': '-73.97882204194497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797726,2023-09-12T21:03:29.000,2023-09-12T21:14:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:15:01.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
