unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_pick_up_location
58916741,2023-09-25T10:02:57.000,2023-09-25T11:06:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10462,UNIONPORT ROAD,UNIONPORT ROAD,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T11:06:09.000,11 BRONX,,BRONX,1021208,246602,PHONE,Unspecified,BRONX,40.84346334166426,-73.86642525029828,"{'latitude': '40.84346334166426', 'longitude': '-73.86642525029828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNIONPORT ROAD,VAN NEST AVENUE,UNIONPORT ROAD,VAN NEST AVENUE,,,,,,,
58920699,2023-09-25T10:02:50.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10011,338 WEST   22 STREET,WEST   22 STREET,ADDRESS,NEW YORK,In Progress,,,04 MANHATTAN,1007450058,MANHATTAN,984202,210746,ONLINE,Unspecified,MANHATTAN,40.74512567700891,-74.00017322694981,"{'latitude': '40.74512567700891', 'longitude': '-74.00017322694981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   22 STREET,,,,,,
58921452,2023-09-25T10:02:43.000,2023-09-25T10:41:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,470 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T10:41:54.000,08 BROOKLYN,3013630054,BROOKLYN,1005834,184538,ONLINE,Unspecified,BROOKLYN,40.67316461923159,-73.9221896500569,"{'latitude': '40.67316461923159', 'longitude': '-73.9221896500569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,RALPH AVENUE,,,,,,
58921274,2023-09-25T10:02:41.000,2023-09-25T10:54:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,5-21 46 ROAD,46 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T10:54:44.000,02 QUEENS,4000270015,QUEENS,996741,211278,MOBILE,Unspecified,QUEENS,40.74657706190444,-73.95492031114415,"{'latitude': '40.74657706190444', 'longitude': '-73.95492031114415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,46 ROAD,,,,,,
58917114,2023-09-25T10:02:24.000,2023-10-02T08:57:04.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,PHONE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925024,2023-09-25T10:02:24.000,2023-10-02T08:57:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,PHONE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58917399,2023-09-25T10:02:12.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11103,30-28 48 STREET,48 STREET,ADDRESS,ASTORIA,In Progress,,,01 QUEENS,4007290056,QUEENS,1009417,216257,PHONE,Unspecified,QUEENS,40.760216156411666,-73.90915435128377,"{'latitude': '40.760216156411666', 'longitude': '-73.90915435128377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,48 STREET,,,,,,
58919743,2023-09-25T10:02:06.000,2023-09-27T08:00:26.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T10:10:31.000,Unspecified MANHATTAN,,MANHATTAN,987690,214615,PHONE,Unspecified,MANHATTAN,40.75574443605485,-73.98758342283777,"{'latitude': '40.75574443605485', 'longitude': '-73.98758342283777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,E,A C E Downtown & Brooklyn,Platform,,
58918481,2023-09-25T10:02:04.000,2023-09-27T08:23:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11001,266 STREET,266 STREET,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:23:59.000,13 QUEENS,,QUEENS,1066669,208237,PHONE,Unspecified,QUEENS,40.737855066713465,-73.70259038593353,"{'latitude': '40.737855066713465', 'longitude': '-73.70259038593353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",266 STREET,EAST WILLISTON AVENUE,266 STREET,EAST WILLISTON AVENUE,,,,,,,
58922519,2023-09-25T10:01:25.000,2023-09-25T11:56:33.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11238,379 VANDERBILT AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T11:56:36.000,02 BROOKLYN,3019430001,BROOKLYN,992965,189527,UNKNOWN,Unspecified,BROOKLYN,40.68688031419697,-73.96857595404755,"{'latitude': '40.68688031419697', 'longitude': '-73.96857595404755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,VANDERBILT AVENUE,,,,,,
58919085,2023-09-25T10:01:23.000,2023-09-25T10:20:00.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11238,396 VANDERBILT AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T06:19:57.000,02 BROOKLYN,3019597503,BROOKLYN,993038,189011,UNKNOWN,Unspecified,BROOKLYN,40.68546394021294,-73.96831340788981,"{'latitude': '40.68546394021294', 'longitude': '-73.96831340788981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENE AVENUE,GATES AVENUE,GREENE AVENUE,GATES AVENUE,VANDERBILT AVENUE,,,,,,
58921329,2023-09-25T10:01:21.000,2023-09-25T12:15:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10469,2724 EASTCHESTER ROAD,EASTCHESTER ROAD,ADDRESS,BRONX,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T12:15:12.000,11 BRONX,2045340029,BRONX,1027599,254778,UNKNOWN,Unspecified,BRONX,40.865874927106724,-73.84327387579145,"{'latitude': '40.865874927106724', 'longitude': '-73.84327387579145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLERTON AVENUE,BANTAM PLACE,ALLERTON AVENUE,BANTAM PLACE,EASTCHESTER ROAD,,,,,,
58919574,2023-09-25T10:01:07.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11211,346 SOUTH    5 STREET,SOUTH    5 STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3024620115,BROOKLYN,996623,197348,PHONE,Unspecified,BROOKLYN,40.70834277758517,-73.95537178256772,"{'latitude': '40.70834277758517', 'longitude': '-73.95537178256772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,SOUTH    5 STREET,,,,,,
58917563,2023-09-25T10:01:07.000,2023-09-25T10:04:46.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-25T10:04:46.000,Unspecified MANHATTAN,,MANHATTAN,993428,232185,MOBILE,Unspecified,MANHATTAN,40.80396534055343,-73.9668482836493,"{'latitude': '40.80396534055343', 'longitude': '-73.9668482836493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,1,1 Downtown,Platform,,
58918618,2023-09-25T10:00:55.000,2023-09-25T11:24:07.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11201,77 LIVINGSTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T11:24:16.000,02 BROOKLYN,3002660020,BROOKLYN,986708,191215,ONLINE,Unspecified,BROOKLYN,40.69151743533749,-73.99113646870448,"{'latitude': '40.69151743533749', 'longitude': '-73.99113646870448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,BOERUM PLACE,COURT STREET,BOERUM PLACE,LIVINGSTON STREET,,,,,,
58921956,2023-09-25T10:00:41.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,10307,7001 AMBOY ROAD,AMBOY ROAD,ADDRESS,STATEN ISLAND,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:49:46.000,03 STATEN ISLAND,5080080014,STATEN ISLAND,919325,127301,ONLINE,Unspecified,STATEN ISLAND,40.515849411267325,-74.23350419181727,"{'latitude': '40.515849411267325', 'longitude': '-74.23350419181727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PAGE AVENUE,BETHEL AVENUE,PAGE AVENUE,BETHEL AVENUE,AMBOY ROAD,,,,,,
58922892,2023-09-25T10:00:21.000,2023-10-14T13:48:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10032,405 EDGECOMBE AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-14T00:00:00.000,09 MANHATTAN,1020540056,MANHATTAN,1000859,241298,PHONE,Unspecified,MANHATTAN,40.828967120904416,-73.93998433391445,"{'latitude': '40.828967120904416', 'longitude': '-73.93998433391445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918972,2023-09-25T10:00:17.000,2023-09-25T10:24:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10002,BARUCH PLACE,BARUCH PLACE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T10:24:39.000,03 MANHATTAN,,MANHATTAN,990804,201277,PHONE,Unspecified,MANHATTAN,40.71913316846886,-73.97635652771054,"{'latitude': '40.71913316846886', 'longitude': '-73.97635652771054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARUCH PLACE,EAST HOUSTON STREET,BARUCH PLACE,EAST HOUSTON STREET,,,,,,,
58922701,2023-09-25T10:00:13.000,2023-10-26T07:02:49.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,2705 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-26T00:00:00.000,07 BRONX,2032870077,BRONX,1014779,254648,ONLINE,Unspecified,BRONX,40.86557176309289,-73.88962447238093,"{'latitude': '40.86557176309289', 'longitude': '-73.88962447238093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921089,2023-09-25T09:59:38.000,2023-09-25T11:39:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10011,338 WEST   22 STREET,WEST   22 STREET,ADDRESS,NEW YORK,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T11:39:14.000,04 MANHATTAN,1007450058,MANHATTAN,984202,210746,ONLINE,Unspecified,MANHATTAN,40.74512567700891,-74.00017322694981,"{'latitude': '40.74512567700891', 'longitude': '-74.00017322694981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   22 STREET,,,,,,
58918021,2023-09-25T09:59:00.000,2023-09-25T11:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10002,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T11:15:00.000,03 MANHATTAN,,MANHATTAN,988657,200570,UNKNOWN,Unspecified,MANHATTAN,40.71719395338513,-73.98410226578491,"{'latitude': '40.71719395338513', 'longitude': '-73.98410226578491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RIDGE STREET,DELANCEY STREET,,N/A,,,,,
58923373,2023-09-25T09:59:00.000,2023-09-25T12:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10301,72 UNIVERSITY PLACE,UNIVERSITY PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-25T12:20:00.000,01 STATEN ISLAND,5002500046,STATEN ISLAND,956671,168970,PHONE,Unspecified,STATEN ISLAND,40.63041722991381,-74.0993586586644,"{'latitude': '40.63041722991381', 'longitude': '-74.0993586586644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST AVE,REVERE ST,,,,,,,,,
58923633,2023-09-25T09:59:00.000,2023-09-25T12:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11222,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T12:30:00.000,01 BROOKLYN,,BROOKLYN,998353,203892,UNKNOWN,Unspecified,BROOKLYN,40.72630189628688,-73.94911813035976,"{'latitude': '40.72630189628688', 'longitude': '-73.94911813035976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MC GUINNESS BOULEVARD,NORMAN AVENUE,,N/A,,,,,
58924463,2023-09-25T09:59:00.000,2023-09-26T09:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10459,1429 LONGFELLOW AVENUE,LONGFELLOW AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T09:30:00.000,03 BRONX,2029990036,BRONX,1015330,241853,ONLINE,Unspecified,BRONX,40.83045136833002,-73.88769168060637,"{'latitude': '40.83045136833002', 'longitude': '-73.88769168060637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,JENNINGS ST,,,,N/A,,,,,
