unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,incident_address,street_name,cross_street_1,cross_street_2,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58842937,2023-09-17T20:28:38.000,2023-09-18T02:34:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11418,112 STREET,DEAD END,ADDRESS,RICHMOND HILL,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T02:34:17.000,09 QUEENS,QUEENS,1030139,192104,ONLINE,Unspecified,QUEENS,40.69383890468498,-73.8345187181525,"{'latitude': '40.69383890468498', 'longitude': '-73.8345187181525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,112-02 92 AVENUE,92 AVENUE,112 STREET,DEAD END,92 AVENUE,4093190054,,,,,,
58837045,2023-09-17T20:28:28.000,2023-09-18T01:36:05.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11378,61 STREET,64 STREET,ADDRESS,MASPETH,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:36:15.000,05 QUEENS,QUEENS,1010850,202334,PHONE,Unspecified,QUEENS,40.72199681459548,-73.90403669445561,"{'latitude': '40.72199681459548', 'longitude': '-73.90403669445561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,61-09 GRAND AVENUE,GRAND AVENUE,61 STREET,64 STREET,GRAND AVENUE,4027120005,,,,,,
58840339,2023-09-17T20:28:21.000,2023-09-17T20:48:41.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11232,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:48:44.000,07 BROOKLYN,BROOKLYN,983235,178159,ONLINE,Unspecified,BROOKLYN,40.65568193231247,-74.00365811702756,"{'latitude': '40.65568193231247', 'longitude': '-74.00365811702756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,179 34 STREET,34 STREET,3 AVENUE,4 AVENUE,34 STREET,,,,,,,
58842614,2023-09-17T20:28:12.000,2023-09-17T20:46:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:46:43.000,09 BROOKLYN,BROOKLYN,995106,179737,MOBILE,Unspecified,BROOKLYN,40.66000659902708,-73.96087182826301,"{'latitude': '40.66000659902708', 'longitude': '-73.96087182826301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2116 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,,,,,,,
58840348,2023-09-17T20:27:59.000,2023-09-17T20:34:29.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10464,,PARK DRIVE,UNRECOGNIZED,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T20:34:37.000,28 BRONX,BRONX,1036955,255379,ONLINE,Pelham Bay Park,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,PELHAM BAY PARK,2056500001,,,,,,
58842885,2023-09-17T20:27:47.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11223,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T10:48:25.000,15 BROOKLYN,BROOKLYN,992754,160430,ONLINE,Unspecified,BROOKLYN,40.60701555546325,-73.96937344745434,"{'latitude': '40.60701555546325', 'longitude': '-73.96937344745434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,446 QUENTIN ROAD,QUENTIN ROAD,EAST    4 STREET,EAST    5 STREET,QUENTIN ROAD,3066610003,,,,,,
58843898,2023-09-17T20:27:38.000,2023-09-19T13:14:11.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10306,AULTMAN AVENUE,DEAD END,ADDRESS,STATEN ISLAND,,Closed,NYC Parks inspected and determined the issue was out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-19T13:14:19.000,02 STATEN ISLAND,STATEN ISLAND,945571,148774,ONLINE,Unspecified,STATEN ISLAND,40.57494187653475,-74.13923283913302,"{'latitude': '40.57494187653475', 'longitude': '-74.13923283913302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,361 ST GEORGE ROAD,ST GEORGE ROAD,AULTMAN AVENUE,DEAD END,ST GEORGE ROAD,5022840053,,,,,,
58839180,2023-09-17T20:27:31.000,2023-09-17T20:48:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11373,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T20:48:59.000,04 QUEENS,QUEENS,1018760,210836,ONLINE,Unspecified,QUEENS,40.74530536851072,-73.87545666300814,"{'latitude': '40.74530536851072', 'longitude': '-73.87545666300814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,42-05 FORLEY STREET,FORLEY STREET,WHITNEY AVENUE,LAMONT AVENUE,FORLEY STREET,4015670077,,,,,,
58839199,2023-09-17T20:27:17.000,2023-09-17T20:36:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11220,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T20:37:02.000,07 BROOKLYN,BROOKLYN,983507,173618,PHONE,Unspecified,BROOKLYN,40.643217899449155,-74.00267731353654,"{'latitude': '40.643217899449155', 'longitude': '-74.00267731353654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,774 47 STREET,47 STREET,7 AVENUE,8 AVENUE,47 STREET,3007680036,,,,,,
58840088,2023-09-17T20:27:00.000,2023-09-17T20:58:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,11249,KENT AVENUE,BROADWAY,INTERSECTION,BROOKLYN,N/A,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-17T20:58:00.000,01 BROOKLYN,BROOKLYN,992976,198249,UNKNOWN,Unspecified,BROOKLYN,40.710820157084164,-73.96852499067981,"{'latitude': '40.710820157084164', 'longitude': '-73.96852499067981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58837983,2023-09-17T20:26:59.000,2023-09-17T22:33:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11105,23 AVENUE,24 AVENUE,ADDRESS,ASTORIA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:33:56.000,01 QUEENS,QUEENS,1007183,221817,MOBILE,Unspecified,QUEENS,40.77548298372297,-73.9171994742426,"{'latitude': '40.77548298372297', 'longitude': '-73.9171994742426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,23-50 26 STREET,26 STREET,23 AVENUE,24 AVENUE,26 STREET,4008640058,,,,,,
58840608,2023-09-17T20:26:43.000,2023-09-17T21:25:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11421,ELDERT LANE,,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T21:25:20.000,09 QUEENS,QUEENS,1021174,189501,ONLINE,Unspecified,QUEENS,40.68673622184065,-73.86686180295185,"{'latitude': '40.68673622184065', 'longitude': '-73.86686180295185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,74-01 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,ELDERT LANE,,ROCKAWAY BOULEVARD,4089440001,,,,,,
58843953,2023-09-17T20:26:30.000,2023-09-18T02:25:34.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,11421,89 AVENUE,90 AVENUE,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T02:25:41.000,09 QUEENS,QUEENS,1026324,191361,MOBILE,Unspecified,QUEENS,40.69181850370417,-73.84828068126713,"{'latitude': '40.69181850370417', 'longitude': '-73.84828068126713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,89-03 96 STREET,96 STREET,89 AVENUE,90 AVENUE,96 STREET,4089760002,,,,,,
58839020,2023-09-17T20:26:21.000,2023-09-17T20:55:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,86 ROAD,JAMAICA AVENUE,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:56:00.000,09 QUEENS,QUEENS,1024472,192123,MOBILE,Unspecified,QUEENS,40.693918625248614,-73.85495445184085,"{'latitude': '40.693918625248614', 'longitude': '-73.85495445184085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,86-26 90 STREET,90 STREET,86 ROAD,JAMAICA AVENUE,90 STREET,4088680018,,,,,,
58842622,2023-09-17T20:26:14.000,2023-09-17T20:46:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10032,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:46:27.000,12 MANHATTAN,MANHATTAN,1000707,242898,ONLINE,Unspecified,MANHATTAN,40.83335894516632,-73.94052965189728,"{'latitude': '40.83335894516632', 'longitude': '-73.94052965189728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,962 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,ST NICHOLAS AVENUE,1021080016,,,,,,
58843773,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58843767,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58839572,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58841783,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58844847,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58841769,2023-09-17T20:26:07.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11415,,,ADDRESS,KEW GARDENS,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 QUEENS,QUEENS,1030848,195219,ONLINE,Unspecified,QUEENS,40.70238513343162,-73.83194043350115,"{'latitude': '40.70238513343162', 'longitude': '-73.83194043350115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,85-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,4092650038,,,,,,
58840349,2023-09-17T20:25:56.000,2023-09-17T20:33:59.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10464,,PARK DRIVE,UNRECOGNIZED,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T20:34:07.000,28 BRONX,BRONX,1036955,255379,ONLINE,Pelham Bay Park,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,PELHAM BAY PARK,PELHAM BAY PARK,,PARK DRIVE,PELHAM BAY PARK,2056500001,,,,,,
58838826,2023-09-17T20:25:53.000,2023-09-19T13:23:34.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10012,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,,Closed,The Department of Sanitation cleaned the location.,2023-09-19T13:23:38.000,02 MANHATTAN,MANHATTAN,984281,204695,MOBILE,Unspecified,MANHATTAN,40.728517177965905,-73.99988815214454,"{'latitude': '40.728517177965905', 'longitude': '-73.99988815214454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,158 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,BLEECKER STREET,1005257501,,,,,,
58843111,2023-09-17T20:25:38.000,2023-09-18T09:51:00.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11429,102 AVENUE,104 AVENUE,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T09:51:10.000,13 QUEENS,QUEENS,1055595,199237,ONLINE,Unspecified,QUEENS,40.71324862534493,-73.74264616809262,"{'latitude': '40.71324862534493', 'longitude': '-73.74264616809262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alley,102-07 216 STREET,216 STREET,102 AVENUE,104 AVENUE,216 STREET,4110920018,,,,,,
58844456,2023-09-17T20:25:38.000,2023-09-17T21:50:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11433,LINDEN BOULEVARD,DEAD END,ADDRESS,JAMAICA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T21:50:55.000,12 QUEENS,QUEENS,1044029,190695,MOBILE,Unspecified,QUEENS,40.68988861441653,-73.78444238088142,"{'latitude': '40.68988861441653', 'longitude': '-73.78444238088142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,164-43 O DONNELL ROAD,O DONNELL ROAD,LINDEN BOULEVARD,DEAD END,ODONNELL ROAD,4123200102,,,,,,
58842877,2023-09-17T20:25:38.000,2023-09-19T01:10:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11420,129 STREET,130 STREET,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T01:10:35.000,10 QUEENS,QUEENS,1037088,184280,MOBILE,Unspecified,QUEENS,40.67232509813935,-73.80952120929011,"{'latitude': '40.67232509813935', 'longitude': '-73.80952120929011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,129-02 SUTTER AVENUE,SUTTER AVENUE,129 STREET,130 STREET,SUTTER AVENUE,4117670031,,,,,,
58840223,2023-09-17T20:25:34.000,2023-09-17T21:11:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11220,5 AVENUE,6 AVENUE,BLOCKFACE,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T21:11:09.000,Unspecified BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,Street/Sidewalk,46 STREET,46 STREET,5 AVENUE,6 AVENUE,,,,,,,,
58839555,2023-09-17T20:25:32.000,2023-09-17T21:51:38.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11419,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T21:51:46.000,10 QUEENS,QUEENS,1035039,190190,MOBILE,Unspecified,QUEENS,40.68855866366043,-73.81686320478205,"{'latitude': '40.68855866366043', 'longitude': '-73.81686320478205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,104-60 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,128 STREET,4095810037,,,,,,
58844621,2023-09-17T20:25:24.000,2023-09-17T20:47:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11229,BATCHELDER STREET,BRAGG STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:47:59.000,15 BROOKLYN,BROOKLYN,1001596,156535,ONLINE,Unspecified,BROOKLYN,40.596311677549664,-73.93753962215928,"{'latitude': '40.596311677549664', 'longitude': '-73.93753962215928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3019 AVENUE W,AVENUE W,BATCHELDER STREET,BRAGG STREET,AVENUE W,3073890001,,,,,,
