unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58951534,2023-09-28T11:34:53.000,2023-10-10T12:22:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,2229 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BRONX,BRONX,1011372,251211,ONLINE,Unspecified,BRONX,40.85614936426443,-73.90195614688277,"{'latitude': '40.85614936426443', 'longitude': '-73.90195614688277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031700032,,,,,,,,,
58950108,2023-09-28T11:34:42.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10456,1125 FINDLAY AVENUE,FINDLAY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,04 BRONX,BRONX,1008178,241962,PHONE,Unspecified,BRONX,40.830772814008505,-73.91353519467509,"{'latitude': '40.830772814008505', 'longitude': '-73.91353519467509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024340032,,,,,,,,,
58951751,2023-09-28T11:34:41.000,,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,11235,633 BANNER AVENUE,BANNER AVENUE,BRIGHTON    7 STREET,BRIGHTON    8 STREET,BRIGHTON    7 STREET,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,BANNER AVENUE,In Progress,,,13 BROOKLYN,BROOKLYN,994782,151756,PHONE,Unspecified,BROOKLYN,40.58320499585553,-73.96208327199544,"{'latitude': '40.58320499585553', 'longitude': '-73.96208327199544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952002,2023-09-28T11:34:35.000,2023-10-12T09:44:30.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10466,963 EAST  230 STREET,EAST  230 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  230 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T09:56:56.000,12 BRONX,BRONX,1025434,263188,PHONE,Unspecified,BRONX,40.888968108767095,-73.85104960645388,"{'latitude': '40.888968108767095', 'longitude': '-73.85104960645388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2048660018,,,,,,,,,
58951527,2023-09-28T11:34:27.000,2023-10-20T06:57:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10028,30 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,08 MANHATTAN,MANHATTAN,995066,222556,PHONE,Unspecified,MANHATTAN,40.7775344758815,-73.96094719514765,"{'latitude': '40.7775344758815', 'longitude': '-73.96094719514765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014920049,,,,,,,,,
58951940,2023-09-28T11:34:16.000,2023-10-11T08:20:43.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11428,219-07 JAMAICA AVENUE,JAMAICA AVENUE,219 STREET,SPRINGFIELD BOULEVARD,219 STREET,SPRINGFIELD BOULEVARD,ADDRESS,QUEENS VILLAGE,JAMAICA AVENUE,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-30T12:20:14.000,13 QUEENS,QUEENS,1057460,201071,ONLINE,Unspecified,QUEENS,40.71826725784358,-73.73589888325034,"{'latitude': '40.71826725784358', 'longitude': '-73.73589888325034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952984,2023-09-28T11:34:11.000,2023-10-02T14:44:04.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Over Intersection,Street,11358,42 AVENUE,42 AVENUE,42 AVENUE,192 STREET,42 AVENUE,192 STREET,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-02T14:44:08.000,11 QUEENS,QUEENS,1042528,216033,PHONE,Unspecified,QUEENS,40.75944508337787,-73.78963541275962,"{'latitude': '40.75944508337787', 'longitude': '-73.78963541275962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949921,2023-09-28T11:34:06.000,2023-09-28T11:34:06.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11229,2372 EAST   23 STREET,EAST   23 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,15 BROOKLYN,BROOKLYN,998856,155611,UNKNOWN,Unspecified,BROOKLYN,40.59378042306682,-73.94740795148805,"{'latitude': '40.59378042306682', 'longitude': '-73.94740795148805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3074050226,,,,,,,,,
58950558,2023-09-28T11:33:46.000,2023-10-03T10:56:15.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11228,126 BAY   11 STREET,BAY   11 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   11 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T10:56:18.000,11 BROOKLYN,BROOKLYN,981282,160790,PHONE,Unspecified,BROOKLYN,40.60800726521203,-74.01068919997891,"{'latitude': '40.60800726521203', 'longitude': '-74.01068919997891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949811,2023-09-28T11:33:45.000,2023-09-28T11:53:59.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11211,230 DIVISION AVENUE,DIVISION AVENUE,BROOKLYN QUEENS EXPRESSWAY,RODNEY STREET,BROOKLYN QUEENS EXPRESSWAY,RODNEY STREET,ADDRESS,BROOKLYN,DIVISION AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T11:54:04.000,01 BROOKLYN,BROOKLYN,996013,196918,PHONE,Unspecified,BROOKLYN,40.70716336136965,-73.9575727445741,"{'latitude': '40.70716336136965', 'longitude': '-73.9575727445741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3021890001,,,,,,,,,
58950379,2023-09-28T11:33:28.000,2023-09-28T16:57:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11414,149-11 85 STREET,85 STREET,149 AVENUE,151 AVENUE,149 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,85 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T16:57:30.000,10 QUEENS,QUEENS,1025849,183165,ONLINE,Unspecified,QUEENS,40.66932462260182,-73.85004412757392,"{'latitude': '40.66932462260182', 'longitude': '-73.85004412757392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950420,2023-09-28T11:33:21.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10314,41 DAWSON CIRCLE,DAWSON CIRCLE,BEND,ARLENE STREET,BEND,ARLENE STREET,ADDRESS,STATEN ISLAND,DAWSON CIRCLE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T08:33:40.000,02 STATEN ISLAND,STATEN ISLAND,938346,159136,PHONE,Unspecified,STATEN ISLAND,40.60334898082504,-74.16531101438315,"{'latitude': '40.60334898082504', 'longitude': '-74.16531101438315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948245,2023-09-28T11:33:20.000,2023-10-02T09:36:33.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10471,6215 SPENCER TERRACE,SPENCER TERRACE,BEND,SPENCER PLACE,BEND,SPENCER PLACE,ADDRESS,BRONX,SPENCER TERRACE,Closed,The Department of Sanitation collected the requested items.,2023-09-29T09:23:20.000,08 BRONX,BRONX,1012631,271323,ONLINE,Unspecified,BRONX,40.9113465226507,-73.89731974528873,"{'latitude': '40.9113465226507', 'longitude': '-73.89731974528873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2058881538,,,,,,,,,
58946037,2023-09-28T11:33:14.000,2023-09-28T11:44:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11223,KINGS HIGHWAY,KINGS HIGHWAY,KINGS HIGHWAY,WEST    1 STREET,KINGS HIGHWAY,WEST    1 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:44:19.000,11 BROOKLYN,BROOKLYN,991413,159481,PHONE,Unspecified,BROOKLYN,40.60441192977613,-73.9742039699663,"{'latitude': '40.60441192977613', 'longitude': '-73.9742039699663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58946343,2023-09-28T11:33:08.000,2023-09-28T14:16:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T14:16:04.000,12 BRONX,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952861,2023-09-28T11:33:04.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11357,159-17 CRYDERS LANE,CRYDERS LANE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,WHITESTONE,CRYDERS LANE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T11:45:21.000,07 QUEENS,QUEENS,1038799,226250,ONLINE,Unspecified,QUEENS,40.78751179568929,-73.80301290553048,"{'latitude': '40.78751179568929', 'longitude': '-73.80301290553048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4045710001,,,,,,,,,
58950576,2023-09-28T11:33:00.000,2023-09-29T12:01:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,186 MONAHAN AVENUE,MONAHAN AVENUE,KELLY BOULEVARD,DENKER PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-29T12:01:00.000,02 STATEN ISLAND,STATEN ISLAND,942003,154244,PHONE,Unspecified,STATEN ISLAND,40.58993963630161,-74.15211073982971,"{'latitude': '40.58993963630161', 'longitude': '-74.15211073982971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5023720248,,,,,,,,,
58949928,2023-09-28T11:33:00.000,2023-11-22T10:08:00.000,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10018,,,,,AVENUE OF THE AMERICAS,WEST 38 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T10:08:00.000,05 MANHATTAN,MANHATTAN,988144,213366,UNKNOWN,Unspecified,MANHATTAN,40.75231605995058,-73.98594544675993,"{'latitude': '40.75231605995058', 'longitude': '-73.98594544675993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949231,2023-09-28T11:32:55.000,2023-09-28T12:58:32.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11209,219 78 STREET,78 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,,2023-09-28T12:58:32.000,10 BROOKLYN,BROOKLYN,975753,168717,PHONE,Unspecified,BROOKLYN,40.629761654361864,-74.03061177220759,"{'latitude': '40.629761654361864', 'longitude': '-74.03061177220759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059590073,,,,,,,,,
58953507,2023-09-28T11:32:41.000,2023-09-28T11:43:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,108 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T11:43:39.000,06 QUEENS,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951996,2023-09-28T11:32:33.000,2023-10-02T13:08:14.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10019,900 8 AVENUE,8 AVENUE,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-02T13:08:18.000,05 MANHATTAN,MANHATTAN,988549,217806,ONLINE,Unspecified,MANHATTAN,40.764502536970305,-73.98448084752273,"{'latitude': '40.764502536970305', 'longitude': '-73.98448084752273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010257502,,,,,,,,,
58947990,2023-09-28T11:32:11.000,2023-09-28T11:32:11.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10462,1598 BRONXDALE AVENUE,BRONXDALE AVENUE,BRONXDALE AVENUE,PIERCE AVENUE,BRONXDALE AVENUE,PIERCE AVENUE,ADDRESS,BRONX,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T11:32:11.000,11 BRONX,BRONX,1023901,246612,PHONE,Unspecified,BRONX,40.84347910696065,-73.85669208383463,"{'latitude': '40.84347910696065', 'longitude': '-73.85669208383463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2040580002,,,,,,,,,
58955266,2023-09-28T11:32:09.000,2023-10-02T13:35:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10002,ALLEN STREET,ALLEN STREET,BROOME STREET,DELANCEY STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-02T13:35:00.000,03 MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,,,,
58953554,2023-09-28T11:32:02.000,2023-09-28T12:00:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,463 HERZL STREET,HERZL STREET,NEWPORT STREET,LOTT AVENUE,NEWPORT STREET,LOTT AVENUE,ADDRESS,BROOKLYN,HERZL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:00:34.000,16 BROOKLYN,BROOKLYN,1008477,179123,MOBILE,Unspecified,BROOKLYN,40.65829481582129,-73.91268109640991,"{'latitude': '40.65829481582129', 'longitude': '-73.91268109640991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950803,2023-09-28T11:32:00.000,2023-10-03T12:51:49.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Street,11417,76-11 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,76 STREET,SUTTER AVENUE,76 STREET,SUTTER AVENUE,ADDRESS,OZONE PARK,NORTH CONDUIT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-03T12:51:52.000,10 QUEENS,QUEENS,1023046,185131,ONLINE,Unspecified,QUEENS,40.67473357184238,-73.86013703495821,"{'latitude': '40.67473357184238', 'longitude': '-73.86013703495821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4091290138,,,,,,,,,
58952113,2023-09-28T11:32:00.000,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11228,,,,,CROPSEY AVENUE,BAY 11 STREET,INTERSECTION,BROOKLYN,,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2023-09-28T12:30:00.000,11 BROOKLYN,BROOKLYN,980597,159921,PHONE,Unspecified,BROOKLYN,40.60562178201948,-74.01315574540845,"{'latitude': '40.60562178201948', 'longitude': '-74.01315574540845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58953637,2023-09-28T11:32:00.000,2023-11-22T10:08:00.000,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10018,,,,,AVENUE OF THE AMERICAS,WEST 38 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T10:08:00.000,05 MANHATTAN,MANHATTAN,988144,213366,UNKNOWN,Unspecified,MANHATTAN,40.75231605995058,-73.98594544675993,"{'latitude': '40.75231605995058', 'longitude': '-73.98594544675993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
