unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date
58885055,2023-09-21T09:18:50.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11435,144-19 109 AVENUE,109 AVENUE,PINEGROVE STREET,INWOOD STREET,PINEGROVE STREET,INWOOD STREET,ADDRESS,JAMAICA,109 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-22T22:33:14.000,12 QUEENS,4119320040,QUEENS,1038988,190328,ONLINE,Unspecified,QUEENS,40.68891389907076,-73.80262268438467,"{'latitude': '40.68891389907076', 'longitude': '-73.80262268438467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:24:57.000,,,,,,,
58884853,2023-09-21T09:18:47.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11416,101-14 92 STREET,92 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,OZONE PARK,92 STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-28T15:45:05.000,09 QUEENS,4090980110,QUEENS,1026297,188231,ONLINE,Unspecified,QUEENS,40.683227512739194,-73.848397577178,"{'latitude': '40.683227512739194', 'longitude': '-73.848397577178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T15:45:02.000,,,,,,,
58890628,2023-09-21T09:18:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,157 BROOME STREET,BROOME STREET,RIDGE STREET,ATTORNEY STREET,RIDGE STREET,ATTORNEY STREET,ADDRESS,NEW YORK,BROOME STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T09:52:16.000,03 MANHATTAN,1003410075,MANHATTAN,988333,200356,ONLINE,Unspecified,MANHATTAN,40.716606730161864,-73.98527118746058,"{'latitude': '40.716606730161864', 'longitude': '-73.98527118746058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:52:12.000,,,,,,,
58887640,2023-09-21T09:18:29.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10038,49 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,ADDRESS,NEW YORK,FULTON STREET,Closed,The Department of Sanitation removed the items.,2023-09-21T13:15:20.000,01 MANHATTAN,1000950027,MANHATTAN,982969,197285,MOBILE,Unspecified,MANHATTAN,40.708178415818026,-74.00462043183734,"{'latitude': '40.708178415818026', 'longitude': '-74.00462043183734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:15:14.000,,,,,,,
58887745,2023-09-21T09:18:24.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Street,11237,384 TROUTMAN STREET,TROUTMAN STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,TROUTMAN STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T03:37:18.000,04 BROOKLYN,3031880029,BROOKLYN,1005486,196504,ONLINE,Unspecified,BROOKLYN,40.70600936507791,-73.92340647125503,"{'latitude': '40.70600936507791', 'longitude': '-73.92340647125503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:53:18.000,,,,,,,
58887302,2023-09-21T09:18:21.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11207,DUMONT AVENUE,DUMONT AVENUE,DUMONT AVENUE,HINSDALE STREET,DUMONT AVENUE,HINSDALE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:50:16.000,05 BROOKLYN,,BROOKLYN,1012249,181792,PHONE,Unspecified,BROOKLYN,40.66560950261275,-73.89907498977752,"{'latitude': '40.66560950261275', 'longitude': '-73.89907498977752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:50:11.000,,,,,,,
58885509,2023-09-21T09:18:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,89-88 COOPER AVENUE,COOPER AVENUE,METROPOLITAN AVENUE,TROTTING COURSE LANE,METROPOLITAN AVENUE,TROTTING COURSE LANE,ADDRESS,REGO PARK,COOPER AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T11:19:32.000,05 QUEENS,4031760034,QUEENS,1022938,199066,PHONE,Unspecified,QUEENS,40.712982343977785,-73.86044634996371,"{'latitude': '40.712982343977785', 'longitude': '-73.86044634996371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:19:26.000,,,,,,,
58890348,2023-09-21T09:18:07.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10468,2359 JEROME AVENUE,JEROME AVENUE,NORTH STREET,EAST  184 STREET,NORTH STREET,EAST  184 STREET,ADDRESS,BRONX,JEROME AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T09:18:15.000,07 BRONX,2031980081,BRONX,1011126,252657,PHONE,Unspecified,BRONX,40.86011895062468,-73.90283961857372,"{'latitude': '40.86011895062468', 'longitude': '-73.90283961857372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T13:03:26.000,,,,,,,
58883547,2023-09-21T09:18:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10303,12 BENJAMIN DRIVE,BENJAMIN DRIVE,ADRIANNE LANE,ELEANOR PLACE,ADRIANNE LANE,ELEANOR PLACE,ADDRESS,STATEN ISLAND,BENJAMIN DRIVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T09:37:36.000,01 STATEN ISLAND,5016800345,STATEN ISLAND,940308,166274,MOBILE,Unspecified,STATEN ISLAND,40.62295123243563,-74.1582918613776,"{'latitude': '40.62295123243563', 'longitude': '-74.1582918613776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:37:33.000,,,,,,,
58890152,2023-09-21T09:18:00.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10033,40 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-28T16:09:26.000,12 MANHATTAN,1021450001,MANHATTAN,1001474,247523,MOBILE,Unspecified,MANHATTAN,40.846051758500465,-73.9377460816391,"{'latitude': '40.846051758500465', 'longitude': '-73.9377460816391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:09:22.000,,,,,,,
58883113,2023-09-21T09:17:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,371 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  191 STREET,WEST  192 STREET,WEST  191 STREET,WEST  192 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:45:55.000,12 MANHATTAN,1021690012,MANHATTAN,1003595,251298,MOBILE,Unspecified,MANHATTAN,40.85640861904781,-73.93006911226374,"{'latitude': '40.85640861904781', 'longitude': '-73.93006911226374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:45:49.000,,,,,,,
58882580,2023-09-21T09:17:46.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10453,1623 POPHAM AVENUE,POPHAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,BRONX,POPHAM AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T07:57:59.000,05 BRONX,2028770786,BRONX,1006105,248599,MOBILE,Unspecified,BRONX,40.848994812512466,-73.92100443256012,"{'latitude': '40.848994812512466', 'longitude': '-73.92100443256012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T07:57:57.000,,,,,,,
58881584,2023-09-21T09:17:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:19:41.000,12 BRONX,,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:19:34.000,,,,,,,
58891599,2023-09-21T09:17:14.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11215,309 7 AVENUE,7 AVENUE,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T10:54:27.000,06 BROOKLYN,3010900004,BROOKLYN,989482,182430,PHONE,Unspecified,BROOKLYN,40.6674033967265,-73.98114026421592,"{'latitude': '40.6674033967265', 'longitude': '-73.98114026421592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:54:24.000,,,,,,,
58886396,2023-09-21T09:17:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10023,CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   72 STREET,CENTRAL PARK WEST,WEST   72 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:46:48.000,07 MANHATTAN,,MANHATTAN,990910,222076,MOBILE,Unspecified,MANHATTAN,40.776221110771935,-73.97595353687147,"{'latitude': '40.776221110771935', 'longitude': '-73.97595353687147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:46:52.000,,,,,,,
58882918,2023-09-21T09:17:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,95-94 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:08:16.000,09 QUEENS,4094140147,QUEENS,1030829,190949,PHONE,Unspecified,QUEENS,40.69066509760756,-73.83203848700488,"{'latitude': '40.69066509760756', 'longitude': '-73.83203848700488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:08:08.000,,,,,,,
58884665,2023-09-21T09:17:01.000,DOT,Department of Transportation,Street Condition,Wear & Tear,,10314,,,,,TRAVIS AVENUE,VICTORY BOULEVARD,INTERSECTION,STATEN ISLAND,,Pending,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-21T09:17:01.000,02 STATEN ISLAND,,STATEN ISLAND,934758,157860,UNKNOWN,Unspecified,STATEN ISLAND,40.59982731534111,-74.17822285597472,"{'latitude': '40.59982731534111', 'longitude': '-74.17822285597472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,
58882963,2023-09-21T09:17:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11106,,,,,21 STREET,31 ROAD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T10:15:00.000,01 QUEENS,,QUEENS,1003533,218602,UNKNOWN,Unspecified,QUEENS,40.76666736612044,-73.93038716576392,"{'latitude': '40.76666736612044', 'longitude': '-73.93038716576392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:15:00.000,,,,,N/A,,
58887920,2023-09-21T09:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11233,679 HANCOCK STREET,HANCOCK STREET,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-22T01:35:00.000,03 BROOKLYN,3016570066,BROOKLYN,1004239,188880,ONLINE,Unspecified,BROOKLYN,40.685086166804474,-73.92792674566724,"{'latitude': '40.685086166804474', 'longitude': '-73.92792674566724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T01:35:00.000,,,,,,,
58882961,2023-09-21T09:17:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Damaged,,11203,,,,,CLARKSON AVENUE,NEW YORK AVENUE,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T11:11:00.000,09 BROOKLYN,,BROOKLYN,998912,178131,UNKNOWN,Unspecified,BROOKLYN,40.65559299811885,-73.94715739547351,"{'latitude': '40.65559299811885', 'longitude': '-73.94715739547351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887696,2023-09-21T09:16:58.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11385,82-82 88 PLACE,88 PLACE,MYRTLE AVENUE,DEAD END,MYRTLE AVENUE,DEAD END,ADDRESS,RIDGEWOOD,88 PLACE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T10:31:01.000,05 QUEENS,4038660028,QUEENS,1023567,194943,ONLINE,Unspecified,QUEENS,40.70166292515195,-73.85820152739187,"{'latitude': '40.70166292515195', 'longitude': '-73.85820152739187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:54:46.000,,,,,,,
58883767,2023-09-21T09:16:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10458,2737 BRIGGS AVENUE,BRIGGS AVENUE,EAST  196 STREET,EAST  197 STREET,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T10:07:37.000,07 BRONX,2033010001,BRONX,1014426,255263,MOBILE,Unspecified,BRONX,40.867260963693624,-73.89089794924797,"{'latitude': '40.867260963693624', 'longitude': '-73.89089794924797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:07:31.000,,,,,,,
58884849,2023-09-21T09:16:45.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11416,101-16 92 STREET,92 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,OZONE PARK,92 STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-28T15:44:25.000,09 QUEENS,4090980011,QUEENS,1026297,188230,ONLINE,Unspecified,QUEENS,40.683224767971176,-73.84839758341803,"{'latitude': '40.683224767971176', 'longitude': '-73.84839758341803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T15:44:21.000,,,,,,,
58891032,2023-09-21T09:16:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,701 EAST  175 STREET,EAST  175 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,06 BRONX,2029490039,BRONX,1013766,246344,ONLINE,Unspecified,BRONX,40.842783218965714,-73.89332346310556,"{'latitude': '40.842783218965714', 'longitude': '-73.89332346310556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T09:11:20.000,,,,,,,
58886785,2023-09-21T09:16:38.000,DOB,Department of Buildings,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,,10016,142 EAST   27 STREET,EAST   27 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-22T00:00:00.000,06 MANHATTAN,1008820056,MANHATTAN,989111,209544,UNKNOWN,Unspecified,MANHATTAN,40.74182515142293,-73.98245803136592,"{'latitude': '40.74182515142293', 'longitude': '-73.98245803136592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T00:00:00.000,,,,,,,
58891620,2023-09-21T09:16:27.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11230,379 WEBSTER AVENUE,WEBSTER AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:33:15.000,14 BROOKLYN,3054180043,BROOKLYN,993133,170332,MOBILE,Unspecified,BROOKLYN,40.63419410859662,-73.9679954767374,"{'latitude': '40.63419410859662', 'longitude': '-73.9679954767374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:33:09.000,,,,,,,
58884959,2023-09-21T09:16:26.000,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Private House,11375,108-22 69 AVENUE,69 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,69 AVENUE,In Progress,,,06 QUEENS,4022190015,QUEENS,1027176,203476,PHONE,Unspecified,QUEENS,40.72506716760696,-73.84513112927226,"{'latitude': '40.72506716760696', 'longitude': '-73.84513112927226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885116,2023-09-21T09:16:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10458,2737 BRIGGS AVENUE,BRIGGS AVENUE,EAST  196 STREET,EAST  197 STREET,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T10:07:31.000,07 BRONX,2033010001,BRONX,1014426,255263,MOBILE,Unspecified,BRONX,40.867260963693624,-73.89089794924797,"{'latitude': '40.867260963693624', 'longitude': '-73.89089794924797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:07:25.000,,,,,,,
