unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58816363,2023-09-14T18:03:35.000,2023-10-30T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,,11221,16 CHARLES PLACE,CHARLES PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-31T05:54:44.000,04 BROOKLYN,3031830066,BROOKLYN,1003206,193525,UNKNOWN,Unspecified,BROOKLYN,40.6978378889034,-73.93163830578001,"{'latitude': '40.6978378889034', 'longitude': '-73.93163830578001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-14T18:03:35.000,,,,,
58814724,2023-09-14T18:03:34.000,2023-09-14T22:58:14.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10024,545 WEST END AVENUE,WEST END AVENUE,WEST   86 STREET,WEST   87 STREET,WEST   86 STREET,WEST   87 STREET,ADDRESS,NEW YORK,WEST END AVENUE,Closed,The condition was inspected and determined not to be under Department of Transportation's jurisdiction. The Department of Transportation notified the appropriate responsible party of the complaint.,2023-09-14T22:58:18.000,07 MANHATTAN,1012480029,MANHATTAN,990421,226765,ONLINE,Unspecified,MANHATTAN,40.78909152472582,-73.97771480335284,"{'latitude': '40.78909152472582', 'longitude': '-73.97771480335284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815781,2023-09-14T18:03:31.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812791,2023-09-14T18:03:19.000,2023-10-18T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11226,780 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-19T07:02:20.000,17 BROOKLYN,3050870055,BROOKLYN,997399,176792,UNKNOWN,Unspecified,BROOKLYN,40.65192011186431,-73.95261293501966,"{'latitude': '40.65192011186431', 'longitude': '-73.95261293501966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-28T11:20:04.000,,,,,
58813985,2023-09-14T18:03:08.000,2023-09-14T18:30:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11355,143-07 SANFORD AVENUE,SANFORD AVENUE,BOWNE STREET,PARSONS BOULEVARD,BOWNE STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,SANFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T18:30:26.000,07 QUEENS,4050490001,QUEENS,1033372,215607,MOBILE,Unspecified,QUEENS,40.75833143558968,-73.82268860273369,"{'latitude': '40.75833143558968', 'longitude': '-73.82268860273369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811157,2023-09-14T18:03:07.000,2023-09-14T20:40:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11423,182-13 93 AVENUE,93 AVENUE,182 PLACE,DEAD END,182 PLACE,DEAD END,ADDRESS,HOLLIS,93 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:40:30.000,12 QUEENS,4103250006,QUEENS,1045804,197353,MOBILE,Unspecified,QUEENS,40.70815104536188,-73.77798107033026,"{'latitude': '40.70815104536188', 'longitude': '-73.77798107033026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817670,2023-09-14T18:02:59.000,2023-09-14T18:38:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,23 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,BROAD STREET,WILLIAM STREET,ADDRESS,NEW YORK,WALL STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T18:38:16.000,01 MANHATTAN,1000267501,MANHATTAN,981376,196823,ONLINE,Unspecified,MANHATTAN,40.70690996099286,-74.01036601752025,"{'latitude': '40.70690996099286', 'longitude': '-74.01036601752025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810541,2023-09-14T18:02:49.000,2023-10-18T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11226,778 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-19T07:02:20.000,17 BROOKLYN,3050870054,BROOKLYN,997397,176810,UNKNOWN,Unspecified,BROOKLYN,40.651969520907684,-73.95262010763777,"{'latitude': '40.651969520907684', 'longitude': '-73.95262010763777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-28T11:35:13.000,,,,,
58816511,2023-09-14T18:02:48.000,2023-09-14T18:15:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,144-90 41 AVENUE,41 AVENUE,PARSONS BOULEVARD,147 STREET,PARSONS BOULEVARD,147 STREET,ADDRESS,FLUSHING,41 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T18:15:11.000,07 QUEENS,4050500039,QUEENS,1033858,216469,ONLINE,Unspecified,QUEENS,40.76069468640056,-73.82092797510683,"{'latitude': '40.76069468640056', 'longitude': '-73.82092797510683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815526,2023-09-14T18:02:31.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11373,56-10 94 STREET,94 STREET,,,,,ADDRESS,ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4018720025,QUEENS,1020892,207720,ONLINE,Unspecified,QUEENS,40.73674415664494,-73.8677794612075,"{'latitude': '40.73674415664494', 'longitude': '-73.8677794612075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811035,2023-09-14T18:02:31.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11373,56-10 94 STREET,94 STREET,,,,,ADDRESS,ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,04 QUEENS,4018720025,QUEENS,1020892,207720,ONLINE,Unspecified,QUEENS,40.73674415664494,-73.8677794612075,"{'latitude': '40.73674415664494', 'longitude': '-73.8677794612075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814279,2023-09-14T18:02:31.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11373,56-10 94 STREET,94 STREET,,,,,ADDRESS,ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,04 QUEENS,4018720025,QUEENS,1020892,207720,ONLINE,Unspecified,QUEENS,40.73674415664494,-73.8677794612075,"{'latitude': '40.73674415664494', 'longitude': '-73.8677794612075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811048,2023-09-14T18:02:26.000,2023-10-07T17:44:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10002,109 MADISON STREET,MADISON STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,03 MANHATTAN,1002770018,MANHATTAN,985621,198770,ONLINE,Unspecified,MANHATTAN,40.71225437491401,-73.99505464526985,"{'latitude': '40.71225437491401', 'longitude': '-73.99505464526985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819104,2023-09-14T18:02:10.000,2023-09-14T20:36:20.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11378,47 STREET,47 STREET,47 STREET,GRAND AVENUE,47 STREET,GRAND AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T20:36:25.000,05 QUEENS,,QUEENS,1006000,200434,PHONE,Unspecified,QUEENS,40.71679502789941,-73.92153989245763,"{'latitude': '40.71679502789941', 'longitude': '-73.92153989245763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815294,2023-09-14T18:02:00.000,2023-09-17T07:10:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Damaged,,10013,SPRING ST PARK,SPRING ST PARK,,,AVENUE OF THE AMERICAS,BROOME STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T07:10:00.000,02 MANHATTAN,,MANHATTAN,982982,203112,UNKNOWN,Unspecified,MANHATTAN,40.72417213718814,-74.00457463981134,"{'latitude': '40.72417213718814', 'longitude': '-74.00457463981134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813864,2023-09-14T18:02:00.000,2023-09-15T10:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11101,,,,,WOODSIDE AVENUE,37 AVENUE,INTERSECTION,QUEENS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-15T10:40:00.000,02 QUEENS,,QUEENS,1009229,213132,ONLINE,Unspecified,QUEENS,40.75163936495351,-73.90984458663883,"{'latitude': '40.75163936495351', 'longitude': '-73.90984458663883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812729,2023-09-14T18:02:00.000,2023-09-29T11:22:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216,393 NOSTRAND AVENUE,NOSTRAND AVENUE,MADISON ST,PUTNAM AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-29T11:22:00.000,03 BROOKLYN,3018230004,BROOKLYN,998020,188592,ONLINE,Unspecified,BROOKLYN,40.684307532550434,-73.95035083971493,"{'latitude': '40.684307532550434', 'longitude': '-73.95035083971493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58810527,2023-09-14T18:02:00.000,2023-09-15T08:41:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,E 170 ST,E 171 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-15T08:41:00.000,04 BRONX,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817359,2023-09-14T18:01:49.000,2023-10-18T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11226,776 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-19T07:02:20.000,17 BROOKLYN,3050870053,BROOKLYN,997396,176827,UNKNOWN,Unspecified,BROOKLYN,40.652016183684054,-73.95262367835787,"{'latitude': '40.652016183684054', 'longitude': '-73.95262367835787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-28T11:39:04.000,,,,,
58817748,2023-09-14T18:01:41.000,2023-09-15T06:51:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10010,143 EAST   23 STREET,EAST   23 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,06 MANHATTAN,1008790027,MANHATTAN,988605,208633,PHONE,Unspecified,MANHATTAN,40.73932494662975,-73.98428463143762,"{'latitude': '40.73932494662975', 'longitude': '-73.98428463143762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813399,2023-09-14T18:01:37.000,2023-09-18T10:28:38.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10459,1018 EAST  163 STREET,EAST  163 STREET,SIMPSON STREET,HUNTS POINT AVENUE,SIMPSON STREET,HUNTS POINT AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-18T10:28:46.000,02 BRONX,2027237501,BRONX,1014028,238397,ONLINE,Unspecified,BRONX,40.820970124589884,-73.8924118220942,"{'latitude': '40.820970124589884', 'longitude': '-73.8924118220942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816439,2023-09-14T18:01:00.000,2023-09-14T19:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10467,,,,,WEBSTER AVENUE,GUN HILL ROAD,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T19:30:00.000,07 BRONX,,BRONX,1019758,259418,UNKNOWN,Unspecified,BRONX,40.87864531280041,-73.87159798076605,"{'latitude': '40.87864531280041', 'longitude': '-73.87159798076605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58817674,2023-09-14T18:00:54.000,2023-09-14T18:05:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T18:05:15.000,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,40.64468636458384,-73.9975604560498,"{'latitude': '40.64468636458384', 'longitude': '-73.9975604560498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812350,2023-09-14T18:00:39.000,2023-09-14T22:12:32.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10470,740 CRANFORD AVENUE,CRANFORD AVENUE,EAST  241 STREET,BARNES AVENUE,EAST  241 STREET,BARNES AVENUE,ADDRESS,BRONX,CRANFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:12:37.000,12 BRONX,2051110001,BRONX,1025968,268419,MOBILE,Unspecified,BRONX,40.90332300647608,-73.84908569560362,"{'latitude': '40.90332300647608', 'longitude': '-73.84908569560362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810737,2023-09-14T18:00:23.000,2023-09-14T18:10:05.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,11222,1068 MANHATTAN AVENUE,MANHATTAN AVENUE,EAGLE STREET,DUPONT STREET,EAGLE STREET,DUPONT STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:10:10.000,01 BROOKLYN,3024960001,BROOKLYN,996699,207157,ONLINE,Unspecified,BROOKLYN,40.73526600285563,-73.95507951477204,"{'latitude': '40.73526600285563', 'longitude': '-73.95507951477204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816405,2023-09-14T18:00:02.000,2023-09-14T19:16:58.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-14T19:17:02.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,UNKNOWN,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813906,2023-09-14T17:59:35.000,2023-09-14T18:04:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10024,180 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T18:04:25.000,07 MANHATTAN,1012510001,MANHATTAN,990552,227854,ONLINE,Unspecified,MANHATTAN,40.79208044424869,-73.97724070417395,"{'latitude': '40.79208044424869', 'longitude': '-73.97724070417395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
